name,steamid,team_name,kills,assists,deaths,headshots,hs_%,k/d,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
Wicadia,76561198812513923,Eternal-Fire,14,2,12,9,64,1.166667,84.210526,79.421051,0.736842,0.631579,1.157895,1509,214,22,2,0,1,4,6,4,0,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
Magisk,76561197983956651,Team-Falcons,9,2,13,8,88,0.692308,73.684212,55.105263,0.473684,0.684211,3.894737,1047,121,74,1,1,2,1,7,1,0,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
MAJ3R,76561197967432889,Eternal-Fire,10,6,7,2,20,1.428571,94.736847,63.473682,0.526316,0.368421,5.0,1206,211,95,2,2,1,1,8,1,0,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
woxic,76561198083485506,Eternal-Fire,14,5,10,5,35,1.4,84.210526,71.421051,0.736842,0.526316,15.842105,1357,261,301,1,0,7,2,5,3,1,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
degster,76561198799340122,Team-Falcons,13,4,13,7,53,1.0,68.421051,75.052635,0.684211,0.684211,3.578947,1426,264,68,0,1,3,2,3,4,1,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
TeSeS,76561197996678278,Team-Falcons,11,5,11,4,36,1.0,78.947372,67.105263,0.578947,0.578947,6.368421,1275,277,121,1,1,2,3,5,0,2,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
jottAAA,76561198410750263,Eternal-Fire,12,1,8,6,50,1.5,73.684212,60.0,0.631579,0.421053,0.0,1140,198,0,2,0,4,2,8,2,0,0,0,14efc1a4233d5731,BLAST Bounty 2025 Season 1
Wicadia,76561198812513923,Eternal-Fire,31,12,23,15,48,1.347826,83.333328,101.333336,0.861111,0.638889,7.138889,3648,711,257,1,2,7,6,13,4,1,2,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
kyxsan,76561198057282432,Team-Falcons,18,6,24,11,61,0.75,75.0,55.083332,0.5,0.666667,3.055556,1983,394,110,4,2,3,7,16,1,0,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
XANTARES,76561198044118796,Eternal-Fire,24,5,22,19,79,1.090909,77.777779,68.861115,0.666667,0.611111,4.222222,2479,395,152,7,7,3,6,11,3,1,1,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
jottAAA,76561198410750263,Eternal-Fire,22,3,22,13,59,1.0,66.666672,64.916664,0.611111,0.611111,0.277778,2337,328,10,1,0,6,5,5,5,1,1,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
woxic,76561198083485506,Eternal-Fire,22,5,20,5,22,1.1,80.555557,55.694443,0.611111,0.555556,0.305556,2005,90,11,6,3,6,3,15,2,1,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
MAJ3R,76561197967432889,Eternal-Fire,17,5,23,5,29,0.73913,63.888889,53.222221,0.472222,0.638889,3.916667,1916,262,141,3,6,1,5,9,1,2,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
Magisk,76561197983956651,Team-Falcons,13,3,26,9,69,0.5,52.777779,50.416668,0.361111,0.722222,2.583333,1815,333,93,2,8,4,4,6,2,1,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
degster,76561198799340122,Team-Falcons,26,4,20,9,34,1.3,75.0,72.055557,0.722222,0.555556,4.5,2594,233,162,5,3,5,5,9,4,3,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
NiKo,76561198041683378,Team-Falcons,20,7,25,9,45,0.8,61.111111,77.111115,0.555556,0.694444,7.194445,2776,524,259,5,4,4,3,13,2,1,0,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
TeSeS,76561197996678278,Team-Falcons,32,4,22,21,65,1.454545,75.0,90.333336,0.888889,0.611111,1.333333,3252,446,48,2,1,7,6,9,4,1,3,0,158d0ae0dba34fd9,BLAST Bounty 2025 Season 1
XANTARES,76561198044118796,Eternal-Fire,21,9,13,15,71,1.615385,77.272728,105.909088,0.954545,0.590909,9.227273,2330,414,203,4,4,3,1,6,3,3,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
MAJ3R,76561197967432889,Eternal-Fire,16,2,12,7,43,1.333333,77.272728,59.31818,0.727273,0.545455,2.045455,1305,247,45,2,0,2,2,5,4,1,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
woxic,76561198083485506,Eternal-Fire,18,2,9,3,16,2.0,77.272728,79.409088,0.818182,0.409091,3.090909,1747,143,68,1,1,2,3,9,3,1,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
nicks,76561198254423843,Fluxo CS2,12,3,15,6,50,0.8,59.090908,58.045456,0.545455,0.681818,0.727273,1277,142,16,0,3,4,2,2,5,0,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
piriajr,76561198396338183,Fluxo CS2,15,2,14,12,80,1.071429,63.636364,79.318184,0.681818,0.636364,3.090909,1745,197,68,6,1,2,0,9,3,0,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
arT,76561198043769572,Fluxo CS2,14,1,18,5,35,0.777778,54.545456,63.68182,0.636364,0.818182,0.318182,1401,262,7,1,2,3,3,5,3,1,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
kye,76561199096031141,Fluxo CS2,10,2,18,5,50,0.555556,63.636364,53.863636,0.454545,0.818182,2.318182,1185,220,51,2,4,2,3,5,1,1,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
jottAAA,76561198410750263,Eternal-Fire,9,6,14,6,66,0.642857,68.181816,57.363636,0.409091,0.636364,6.318182,1262,128,139,2,3,0,0,6,0,1,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
history,76561198885430317,Fluxo CS2,13,5,18,2,15,0.722222,72.727272,70.954544,0.590909,0.818182,6.818182,1561,117,150,3,0,1,5,7,3,0,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
Wicadia,76561198812513923,Eternal-Fire,19,9,16,11,57,1.1875,72.727272,99.954544,0.863636,0.727273,4.045455,2199,326,89,1,4,2,3,7,3,2,0,0,88348cc9229176,BLAST Bounty 2025 Season 1
arT,76561198043769572,Fluxo CS2,14,5,17,6,42,0.823529,57.14286,73.666664,0.666667,0.809524,1.571429,1547,285,33,1,2,2,2,8,3,0,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
kye,76561199096031141,Fluxo CS2,8,3,15,4,50,0.533333,52.380955,44.666668,0.380952,0.714286,3.476191,938,174,73,1,1,0,2,4,2,0,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
woxic,76561198083485506,Eternal-Fire,10,6,11,4,40,0.909091,71.428574,58.142857,0.47619,0.52381,2.380952,1221,124,50,3,2,2,1,6,2,0,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
XANTARES,76561198044118796,Eternal-Fire,17,9,15,11,64,1.133333,80.952385,109.0,0.809524,0.714286,13.190476,2289,356,277,6,3,2,4,7,2,2,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
MAJ3R,76561197967432889,Eternal-Fire,20,7,11,10,50,1.818182,71.428574,81.238098,0.952381,0.52381,9.0,1706,204,189,3,0,5,1,5,6,1,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
history,76561198885430317,Fluxo CS2,9,0,16,2,22,0.5625,47.619049,49.285713,0.428571,0.761905,0.0,1035,39,0,0,4,1,2,5,2,0,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
jottAAA,76561198410750263,Eternal-Fire,13,6,11,9,69,1.181818,80.952385,62.904762,0.619048,0.52381,2.047619,1321,178,43,1,0,2,5,6,2,1,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
Wicadia,76561198812513923,Eternal-Fire,18,5,13,8,44,1.384615,71.428574,93.85714,0.857143,0.619048,8.809524,1971,362,185,1,2,0,1,4,7,0,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
nicks,76561198254423843,Fluxo CS2,15,1,14,9,60,1.071429,71.428574,76.904762,0.714286,0.666667,4.857143,1615,273,102,1,2,5,2,6,3,1,0,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
piriajr,76561198396338183,Fluxo CS2,15,6,16,8,53,0.9375,52.380955,86.333336,0.714286,0.761905,1.809524,1813,210,38,4,5,2,2,2,3,1,1,0,8a11859cf290b188,BLAST Bounty 2025 Season 1
gla1ve,76561198010511021,ENCE CS2,18,7,22,7,38,0.818182,75.0,80.464287,0.642857,0.785714,17.714285,2253,555,496,6,2,3,7,11,2,1,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
degster,76561198799340122,Team-Falcons,23,1,18,9,39,1.277778,75.0,67.10714,0.821429,0.642857,1.75,1879,204,49,2,1,3,8,6,4,3,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
Neityu,76561198971718392,ENCE CS2,24,10,21,16,66,1.142857,78.571426,99.071426,0.857143,0.75,3.178571,2774,490,89,1,2,6,11,7,7,1,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
sdy,76561198040577200,ENCE CS2,22,6,18,17,77,1.222222,67.85714,76.64286,0.785714,0.642857,1.821429,2146,406,51,1,1,9,2,8,2,2,1,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
Magisk,76561197983956651,Team-Falcons,14,13,21,10,71,0.666667,64.285713,67.785713,0.5,0.75,9.464286,1898,409,265,2,4,5,4,7,2,1,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
kyxsan,76561198057282432,Team-Falcons,10,10,20,6,60,0.5,71.428574,51.67857,0.357143,0.714286,2.0,1447,199,56,1,1,2,6,8,1,0,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
NiKo,76561198041683378,Team-Falcons,24,10,20,16,66,1.2,82.14286,91.89286,0.857143,0.714286,8.428572,2573,310,236,5,2,9,4,11,3,1,1,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
xKacpersky,76561198362964332,ENCE CS2,19,9,23,16,84,0.826087,64.285713,79.821426,0.678571,0.821429,6.357143,2235,333,178,3,8,7,5,7,3,2,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
Podi,76561198128931118,ENCE CS2,14,1,20,4,28,0.7,67.85714,49.17857,0.5,0.714286,2.035714,1377,147,57,2,2,2,6,10,2,0,0,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
TeSeS,76561197996678278,Team-Falcons,33,7,18,21,63,1.833333,78.571426,112.0,1.178571,0.642857,6.821429,3136,429,191,5,5,5,4,4,5,5,1,0,fcf3f309a1a26770,BLAST Bounty 2025 Season 1
TeSeS,76561197996678278,Team-Falcons,23,7,19,11,47,1.210526,76.666664,96.133331,0.766667,0.633333,4.833333,2884,453,145,3,0,2,2,9,4,2,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
Magisk,76561197983956651,Team-Falcons,20,2,18,11,55,1.111111,73.333336,68.533333,0.666667,0.6,11.0,2056,386,330,6,4,1,6,7,5,1,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
Podi,76561198128931118,ENCE CS2,17,3,17,5,29,1.0,66.666672,47.299999,0.566667,0.566667,2.133333,1419,133,64,2,1,6,2,4,5,1,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
gla1ve,76561198010511021,ENCE CS2,14,6,21,8,57,0.666667,56.666668,51.866665,0.466667,0.7,5.666667,1556,282,170,3,5,1,4,9,1,1,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
degster,76561198799340122,Team-Falcons,18,5,13,6,33,1.384615,76.666664,63.900002,0.6,0.433333,2.666667,1917,112,80,3,1,4,2,10,4,0,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
sdy,76561198040577200,ENCE CS2,15,6,19,12,80,0.789474,63.333332,64.333336,0.5,0.633333,7.4,1930,267,222,0,1,5,3,5,5,0,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
xKacpersky,76561198362964332,ENCE CS2,13,7,22,7,53,0.590909,66.666672,67.5,0.433333,0.733333,5.166667,2025,338,155,2,11,4,8,5,4,0,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
kyxsan,76561198057282432,Team-Falcons,11,9,15,5,45,0.733333,80.0,51.233334,0.366667,0.5,7.166667,1537,271,215,1,2,2,2,9,1,0,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
NiKo,76561198041683378,Team-Falcons,24,5,16,13,54,1.5,76.666664,88.966667,0.8,0.533333,7.566667,2669,514,227,7,3,3,1,11,2,3,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
Neityu,76561198971718392,ENCE CS2,22,3,17,14,63,1.294118,76.666664,77.099998,0.733333,0.566667,11.166667,2313,403,335,3,2,4,4,9,5,1,0,0,14549e5012277fa9,BLAST Bounty 2025 Season 1
rain,76561197997351207,FaZe.clan,13,7,11,11,84,1.181818,77.272728,70.5,0.590909,0.5,2.772727,1551,170,61,3,1,0,2,7,1,0,1,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
k1to,76561198182462587,M80 CS2,10,7,18,6,60,0.555556,68.181816,47.454544,0.454545,0.818182,5.545455,1044,182,122,1,1,3,5,5,1,1,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
s1n,76561198190463461,M80 CS2,14,2,15,10,71,0.933333,72.727272,68.409088,0.636364,0.681818,0.136364,1505,231,3,2,1,2,5,8,3,0,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
frozen,76561198068422762,FaZe.clan,14,10,14,6,42,1.0,72.727272,74.545456,0.636364,0.636364,10.818182,1640,374,238,0,3,6,1,9,1,1,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
slaxz-,76561198064353169,M80 CS2,12,2,15,6,50,0.8,68.181816,61.772728,0.545455,0.681818,5.409091,1359,109,119,0,1,6,2,5,2,1,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
Lake,76561198337484196,M80 CS2,18,5,19,8,44,0.947368,54.545456,86.227272,0.818182,0.863636,4.045455,1897,324,89,5,5,5,3,5,5,1,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
karrigan,76561197989430253,FaZe.clan,16,4,11,10,62,1.454545,86.36364,72.227272,0.727273,0.5,4.181818,1589,252,92,3,1,1,4,5,4,1,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
broky,76561198201620490,FaZe.clan,25,5,14,12,48,1.785714,90.909096,98.181816,1.136364,0.636364,3.636364,2160,290,80,1,1,5,3,7,9,0,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
EliGE,76561198066693739,FaZe.clan,16,8,14,8,50,1.142857,81.818184,86.272728,0.727273,0.636364,9.181818,1898,319,202,5,4,2,6,8,1,2,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
Swisher,76561198183003671,M80 CS2,10,7,17,5,50,0.588235,68.181816,60.0,0.454545,0.772727,4.772727,1320,322,105,2,4,0,5,6,2,0,0,0,cb64a544c75067cf,BLAST Bounty 2025 Season 1
s1n,76561198190463461,M80 CS2,11,6,10,5,45,1.1,75.0,72.650002,0.55,0.5,11.95,1453,214,239,1,2,1,3,3,4,0,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
slaxz-,76561198064353169,M80 CS2,18,6,9,6,33,2.0,90.0,92.5,0.9,0.45,9.95,1850,264,199,3,0,3,1,11,2,1,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
frozen,76561198068422762,FaZe.clan,10,2,16,8,80,0.625,65.0,80.449997,0.5,0.8,11.2,1609,304,224,3,0,4,1,10,0,0,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
karrigan,76561197989430253,FaZe.clan,5,3,18,4,80,0.277778,55.0,32.650002,0.25,0.9,2.7,653,158,54,1,8,2,6,5,0,0,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
EliGE,76561198066693739,FaZe.clan,10,5,16,4,40,0.625,70.0,69.349998,0.5,0.8,3.0,1387,226,60,1,2,1,4,4,1,0,1,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
broky,76561198201620490,FaZe.clan,13,3,13,8,61,1.0,75.0,68.099998,0.65,0.65,5.35,1362,151,107,0,0,4,2,6,2,1,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
Lake,76561198337484196,M80 CS2,20,4,12,9,45,1.666667,80.0,100.949997,1.0,0.6,0.85,2019,319,17,4,3,5,4,7,5,1,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
k1to,76561198182462587,M80 CS2,15,3,7,8,53,2.142857,85.0,71.550003,0.75,0.35,0.0,1431,131,0,4,0,4,0,5,2,2,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
Swisher,76561198183003671,M80 CS2,10,6,12,7,70,0.833333,90.0,73.0,0.5,0.6,8.2,1460,189,164,2,1,1,6,10,0,0,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
rain,76561197997351207,FaZe.clan,12,1,11,7,58,1.090909,60.000004,55.849998,0.6,0.55,0.0,1117,162,0,1,4,2,1,4,4,0,0,0,981db6a7a27771c7,BLAST Bounty 2025 Season 1
k1to,76561198182462587,M80 CS2,21,4,15,11,52,1.4,68.181816,99.318184,0.954545,0.681818,9.363636,2185,185,206,3,1,2,3,6,3,0,1,1,d389f5446d5026f8,BLAST Bounty 2025 Season 1
Swisher,76561198183003671,M80 CS2,9,5,18,6,66,0.5,63.636364,51.31818,0.409091,0.818182,2.363636,1129,209,52,0,3,3,5,5,2,0,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
frozen,76561198068422762,FaZe.clan,11,6,16,5,45,0.6875,72.727272,61.409092,0.5,0.727273,8.045455,1351,210,177,2,1,3,3,5,3,0,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
s1n,76561198190463461,M80 CS2,12,7,16,6,50,0.75,59.090908,58.590908,0.545455,0.727273,1.818182,1289,185,40,3,4,1,2,5,2,1,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
rain,76561197997351207,FaZe.clan,12,1,10,7,58,1.2,81.818184,54.363636,0.545455,0.454545,3.636364,1196,196,80,0,2,1,5,4,4,0,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
slaxz-,76561198064353169,M80 CS2,10,4,19,3,30,0.526316,63.636364,51.090908,0.454545,0.863636,3.318182,1124,169,73,3,1,3,2,5,1,1,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
Lake,76561198337484196,M80 CS2,13,6,16,5,38,0.8125,68.181816,72.13636,0.590909,0.727273,1.909091,1587,308,42,1,3,3,4,5,4,0,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
EliGE,76561198066693739,FaZe.clan,23,7,11,14,60,2.090909,81.818184,102.181816,1.045455,0.5,2.454545,2248,289,54,3,1,3,2,8,3,3,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
karrigan,76561197989430253,FaZe.clan,19,4,16,11,57,1.1875,72.727272,100.5,0.863636,0.727273,2.818182,2211,330,62,4,4,3,3,5,2,2,1,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
broky,76561198201620490,FaZe.clan,19,4,12,9,47,1.583333,77.272728,86.818184,0.863636,0.545455,7.954545,1910,193,175,3,2,2,0,7,6,0,0,0,d389f5446d5026f8,BLAST Bounty 2025 Season 1
insani,76561198061423730,MIBR,23,1,15,16,69,1.533333,63.636364,86.090912,1.045455,0.681818,0.863636,1894,234,19,4,4,3,1,6,5,1,1,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
regali,76561198098463229,FlyQuest,14,1,9,5,35,1.555556,77.272728,57.954544,0.636364,0.409091,1.5,1275,104,33,1,1,5,2,7,2,1,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
vexite,76561198052888143,FlyQuest,15,5,13,12,80,1.153846,77.272728,84.409088,0.681818,0.590909,1.227273,1857,252,27,2,3,3,4,4,4,1,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
exit,76561198010496342,MIBR,7,2,16,3,42,0.4375,45.454548,38.31818,0.318182,0.727273,0.0,843,115,0,1,2,2,2,3,2,0,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
dexter,76561198061801241,FlyQuest,20,4,15,9,45,1.333333,72.727272,108.772728,0.909091,0.681818,6.363636,2393,440,140,4,3,2,4,6,3,0,2,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
Liazz,76561198072321716,FlyQuest,10,2,14,4,40,0.714286,81.818184,48.545456,0.454545,0.636364,0.5,1068,144,11,2,1,3,7,6,2,0,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
INS,76561197987212623,FlyQuest,16,1,11,9,56,1.454545,72.727272,77.954544,0.727273,0.5,2.590909,1715,213,57,3,2,2,0,6,5,0,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
Lucaozy,76561198157388473,MIBR,13,5,17,9,69,0.764706,63.636364,71.13636,0.590909,0.772727,1.954545,1565,201,43,2,3,1,5,6,2,1,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
drop,76561198388056582,MIBR,8,6,13,4,50,0.615385,68.181816,69.0,0.363636,0.590909,4.045455,1518,165,89,1,0,0,1,6,1,0,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
saffee,76561197985565685,MIBR,11,4,14,4,36,0.785714,59.090908,56.545456,0.5,0.636364,4.727273,1244,98,104,2,3,3,1,7,2,0,0,0,16e083366aa1469d,BLAST Bounty 2025 Season 1
vexite,76561198052888143,FlyQuest,14,4,11,7,50,1.272727,89.473686,72.736839,0.736842,0.578947,0.315789,1382,191,6,4,1,3,3,5,3,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
INS,76561197987212623,FlyQuest,12,4,9,3,25,1.333333,78.947372,64.578949,0.631579,0.473684,4.68421,1227,177,89,0,1,1,2,5,2,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
saffee,76561197985565685,MIBR,9,0,12,3,33,0.75,52.63158,46.105263,0.473684,0.631579,0.0,876,63,0,1,2,2,0,4,1,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
Liazz,76561198072321716,FlyQuest,11,5,10,2,18,1.1,89.473686,60.157894,0.578947,0.526316,4.421052,1143,211,84,2,0,2,4,9,1,0,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
Lucaozy,76561198157388473,MIBR,8,2,14,3,37,0.571429,68.421051,45.578949,0.421053,0.736842,1.421053,866,112,27,0,1,2,2,6,1,0,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
regali,76561198098463229,FlyQuest,17,6,7,4,23,2.428571,89.473686,84.789474,0.894737,0.368421,10.473684,1611,163,199,3,1,4,2,8,3,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
dexter,76561198061801241,FlyQuest,14,5,13,8,57,1.076923,89.473686,89.894737,0.736842,0.684211,6.68421,1708,268,127,4,3,3,4,9,1,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
insani,76561198061423730,MIBR,15,3,14,11,73,1.071429,73.684212,82.526314,0.789474,0.736842,0.789474,1568,137,15,3,2,2,1,6,0,3,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
drop,76561198388056582,MIBR,7,7,14,4,57,0.5,68.421051,63.052631,0.368421,0.736842,2.736842,1198,154,52,1,2,0,3,5,1,0,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
exit,76561198010496342,MIBR,11,3,14,5,45,0.785714,52.63158,66.842102,0.578947,0.736842,10.789474,1270,283,205,1,6,1,2,4,2,1,0,0,5ef6282b4869c572,BLAST Bounty 2025 Season 1
zont1x,76561198995880877,Team A,13,4,8,3,23,1.625,87.5,91.625,0.8125,0.5,9.625,1466,260,154,1,2,3,3,4,3,1,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
sh1ro,76561198081484775,Team A,13,2,5,4,30,2.6,87.5,86.3125,0.8125,0.3125,3.1875,1381,85,51,1,2,0,2,4,3,1,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
dexter,76561198061801241,Team B,5,1,16,4,80,0.3125,43.75,40.5,0.3125,1.0,8.5625,648,108,137,1,1,2,1,5,0,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
vexite,76561198052888143,Team B,6,6,15,3,50,0.4,68.75,50.875,0.375,0.9375,1.8125,814,165,29,0,3,3,3,4,1,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
INS,76561197987212623,Team B,5,4,15,2,40,0.333333,56.25,47.375,0.3125,0.9375,5.5625,758,201,89,1,1,1,5,5,0,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
chopper,76561198045898864,Team A,19,4,9,14,73,2.111111,93.75,108.4375,1.1875,0.5625,4.6875,1735,325,75,2,0,3,3,8,4,1,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
magixx,76561199063238565,Team A,6,4,4,3,50,1.5,93.75,53.4375,0.375,0.25,6.75,855,133,108,0,0,0,3,6,0,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
Liazz,76561198072321716,Team B,10,2,15,4,40,0.666667,62.5,67.5625,0.625,0.9375,0.375,1081,185,6,0,3,3,2,8,1,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
regali,76561198098463229,Team B,9,2,15,2,22,0.6,68.75,73.6875,0.5625,0.9375,3.375,1179,137,54,3,3,2,4,7,1,0,0,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
donk,76561198386265483,Team A,25,4,9,16,64,2.777778,93.75,140.625,1.5625,0.5625,0.25,2250,193,4,7,1,6,1,4,4,3,1,0,60e3db804b37fdf9,BLAST Bounty 2025 Season 1
donk,76561198386265483,Team Spirit,19,4,7,16,84,2.714286,85.714287,142.142853,1.357143,0.5,1.785714,1990,128,25,1,1,3,1,4,3,3,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
sh1ro,76561198081484775,Team Spirit,8,5,6,2,25,1.333333,78.571426,72.785713,0.571429,0.428571,11.285714,1019,92,158,3,1,2,1,8,0,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
Liazz,76561198072321716,FlyQuest,6,2,10,3,50,0.6,71.428574,61.285713,0.428571,0.714286,0.928571,858,194,13,0,2,1,3,4,1,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
chopper,76561198045898864,Team Spirit,11,6,12,6,54,0.916667,78.571426,86.285713,0.785714,0.857143,0.785714,1208,130,11,2,3,1,3,5,3,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
vexite,76561198052888143,FlyQuest,6,2,13,3,50,0.461538,57.14286,44.214287,0.428571,0.928571,3.5,619,163,49,0,1,3,2,4,1,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
magixx,76561199063238565,Team Spirit,5,4,5,2,40,1.0,85.714287,44.0,0.357143,0.357143,8.714286,616,86,122,1,0,1,2,3,1,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
dexter,76561198061801241,FlyQuest,2,3,13,1,50,0.153846,50.0,37.5,0.142857,0.928571,4.214286,525,94,59,1,2,1,2,2,0,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
INS,76561197987212623,FlyQuest,8,8,10,6,75,0.8,71.428574,80.285713,0.571429,0.714286,4.142857,1124,204,58,2,3,2,2,4,2,0,0,0,6defc9f121e256a4,BLAST Bounty 2025 Season 1
