checksum,date,map,tournament
1229e6b33a7c388f,2025-01-14 13:32:46-03:00,de_ancient,BLAST Bounty 2025 Season 1
409bde782d701247,2025-01-14 13:32:46-03:00,de_dust2,BLAST Bounty 2025 Season 1
c92c0fe937a29b0e,2025-01-14 16:55:20-03:00,de_anubis,BLAST Bounty 2025 Season 1
e404f30b9dc3e185,2025-01-18 17:43:13-03:00,de_inferno,BLAST Bounty 2025 Season 1
339f817fc0609ea4,2025-01-18 18:26:10-03:00,de_ancient,BLAST Bounty 2025 Season 1
fce806f201778c31,2025-01-15 10:41:28-03:00,de_inferno,BLAST Bounty 2025 Season 1
433e792f292e65d9,2025-01-15 10:41:21-03:00,de_mirage,BLAST Bounty 2025 Season 1
c32b2a8cd3336bee,2025-01-19 17:45:53-03:00,de_ancient,BLAST Bounty 2025 Season 1
54bbdcd43f4bf674,2025-01-19 18:45:24-03:00,de_mirage,BLAST Bounty 2025 Season 1
4a9b2a2d938bff82,2025-01-19 19:39:05-03:00,de_dust2,BLAST Bounty 2025 Season 1
4b803bde16fb75b,2025-01-16 09:18:33-03:00,de_dust2,BLAST Bounty 2025 Season 1
cca2a16ad0db047a,2025-01-16 10:16:25-03:00,de_train,BLAST Bounty 2025 Season 1
14efc1a4233d5731,2025-01-19 10:24:48-03:00,de_inferno,BLAST Bounty 2025 Season 1
158d0ae0dba34fd9,2025-01-19 11:02:09-03:00,de_nuke,BLAST Bounty 2025 Season 1
88348cc9229176,2025-01-16 11:51:05-03:00,de_mirage,BLAST Bounty 2025 Season 1
8a11859cf290b188,2025-01-16 12:27:14-03:00,de_dust2,BLAST Bounty 2025 Season 1
fcf3f309a1a26770,2025-01-15 15:28:11-03:00,de_train,BLAST Bounty 2025 Season 1
14549e5012277fa9,2025-01-15 15:28:16-03:00,de_dust2,BLAST Bounty 2025 Season 1
cb64a544c75067cf,2025-01-16 15:30:56-03:00,de_ancient,BLAST Bounty 2025 Season 1
981db6a7a27771c7,2025-01-16 15:26:56-03:00,de_inferno,BLAST Bounty 2025 Season 1
d389f5446d5026f8,2025-01-16 15:33:34-03:00,de_dust2,BLAST Bounty 2025 Season 1
16e083366aa1469d,2025-01-14 10:00:04-03:00,de_nuke,BLAST Bounty 2025 Season 1
5ef6282b4869c572,2025-01-14 10:44:04-03:00,de_anubis,BLAST Bounty 2025 Season 1
60e3db804b37fdf9,2025-01-18 15:12:01-03:00,de_anubis,BLAST Bounty 2025 Season 1
6defc9f121e256a4,2025-01-18 16:02:13-03:00,de_dust2,BLAST Bounty 2025 Season 1
87783cacb1099e3b,2025-01-19 13:33:05-03:00,de_dust2,BLAST Bounty 2025 Season 1
545e5b6c20f66b54,2025-01-19 13:33:17-03:00,de_mirage,BLAST Bounty 2025 Season 1
569a1128a75ef5ff,2025-01-19 14:19:06-03:00,de_anubis,BLAST Bounty 2025 Season 1
c7e2ef7f33c52a10,2025-01-17 14:38:09-03:00,de_anubis,BLAST Bounty 2025 Season 1
a3db0ced7f3d1f07,2025-01-17 14:38:52-03:00,de_mirage,BLAST Bounty 2025 Season 1
c05ee6f2c03c0b26,2025-01-17 14:43:47-03:00,de_inferno,BLAST Bounty 2025 Season 1
789873d5480b2d86,2025-01-17 21:13:23-03:00,de_ancient,BLAST Bounty 2025 Season 1
759d1628c3ad98f7,2025-01-17 21:28:57-03:00,de_inferno,BLAST Bounty 2025 Season 1
1aa317037186f7a3,2025-01-17 22:22:05-03:00,de_dust2,BLAST Bounty 2025 Season 1
f7c65a6ab75a3a25,2025-01-18 11:22:15-03:00,de_mirage,BLAST Bounty 2025 Season 1
f92d463756d8334e,2025-01-18 11:22:11-03:00,de_anubis,BLAST Bounty 2025 Season 1
39ee7741554cb1d4,2025-01-18 11:25:25-03:00,de_ancient,BLAST Bounty 2025 Season 1
278e073a204c8dd0,2025-01-14 16:55:39-03:00,de_nuke,BLAST Bounty 2025 Season 1
eb4903815cd684fd,2025-01-14 16:55:35-03:00,de_ancient,BLAST Bounty 2025 Season 1
8099f5bd95004f24,2025-01-17 18:46:02-03:00,de_dust2,BLAST Bounty 2025 Season 1
d53f2850c300c053,2025-01-17 18:45:59-03:00,de_nuke,BLAST Bounty 2025 Season 1
fbf78c246823fe98,2025-01-17 19:07:11-03:00,de_mirage,BLAST Bounty 2025 Season 1
4f4c3d9d0403aa1d,2025-01-16 17:20:21-03:00,de_ancient,BLAST Bounty 2025 Season 1
ae43c12d258f7377,2025-01-16 17:33:22-03:00,de_mirage,BLAST Bounty 2025 Season 1
1d595f30e2271da8,2025-01-18 14:01:44-03:00,de_dust2,BLAST Bounty 2025 Season 1
b24037a3e9942c2a,2025-01-18 14:06:55-03:00,de_inferno,BLAST Bounty 2025 Season 1
1c84ce40cd34a0c4,2025-01-17 09:08:31-03:00,de_inferno,BLAST Bounty 2025 Season 1
b8bd9df442017102,2025-01-17 12:40:32-03:00,de_mirage,BLAST Bounty 2025 Season 1
2632360dbef620f0,2025-01-17 12:41:31-03:00,de_nuke,BLAST Bounty 2025 Season 1
73bb2a47403d34e5,2025-01-15 12:29:03-03:00,de_ancient,BLAST Bounty 2025 Season 1
fa9fcdfe9c4fc7d1,2025-01-15 12:29:44-03:00,de_nuke,BLAST Bounty 2025 Season 1
8738e4d8bcbc3539,2025-01-14 19:36:21-03:00,de_train,BLAST Bounty 2025 Season 1
fe15b9d327fb1796,2025-01-14 19:36:28-03:00,de_nuke,BLAST Bounty 2025 Season 1
203387ea74a7261b,2025-01-19 15:58:13-03:00,de_train,BLAST Bounty 2025 Season 1
e206729fcd4e0025,2025-01-19 16:23:45-03:00,de_inferno,BLAST Bounty 2025 Season 1
f5be5e4a4b5dfebe,2025-01-15 17:36:19-03:00,de_mirage,BLAST Bounty 2025 Season 1
11a3c7f1f45e0fee,2025-01-15 18:12:31-03:00,de_dust2,BLAST Bounty 2025 Season 1
59e5b2c76e05bce0,2025-01-26 16:12:55-03:00,de_anubis,BLAST Bounty 2025 Season 1 Finals
2a4c3f36d8d46afa,2025-01-26 16:12:49-03:00,de_nuke,BLAST Bounty 2025 Season 1 Finals
d8b7e0bddd1b3eb3,2025-01-26 16:12:54-03:00,de_dust2,BLAST Bounty 2025 Season 1 Finals
9cb48de6a17ebe1,2025-01-26 16:37:55-03:00,de_mirage,BLAST Bounty 2025 Season 1 Finals
f101e58241ef725a,2025-01-23 16:32:41-03:00,de_anubis,BLAST Bounty 2025 Season 1 Finals
d8db8a4b337c6ecd,2025-01-23 16:32:46-03:00,de_dust2,BLAST Bounty 2025 Season 1 Finals
bde29716c3d4329a,2025-01-25 14:04:50-03:00,de_anubis,BLAST Bounty 2025 Season 1 Finals
3e8f1122a4f9f6e8,2025-01-25 14:20:52-03:00,de_dust2,BLAST Bounty 2025 Season 1 Finals
40d4c1527dc406f0,2025-01-25 15:22:51-03:00,de_nuke,BLAST Bounty 2025 Season 1 Finals
e1b5625501404064,2025-01-24 17:23:17-03:00,de_dust2,BLAST Bounty 2025 Season 1 Finals
4ccce73468468deb,2025-01-24 18:19:28-03:00,de_nuke,BLAST Bounty 2025 Season 1 Finals
341d802e05c4673,2025-01-24 18:58:33-03:00,de_mirage,BLAST Bounty 2025 Season 1 Finals
79792497772f19cb,2025-01-25 17:21:23-03:00,de_dust2,BLAST Bounty 2025 Season 1 Finals
cf562d2195118fe,2025-01-25 18:51:08-03:00,de_ancient,BLAST Bounty 2025 Season 1 Finals
6ff36ec1a9149902,2025-01-23 14:13:56-03:00,de_anubis,BLAST Bounty 2025 Season 1 Finals
74f1eea03072e6b4,2025-01-23 14:13:54-03:00,de_nuke,BLAST Bounty 2025 Season 1 Finals
299d651349cc6962,2025-01-24 13:18:30-03:00,de_anubis,BLAST Bounty 2025 Season 1 Finals
ad2b34ad0667c962,2025-01-24 14:19:47-03:00,de_mirage,BLAST Bounty 2025 Season 1 Finals
3d26344f17f13837,2024-10-31 08:05:52-03:00,de_vertigo,BLAST Premier World Final 2024
95b841ba110bc66,2024-10-31 08:05:56-03:00,de_nuke,BLAST Premier World Final 2024
d6a5da1b4e77c240,2024-11-02 12:37:59-03:00,de_dust2,BLAST Premier World Final 2024
b52e1d9753015e28,2024-11-02 12:38:01-03:00,de_vertigo,BLAST Premier World Final 2024
4c63395b4c2d2672,2024-11-02 12:51:01-03:00,de_ancient,BLAST Premier World Final 2024
c53128b26fc9081c,2024-11-01 10:59:54-03:00,de_mirage,BLAST Premier World Final 2024
6bff0803deb724c0,2024-11-01 11:00:17-03:00,de_anubis,BLAST Premier World Final 2024
44579bee3d97fc86,2024-10-30 10:20:40-03:00,de_ancient,BLAST Premier World Final 2024
387c0cf5e98d763b,2024-10-30 10:20:14-03:00,de_inferno,BLAST Premier World Final 2024
96c7ccb4b0853c0,2024-10-30 10:30:28-03:00,de_mirage,BLAST Premier World Final 2024
58a332f9511c65a2,2024-10-31 13:08:08-03:00,de_anubis,BLAST Premier World Final 2024
428db1f9ec319bd3,2024-11-03 07:39:07-03:00,de_mirage,BLAST Premier World Final 2024
803d577b3d7ccd7,2024-11-03 07:55:43-03:00,de_anubis,BLAST Premier World Final 2024
7108f666509fa9d2,2024-10-31 14:03:39-03:00,de_mirage,BLAST Premier World Final 2024
94af43cd62a85e74,2024-11-03 09:00:18-03:00,de_dust2,BLAST Premier World Final 2024
afd99b702c5aafc4,2024-11-02 06:58:21-03:00,de_dust2,BLAST Premier World Final 2024
5bb16082b6d7bf2b,2024-11-02 07:49:06-03:00,de_inferno,BLAST Premier World Final 2024
8daa396e113e118c,2024-11-02 09:00:45-03:00,de_mirage,BLAST Premier World Final 2024
6cd242073d19497b,2024-10-31 10:38:29-03:00,de_anubis,BLAST Premier World Final 2024
c37ee9184f0fccf3,2024-10-31 10:37:48-03:00,de_dust2,BLAST Premier World Final 2024
711139ec6e55fd91,2024-10-31 11:19:27-03:00,de_nuke,BLAST Premier World Final 2024
b293a59fe730997a,2024-10-30 07:34:28-03:00,de_inferno,BLAST Premier World Final 2024
b783523242dc5cd9,2024-10-30 07:35:08-03:00,de_nuke,BLAST Premier World Final 2024
feb54802b6a9c832,2024-11-01 07:14:55-03:00,de_dust2,BLAST Premier World Final 2024
fe36626287e46b88,2024-11-01 07:15:17-03:00,de_mirage,BLAST Premier World Final 2024
396cb5177b9dae02,2024-10-30 05:15:40-03:00,de_nuke,BLAST Premier World Final 2024
