checksum,date,map,tournament
6c692080c5f6abee,2024-10-30 05:15:38-03:00,de_mirage,BLAST Premier World Final 2024
abd480a89674e421,2024-10-31 06:11:35-03:00,de_inferno,BLAST Premier World Final 2024
61978a585e80788f,2024-10-31 06:11:42-03:00,de_mirage,BLAST Premier World Final 2024
af4da788cca3cf47,2024-10-31 06:11:38-03:00,de_ancient,BLAST Premier World Final 2024
dbff32cc281390d2,2024-10-30 12:48:52-03:00,de_anubis,BLAST Premier World Final 2024
6fc423a29305d61b,2024-10-30 12:47:46-03:00,de_mirage,BLAST Premier World Final 2024
28c465f3ee6bd47f,2024-12-05 01:59:48-03:00,de_vertigo,Perfect World Shanghai Major 2024
acf6b139f56e98ab,2024-12-05 07:36:26-03:00,de_dust2,Perfect World Shanghai Major 2024
ec6d6c73b46d11c0,2024-12-06 22:36:08-03:00,de_inferno,Perfect World Shanghai Major 2024
f4214f7df48008c1,2024-12-06 23:25:42-03:00,de_mirage,Perfect World Shanghai Major 2024
dbbf762636f7a70d,2024-12-06 03:48:34-03:00,de_vertigo,Perfect World Shanghai Major 2024
8863fb1ebba84df1,2024-12-06 04:56:54-03:00,de_dust2,Perfect World Shanghai Major 2024
4d8ded1a139bbd27,2024-12-06 05:53:04-03:00,de_mirage,Perfect World Shanghai Major 2024
681745a2b9b36b8b,2024-12-08 12:55:24-03:00,de_inferno,Perfect World Shanghai Major 2024
6a0a0abd5ac9d66e,2024-12-08 14:01:24-03:00,de_dust2,Perfect World Shanghai Major 2024
9d7f5d821f100013,2024-12-08 15:08:10-03:00,de_mirage,Perfect World Shanghai Major 2024
83e4fbd18cd20dca,2024-12-05 07:37:04-03:00,de_ancient,Perfect World Shanghai Major 2024
a9a03854402ccebc,2024-12-05 13:55:32-03:00,de_ancient,Perfect World Shanghai Major 2024
f10e0880161eacf8,2024-12-06 11:45:18-03:00,de_inferno,Perfect World Shanghai Major 2024
3fe31655cc583b78,2024-12-07 04:57:24-03:00,de_vertigo,Perfect World Shanghai Major 2024
668f0048bae3a840,2024-12-07 06:03:54-03:00,de_mirage,Perfect World Shanghai Major 2024
cac181c5b74593da,2024-12-07 07:20:10-03:00,de_inferno,Perfect World Shanghai Major 2024
5d82c197f1fb3742,2024-12-06 12:48:06-03:00,de_ancient,Perfect World Shanghai Major 2024
664f6d1460b54fe0,2024-12-05 06:24:28-03:00,de_mirage,Perfect World Shanghai Major 2024
e1cc574fa1fb85cf,2024-12-14 14:16:40-03:00,de_ancient,Perfect World Shanghai Major 2024
1c4087b5b67b4893,2024-12-14 15:38:52-03:00,de_nuke,Perfect World Shanghai Major 2024
a1b3c609bf8137ee,2024-12-13 01:37:48-03:00,de_ancient,Perfect World Shanghai Major 2024
78951c54d5b89f43,2024-12-13 02:38:28-03:00,de_nuke,Perfect World Shanghai Major 2024
741ea759430310d5,2024-12-13 03:59:50-03:00,de_mirage,Perfect World Shanghai Major 2024
be7592a0ed336b74,2024-12-05 11:53:04-03:00,de_inferno,Perfect World Shanghai Major 2024
ac8e5c6252db1914,2024-12-06 00:55:40-03:00,de_dust2,Perfect World Shanghai Major 2024
972dbb55aad22b11,2024-12-06 02:00:04-03:00,de_ancient,Perfect World Shanghai Major 2024
8f9b843b6ca827f0,2024-12-06 02:50:04-03:00,de_anubis,Perfect World Shanghai Major 2024
1eaf60db2b3ea175,2024-12-05 01:44:34-03:00,de_mirage,Perfect World Shanghai Major 2024
a607bf54206a996f,2024-12-08 09:38:18-03:00,de_mirage,Perfect World Shanghai Major 2024
d04c778ce7c7c19d,2024-12-08 10:39:18-03:00,de_nuke,Perfect World Shanghai Major 2024
de81313f67acf632,2024-12-08 11:50:28-03:00,de_ancient,Perfect World Shanghai Major 2024
35caae1cd19b2165,2024-12-05 04:16:24-03:00,de_inferno,Perfect World Shanghai Major 2024
a9726820737c06ab,2024-12-07 01:31:18-03:00,de_mirage,Perfect World Shanghai Major 2024
550b985a66c74143,2024-12-07 02:36:24-03:00,de_nuke,Perfect World Shanghai Major 2024
e2c504ef47a8744b,2024-12-07 03:32:38-03:00,de_anubis,Perfect World Shanghai Major 2024
784c2b49e66c4b7d,2024-12-08 06:45:30-03:00,de_mirage,Perfect World Shanghai Major 2024
d6eb00837fac017d,2024-12-08 07:41:48-03:00,de_nuke,Perfect World Shanghai Major 2024
9ce52500e7bd6ed8,2024-12-06 22:45:36-03:00,de_dust2,Perfect World Shanghai Major 2024
fb582ab0d92b58af,2024-12-07 00:25:14-03:00,de_nuke,Perfect World Shanghai Major 2024
c41bd8610a8ab9b6,2024-12-06 12:53:40-03:00,de_inferno,Perfect World Shanghai Major 2024
ee67dce02c26b312,2024-12-05 13:48:06-03:00,de_nuke,Perfect World Shanghai Major 2024
1ec3d3f6cf6f10be,2024-12-14 10:02:56-03:00,de_nuke,Perfect World Shanghai Major 2024
ab30e6c6bb29f880,2024-12-14 11:05:58-03:00,de_ancient,Perfect World Shanghai Major 2024
d538f36cb94c95e3,2024-12-14 12:04:58-03:00,de_mirage,Perfect World Shanghai Major 2024
d6edbce1ba18ad0a,2024-12-05 05:35:42-03:00,de_mirage,Perfect World Shanghai Major 2024
b2e2a4d89e1c7d63,2024-12-07 01:40:26-03:00,de_nuke,Perfect World Shanghai Major 2024
4f38eb5b1d370d88,2024-12-07 02:40:22-03:00,de_mirage,Perfect World Shanghai Major 2024
c15cf089fc3e505a,2024-12-05 11:47:48-03:00,de_nuke,Perfect World Shanghai Major 2024
993a3866aec86821,2024-12-05 06:35:06-03:00,de_inferno,Perfect World Shanghai Major 2024
614394a2c0c3e48,2024-12-06 11:34:18-03:00,de_mirage,Perfect World Shanghai Major 2024
25f8330ee031d4c5,2024-12-15 13:13:42-03:00,de_nuke,Perfect World Shanghai Major 2024
ae8acf53d96c9a40,2024-12-15 14:14:12-03:00,de_ancient,Perfect World Shanghai Major 2024
7ae9740a4a1599be,2024-12-15 15:22:32-03:00,de_dust2,Perfect World Shanghai Major 2024
95cf3723443424db,2024-12-05 12:51:44-03:00,de_dust2,Perfect World Shanghai Major 2024
823e1b1ec1f8acde,2024-12-07 05:04:28-03:00,de_ancient,Perfect World Shanghai Major 2024
7251ef81f4d63579,2024-12-07 06:09:40-03:00,de_mirage,Perfect World Shanghai Major 2024
cc72eab6abebddfb,2024-12-07 07:16:04-03:00,de_dust2,Perfect World Shanghai Major 2024
d62ae962a7eb3c3b,2024-12-12 05:28:50-03:00,de_anubis,Perfect World Shanghai Major 2024
8855159dbc2f9b32,2024-12-12 06:42:10-03:00,de_dust2,Perfect World Shanghai Major 2024
f807a7ad93891ce5,2024-12-05 05:15:32-03:00,de_ancient,Perfect World Shanghai Major 2024
9b81f93091aaeaf9,2024-12-06 03:54:36-03:00,de_mirage,Perfect World Shanghai Major 2024
6ae6208fb5c39fb0,2024-12-06 05:38:50-03:00,de_anubis,Perfect World Shanghai Major 2024
43c6e2fb9051e355,2024-12-06 06:34:42-03:00,de_ancient,Perfect World Shanghai Major 2024
540b5836270265df,2024-12-12 02:09:52-03:00,de_ancient,Perfect World Shanghai Major 2024
4267d9c850749520,2024-12-12 03:10:40-03:00,de_nuke,Perfect World Shanghai Major 2024
c243fc28328815c,2024-12-13 06:07:50-03:00,de_nuke,Perfect World Shanghai Major 2024
bc1d6ce5a6d3a4b7,2024-12-13 07:10:36-03:00,de_mirage,Perfect World Shanghai Major 2024
ef5428fc5dae1544,2024-12-13 08:06:42-03:00,de_anubis,Perfect World Shanghai Major 2024
78b35a05e1f27c73,2024-12-05 04:17:30-03:00,de_mirage,Perfect World Shanghai Major 2024
2740f54047c83411,2024-12-05 12:51:46-03:00,de_mirage,Perfect World Shanghai Major 2024
b3f709fcb800bb07,2024-12-06 00:57:34-03:00,de_mirage,Perfect World Shanghai Major 2024
294467d4121747c,2024-12-06 01:58:40-03:00,de_anubis,Perfect World Shanghai Major 2024
