frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7919,6557,1,4,2,0,76561198170631091,Krimbo,0,1,8863fb1ebba84df1
28656,23427,3,2,3,0,76561198377335846,snow,0,0,8863fb1ebba84df1
33106,26865,4,5,3,0,76561198015308884,biguzera,0,0,8863fb1ebba84df1
44313,35897,5,2,3,1,76561198385657675,kauez,1,0,8863fb1ebba84df1
49835,40073,6,3,3,0,76561198385657675,kauez,0,1,8863fb1ebba84df1
55334,44472,7,5,3,0,76561198074017668," lux",0,1,8863fb1ebba84df1
68658,55449,8,2,3,0,76561198385657675,kauez,0,1,8863fb1ebba84df1
68815,55586,8,1,2,1,76561198170631091,Krimbo,1,1,8863fb1ebba84df1
74004,59670,9,5,3,0,76561198377335846,snow,0,1,8863fb1ebba84df1
93132,75158,11,3,3,0,76561198385657675,kauez,0,0,8863fb1ebba84df1
98072,78979,12,3,2,0,76561198078771373,JDC,0,1,8863fb1ebba84df1
108888,88197,13,4,2,0,76561198074017668," lux",0,0,8863fb1ebba84df1
115207,93408,14,4,2,0,76561198377335846,snow,0,0,8863fb1ebba84df1
123882,100695,15,3,2,1,76561198015308884,biguzera,0,1,8863fb1ebba84df1
138265,112595,16,2,2,1,76561198015308884,biguzera,1,2,8863fb1ebba84df1
138818,113081,16,1,3,0,76561198172837021,rigoN,0,0,8863fb1ebba84df1
153389,124539,17,4,3,0,76561197961491680,tabseN,0,0,8863fb1ebba84df1
163010,132613,18,4,3,0,76561197980122997,syrsoN,0,0,8863fb1ebba84df1
191965,157609,20,4,3,0,76561197961491680,tabseN,0,0,8863fb1ebba84df1
199958,164148,21,5,2,0,76561198377335846,snow,0,0,8863fb1ebba84df1
213513,175294,22,2,2,1,76561198385657675,kauez,0,0,8863fb1ebba84df1
223585,183567,23,3,2,0,76561198350342505,nqz,0,2,8863fb1ebba84df1
224865,184671,23,1,3,1,76561198170631091,Krimbo,1,1,8863fb1ebba84df1
232970,191083,24,5,2,0,76561198377335846,snow,0,1,8863fb1ebba84df1
