number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1018,1246,2712,3516,8710,10416,9158,10950,FaZe Clan,HEROIC,0,1,3,2,4000,4000,4800,4400,3400,3400,pistol,pistol,116057,1,HEROIC,2,0,83e4fbd18cd20dca
2,9158,10950,10438,12938,17222,20836,17670,21410,FaZe Clan,HEROIC,0,2,3,2,11600,19300,2550,19050,1950,18050,eco,semi,125119,9,HEROIC,2,0,83e4fbd18cd20dca
3,17670,21410,18950,23285,22309,27365,22757,27902,FaZe Clan,HEROIC,0,3,3,2,21950,19900,22900,21800,21400,8700,full,full,75367,9,HEROIC,2,0,83e4fbd18cd20dca
4,22757,27902,24037,29947,29220,36106,29668,36636,FaZe Clan,HEROIC,1,3,3,2,15950,29250,8200,25700,7900,15900,semi,full,103831,8,FaZe Clan,3,0,83e4fbd18cd20dca
5,29668,36636,30948,38492,38999,47942,39447,48503,FaZe Clan,HEROIC,1,4,3,2,26100,20950,29750,21700,17650,20300,full,full,143091,1,HEROIC,2,0,83e4fbd18cd20dca
6,41746,51550,43026,53216,47382,58513,47830,59059,FaZe Clan,HEROIC,2,4,3,2,21050,19650,25250,26950,19950,12100,full,full,88125,7,FaZe Clan,3,0,83e4fbd18cd20dca
7,47830,59059,49110,60950,54496,67457,54944,67996,FaZe Clan,HEROIC,2,5,3,2,20300,18550,28850,19150,17750,18350,full,force-buy,106286,1,HEROIC,2,0,83e4fbd18cd20dca
8,54944,67996,56224,69872,62387,77187,62835,77735,FaZe Clan,HEROIC,2,6,3,2,12650,19500,7100,24300,1700,15500,semi,full,116323,9,HEROIC,2,0,83e4fbd18cd20dca
9,62835,77735,64115,79615,68007,84447,68455,84997,FaZe Clan,HEROIC,3,6,3,2,23550,22950,24100,27350,23100,13000,full,full,84948,8,FaZe Clan,3,0,83e4fbd18cd20dca
10,70989,88480,72269,90212,80296,99576,80744,100107,FaZe Clan,HEROIC,4,6,3,2,18200,16950,30950,17200,8550,16000,full,force-buy,140433,7,FaZe Clan,3,0,83e4fbd18cd20dca
11,80744,100107,82024,101907,86323,107061,86771,107621,FaZe Clan,HEROIC,5,6,3,2,28050,14650,30750,6950,19600,3050,full,semi,88011,8,FaZe Clan,3,0,83e4fbd18cd20dca
12,86771,107621,88051,109418,90815,112840,94303,116759,FaZe Clan,HEROIC,5,7,3,2,26200,23900,30950,24500,11100,23100,full,full,66052,9,HEROIC,2,0,83e4fbd18cd20dca
13,94303,116759,95999,118921,101895,125626,102343,126142,FaZe Clan,HEROIC,5,8,2,3,4000,4000,4650,4250,3450,3250,pistol,pistol,112222,8,HEROIC,3,0,83e4fbd18cd20dca
14,102343,126142,103623,128086,109269,134681,109717,135228,FaZe Clan,HEROIC,5,9,2,3,10950,18500,2000,19850,1400,17350,eco,semi,108071,7,HEROIC,3,0,83e4fbd18cd20dca
15,109717,135228,113854,141001,121603,150157,122051,150689,FaZe Clan,HEROIC,5,10,2,3,25450,21350,24900,26900,24200,15150,full,full,188944,7,HEROIC,3,0,83e4fbd18cd20dca
16,124252,153489,125532,155176,131545,162380,131993,162907,FaZe Clan,HEROIC,6,10,2,3,19950,25500,13150,28200,12750,16650,semi,full,112526,1,FaZe Clan,2,0,83e4fbd18cd20dca
17,131993,162907,133273,164808,139794,172627,140242,173163,FaZe Clan,HEROIC,6,11,2,3,26200,16750,26000,23350,17000,16200,full,full,123018,8,HEROIC,3,0,83e4fbd18cd20dca
18,142576,176339,143856,178132,149111,184351,149559,184874,FaZe Clan,HEROIC,7,11,2,3,21800,18700,20100,28350,18900,14500,full,full,101401,1,FaZe Clan,2,0,83e4fbd18cd20dca
19,152421,188688,153701,190490,162459,200861,162907,201389,FaZe Clan,HEROIC,8,11,2,3,22800,11800,25700,18250,12800,10300,full,force-buy,154063,1,FaZe Clan,2,0,83e4fbd18cd20dca
20,162907,201389,164187,203130,168722,208456,169170,208998,FaZe Clan,HEROIC,8,12,2,3,28700,11600,25500,9050,9800,300,full,semi,89441,8,HEROIC,3,0,83e4fbd18cd20dca
21,169170,208998,170450,210815,175501,216802,175501,216802,FaZe Clan,HEROIC,8,13,2,3,13100,29850,24200,29150,23500,16950,full,full,98768,8,HEROIC,3,0,83e4fbd18cd20dca
