checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
f10e0880161eacf8,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\Perfect World Shanghai Major 2024\furia-vs-liquid-inferno.dem,furia-vs-liquid-inferno,2024-12-06T11:45:18-03:00,esl,GOTV,,de_inferno,[MAJOR] FURIA vs Team Liquid BO1-1,SourceTV Demo,183740,64.000000,78.441115,2870.000000,14055,10231,0,0,casual,0,142,65,143,4279,Team Liquid,3,0,24,0
