name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
Techno4K,76561198966340160,44,The MongolZ,14,2,12,9,64,1.166667,57.894737,74.526314,0.736842,0.631579,0.473684,5,-1,0,0,0,2,1,0,1416,155,9,4,5,3,5,5,3,1,0,0,0,1,4,3,5,5,2,4,3,1,0,0,5,3,1,0,0,1.033361,1.100121,CSGO-s5Qbj-nvF89-cJjDd-mRdSG-5Yt4N,4,0,43c6e2fb9051e355
NertZ,76561198053126645,47,HEROIC,20,3,13,14,70,1.538462,78.947372,113.052635,1.052632,0.684211,0.421053,3,-1,0,0,0,1,0,0,2148,343,8,7,8,6,8,8,3,1,0,0,0,4,7,6,8,8,5,1,3,2,0,0,5,2,1,2,0,1.560474,1.656743,CSGO-drKAY-yEkDy-Gmi5u-xTFQ4-p4FyB,4,0,43c6e2fb9051e355
" degster",76561198799340122,27,HEROIC,13,1,12,2,15,1.083333,63.157890,49.894737,0.684211,0.631579,0.368421,1,-1,0,0,0,0,0,0,948,97,7,7,8,6,8,8,3,1,0,0,0,4,7,6,8,8,1,2,5,2,0,0,2,4,1,0,0,0.942227,1.086677,CSGO-2Y32S-oaQKZ-xkyHs-Vz5CY-wwXsO,0,0,43c6e2fb9051e355
kyxsan,76561198057282432,26,HEROIC,9,8,14,4,44,0.642857,68.421051,73.631577,0.473684,0.736842,3.842105,1,-1,0,0,0,1,0,0,1399,373,73,8,9,7,9,9,3,1,0,0,0,5,8,7,9,9,1,1,1,2,0,0,5,2,0,0,0,0.855249,0.672045,CSGO-VcLCF-iKDSt-56GKR-7Vpe2-VtjjD,1,0,43c6e2fb9051e355
sjuush,76561198160709585,25,HEROIC,10,5,12,3,30,0.833333,84.210526,57.684212,0.526316,0.631579,1.368421,1,-1,0,0,0,0,0,0,1096,158,26,5,6,4,6,6,3,1,0,0,0,2,5,4,6,6,2,2,1,6,0,2,7,0,1,0,0,1.005337,0.832638,CSGO-vSPK4-t6wpb-H9B2v-j5EyZ-sntiB,2,0,43c6e2fb9051e355
TeSeS,76561197996678278,25,HEROIC,9,4,13,6,66,0.692308,63.157890,62.894737,0.473684,0.684211,8.000000,0,-1,0,0,0,2,1,0,1195,217,152,5,6,4,6,6,3,1,0,0,0,2,5,4,6,6,1,3,2,2,0,0,7,1,0,0,0,0.789544,0.684560,CSGO-cc4LF-Gv2Gt-fxyuQ-wdjtx-qGWzE,3,0,43c6e2fb9051e355
910,76561199203563345,41,The MongolZ,12,4,13,4,33,0.923077,68.421051,60.263157,0.631579,0.684211,0.157895,3,-1,0,0,0,3,1,0,1145,182,3,6,7,5,7,7,4,2,1,1,1,2,5,4,6,6,3,1,2,3,0,0,4,4,0,0,0,0.956018,0.908069,CSGO-M2rA2-pdMmu-ZW93R-XO5cv-hif4D,1,0,43c6e2fb9051e355
Senzu,76561198920720017,53,The MongolZ,18,7,11,14,77,1.636364,73.684212,106.684212,0.947368,0.578947,5.157895,1,-1,0,0,0,0,0,0,2027,339,98,7,8,6,8,8,5,3,2,2,2,2,5,4,6,6,2,0,2,3,0,0,8,5,0,0,0,1.487760,1.288530,CSGO-HqqLw-i4wam-HSjHx-y6dBc-9mUCP,3,0,43c6e2fb9051e355
Mzinho,76561198838822582,29,The MongolZ,8,4,13,6,75,0.615385,73.684212,56.263157,0.421053,0.684211,1.631579,2,-1,0,0,0,2,1,0,1069,199,31,6,7,5,7,7,3,1,0,0,0,3,6,5,7,7,0,4,1,5,0,2,8,0,0,0,0,0.799674,0.610057,CSGO-pTnp4-jooAC-X4DMi-xjuiY-k8aYO,0,0,43c6e2fb9051e355
bLitz,76561198959824088,38,The MongolZ,12,6,12,7,58,1.000000,73.684212,70.473686,0.631579,0.631579,6.421052,2,-1,0,0,0,2,0,0,1339,260,122,7,8,6,8,8,4,2,1,1,1,3,6,5,7,7,2,1,3,2,0,0,8,2,0,0,0,1.065647,0.890055,CSGO-drKAY-yEkDy-Gmi5u-xTFQ4-p4FyB,2,0,43c6e2fb9051e355
