frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7801,6330,1,5,3,0,76561198855375325,Jimpphat,0,0,9ce52500e7bd6ed8
11748,9247,2,4,3,0,76561198355739212,torzsi,0,0,9ce52500e7bd6ed8
20756,16438,3,2,3,0,76561198193174134,xertioN,0,1,9ce52500e7bd6ed8
20940,16600,3,1,2,1,76561198031890115,Lucky,1,1,9ce52500e7bd6ed8
29679,23237,4,5,3,0,76561198355739212,torzsi,0,0,9ce52500e7bd6ed8
37590,29370,5,3,2,0,76561198031890115,Lucky,0,0,9ce52500e7bd6ed8
57475,45675,7,5,3,0,76561198193174134,xertioN,0,1,9ce52500e7bd6ed8
72975,57862,8,4,2,0,76561198047876970," Djoko",0,0,9ce52500e7bd6ed8
81571,64704,9,5,2,0,76561198031890115,Lucky,0,0,9ce52500e7bd6ed8
92258,73265,10,5,2,0,76561198045739761,Maka,0,1,9ce52500e7bd6ed8
102388,81033,11,3,2,0,76561198179538505,Graviti,0,0,9ce52500e7bd6ed8
109066,86163,12,5,2,0,76561198168198200,Ex3rcice,0,0,9ce52500e7bd6ed8
117996,93552,13,4,2,0,76561198138828475,Brollan,0,1,9ce52500e7bd6ed8
125532,99719,14,4,2,0,76561198355739212,torzsi,0,0,9ce52500e7bd6ed8
132134,104896,15,4,2,0,76561198138828475,Brollan,0,0,9ce52500e7bd6ed8
140904,111895,16,3,2,0,76561198355739212,torzsi,0,0,9ce52500e7bd6ed8
162362,128951,18,2,2,0,76561198355739212,torzsi,0,0,9ce52500e7bd6ed8
185886,147549,20,3,2,1,76561198150673360,siuhy,1,3,9ce52500e7bd6ed8
185904,147567,20,1,3,0,76561198031890115,Lucky,0,0,9ce52500e7bd6ed8
194272,153710,21,4,3,0,76561198168198200,Ex3rcice,0,0,9ce52500e7bd6ed8
203037,161114,22,2,2,0,76561198855375325,Jimpphat,0,0,9ce52500e7bd6ed8
208527,165197,23,4,3,0,76561198047876970," Djoko",0,0,9ce52500e7bd6ed8
218952,173134,24,4,3,0,76561198047876970," Djoko",0,1,9ce52500e7bd6ed8
