number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1017,1336,2712,3524,4927,6101,5375,6675,Natus Vincere,Team Liquid,1,0,3,2,4000,4000,4400,4200,3400,3400,pistol,pistol,60821,8,Natus Vincere,3,0,c15cf089fc3e505a
2,5375,6675,6655,8467,8536,10814,8984,11392,Natus Vincere,Team Liquid,2,0,3,2,18350,10400,21550,9600,17750,9600,semi,force-buy,52830,8,Natus Vincere,3,0,c15cf089fc3e505a
3,8984,11392,10264,13181,13307,16758,13755,17305,Natus Vincere,Team Liquid,3,0,3,2,18950,12800,24050,2100,5000,1700,full,eco,68492,8,Natus Vincere,3,0,c15cf089fc3e505a
4,13755,17305,15035,19149,22266,27755,22714,28276,Natus Vincere,Team Liquid,3,1,3,2,32600,25600,24050,25100,2800,24100,full,full,133385,1,Team Liquid,2,0,c15cf089fc3e505a
5,22714,28276,23994,30163,28418,35403,28866,35940,Natus Vincere,Team Liquid,3,2,3,2,38600,20500,30150,21100,29150,20100,full,full,90970,1,Team Liquid,2,0,c15cf089fc3e505a
6,28866,35940,30146,37779,36258,45118,36706,45666,Natus Vincere,Team Liquid,4,2,3,2,19550,19400,25950,25500,18200,11500,full,full,117149,8,Natus Vincere,3,0,c15cf089fc3e505a
7,36706,45666,37986,47616,45346,56212,45794,56746,Natus Vincere,Team Liquid,5,2,3,2,19300,18000,29350,8600,13800,8200,full,semi,134610,12,Natus Vincere,3,0,c15cf089fc3e505a
8,48239,59834,49519,61646,54602,67789,55050,68327,Natus Vincere,Team Liquid,5,3,3,2,22450,17600,28600,26550,14200,17000,full,full,101538,9,Team Liquid,2,0,c15cf089fc3e505a
9,55050,68327,56330,70061,61029,75698,61477,76251,Natus Vincere,Team Liquid,5,4,3,2,15550,18650,15850,28350,15250,9000,force-buy,full,94084,9,Team Liquid,2,0,c15cf089fc3e505a
10,61477,76251,62757,77942,67780,83946,68228,84486,Natus Vincere,Team Liquid,5,5,3,2,10400,27700,1100,26500,300,10050,eco,full,98220,9,Team Liquid,2,0,c15cf089fc3e505a
11,70532,87615,71812,89304,78859,97673,79307,98228,Natus Vincere,Team Liquid,5,6,3,2,22400,35700,23100,28250,22100,8600,full,full,128381,9,Team Liquid,2,0,c15cf089fc3e505a
12,79307,98228,80587,100153,85414,105777,88902,109728,Natus Vincere,Team Liquid,5,7,3,2,15400,45150,16000,28450,15000,14400,force-buy,full,96356,9,Team Liquid,2,0,c15cf089fc3e505a
13,88902,109728,90598,112087,96052,118327,96500,118872,Natus Vincere,Team Liquid,6,7,2,3,4000,4000,4850,4450,3450,3350,pistol,pistol,109758,1,Natus Vincere,2,0,c15cf089fc3e505a
14,96500,118872,97780,120620,105040,129170,105488,129717,Natus Vincere,Team Liquid,7,7,2,3,19550,11650,18750,12550,17750,10700,semi,force-buy,131445,1,Natus Vincere,2,0,c15cf089fc3e505a
15,105488,129717,106768,131512,110411,135751,110859,136290,Natus Vincere,Team Liquid,8,7,2,3,20200,12950,20050,9550,5300,700,full,semi,77018,9,Natus Vincere,2,0,c15cf089fc3e505a
16,110859,136290,112139,138128,118476,145683,118924,146207,Natus Vincere,Team Liquid,8,8,2,3,32650,27950,22700,28100,11100,27100,full,full,119893,7,Team Liquid,3,0,c15cf089fc3e505a
17,121366,149413,122646,151177,130006,159907,130454,160441,Natus Vincere,Team Liquid,8,9,2,3,32750,20150,27350,28200,25950,16450,full,full,133946,12,Team Liquid,3,0,c15cf089fc3e505a
18,130454,160441,131734,162274,138044,169705,138492,170227,Natus Vincere,Team Liquid,8,10,2,3,14400,21150,10550,30050,4000,6550,semi,full,118246,8,Team Liquid,3,0,c15cf089fc3e505a
19,141021,173607,142301,175316,149849,184190,150297,184726,Natus Vincere,Team Liquid,9,10,2,3,22900,32350,21750,29800,20750,22550,full,full,135082,1,Natus Vincere,2,0,c15cf089fc3e505a
20,150297,184726,151577,186454,156974,192177,157422,192692,Natus Vincere,Team Liquid,10,10,2,3,20850,17400,22500,25850,14300,13900,full,full,95105,1,Natus Vincere,2,0,c15cf089fc3e505a
21,157422,192692,158702,194390,165368,202277,165816,202873,Natus Vincere,Team Liquid,11,10,2,3,25550,14500,24300,4900,16000,1500,full,eco,122344,1,Natus Vincere,2,0,c15cf089fc3e505a
22,165816,202873,167096,204572,175153,214167,175601,214702,Natus Vincere,Team Liquid,12,10,2,3,26750,25300,25300,26300,6900,19300,full,full,144158,1,Natus Vincere,2,0,c15cf089fc3e505a
23,178050,217825,179330,219682,182049,222983,182049,222983,Natus Vincere,Team Liquid,13,10,2,3,32600,18600,25300,28850,24300,20800,full,full,65837,9,Natus Vincere,2,0,c15cf089fc3e505a
