frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
8406,6860,1,2,2,1,76561198010496342,exit,0,0,a9726820737c06ab
16841,13388,2,3,2,0,76561198010496342,exit,0,0,a9726820737c06ab
22653,17647,3,5,2,0,76561197985565685," saffee",0,0,a9726820737c06ab
32876,25995,4,4,2,0,76561197985565685," saffee",0,0,a9726820737c06ab
44098,34989,5,2,3,0,76561198001151695," NAF-FLY",0,0,a9726820737c06ab
53403,42438,6,4,2,0,76561198388056582,drop,1,0,a9726820737c06ab
64077,51160,7,4,2,0,76561197985565685," saffee",0,0,a9726820737c06ab
87428,69867,9,4,2,0,76561198010496342,exit,0,0,a9726820737c06ab
94809,75463,10,4,2,0,76561198157388473,Lucaozy,0,0,a9726820737c06ab
120149,95554,12,2,2,0,76561198010496342,exit,1,1,a9726820737c06ab
120831,96148,12,1,3,1,76561198001151695," NAF-FLY",1,0,a9726820737c06ab
130798,104492,13,4,3,0,76561198010496342,exit,0,0,a9726820737c06ab
139992,111999,14,5,3,0,76561198010496342,exit,0,0,a9726820737c06ab
145492,116086,15,4,3,0,76561198010496342,exit,0,2,a9726820737c06ab
