checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
823e1b1ec1f8acde,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\Perfect World Shanghai Major 2024\spirit-vs-heroic-m1-ancient.dem,spirit-vs-heroic-m1-ancient,2024-12-07T05:04:28-03:00,esl,GOTV,,de_ancient,[MAJOR] HEROIC vs Team Spirit BO3-1,SourceTV Demo,248779,64.000000,80.113712,3887.000000,14055,10231,0,0,casual,0,211,76,216,5115,Team Spirit,2,1,24,0
