frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
5881,4737,1,5,2,0,76561198283989223,ultimate,0,1,c15cf089fc3e505a
10517,8283,2,5,2,0,76561198134401925,YEKINDAR,0,0,c15cf089fc3e505a
16490,13073,3,5,2,0,76561198134401925,YEKINDAR,0,0,c15cf089fc3e505a
26441,21088,4,2,3,0,76561199063068840,w0nderful,0,2,c15cf089fc3e505a
26514,21149,4,1,2,1,76561198134401925,YEKINDAR,0,0,c15cf089fc3e505a
33256,26573,5,3,3,0,76561199063068840,w0nderful,1,0,c15cf089fc3e505a
45090,36235,6,3,2,0,76561198001151695," NAF-FLY",0,0,c15cf089fc3e505a
67501,54353,8,4,3,0,76561198176878303,jL,0,0,c15cf089fc3e505a
71722,57613,9,4,3,0,76561199063068840,w0nderful,0,1,c15cf089fc3e505a
83898,67742,10,4,3,0,76561198246607476,b1t,0,0,c15cf089fc3e505a
97187,78423,11,3,3,0,76561198013243326,Aleksib,0,0,c15cf089fc3e505a
102954,82886,12,5,3,0,76561198050250233,iM,0,1,c15cf089fc3e505a
116171,94134,13,3,2,1,76561198013243326,Aleksib,0,2,c15cf089fc3e505a
117717,95515,13,1,3,0,76561198283989223,ultimate,1,1,c15cf089fc3e505a
133212,108137,15,3,3,0,76561198134401925,YEKINDAR,0,0,c15cf089fc3e505a
143380,116441,16,2,2,0,76561199063068840,w0nderful,0,0,c15cf089fc3e505a
159161,129343,17,5,2,0,76561199063068840,w0nderful,1,0,c15cf089fc3e505a
168838,137286,18,2,2,0,76561198176878303,jL,0,1,c15cf089fc3e505a
169018,137449,18,1,3,1,76561198016255205,Twistzz,1,1,c15cf089fc3e505a
190188,154973,20,2,3,0,76561198001151695," NAF-FLY",1,0,c15cf089fc3e505a
213523,174601,22,3,3,0,76561198283989223,ultimate,1,3,c15cf089fc3e505a
213955,174970,22,1,2,1,76561198176878303,jL,0,0,c15cf089fc3e505a
222760,181845,23,2,3,0,76561198001151695," NAF-FLY",0,1,c15cf089fc3e505a
222945,182016,23,1,2,1,76561198050250233,iM,1,1,c15cf089fc3e505a
