frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
9006,7432,1,5,2,0,76561198838822582,Mzinho,0,0,9b81f93091aaeaf9
14409,11592,2,3,3,0,76561197996678278,TeSeS,1,0,9b81f93091aaeaf9
28970,23619,3,4,3,0,76561198799340122," degster",0,0,9b81f93091aaeaf9
35757,28947,4,5,3,0,76561198053126645,NertZ,0,0,9b81f93091aaeaf9
47269,38091,5,2,3,0,76561198053126645,NertZ,0,2,9b81f93091aaeaf9
47355,38174,5,1,2,1,76561198959824088,bLitz,0,0,9b81f93091aaeaf9
60979,49050,6,3,2,0,76561199203563345,910,0,1,9b81f93091aaeaf9
72933,58722,7,2,2,0,76561198959824088,bLitz,0,0,9b81f93091aaeaf9
82395,65949,8,5,2,0,76561198920720017,Senzu,0,0,9b81f93091aaeaf9
86682,69197,9,5,2,0,76561198966340160,Techno4K,0,0,9b81f93091aaeaf9
93055,74090,10,4,2,0,76561198838822582,Mzinho,0,0,9b81f93091aaeaf9
99135,78573,11,5,2,0,76561198959824088,bLitz,0,0,9b81f93091aaeaf9
107137,84612,12,4,2,0,76561198959824088,bLitz,0,0,9b81f93091aaeaf9
116493,92334,13,4,3,0,76561198920720017,Senzu,0,0,9b81f93091aaeaf9
123442,97825,14,4,3,0,76561198920720017,Senzu,0,0,9b81f93091aaeaf9
134247,106694,15,3,3,0,76561198920720017,Senzu,0,1,9b81f93091aaeaf9
156598,124936,17,4,2,0,76561198799340122," degster",0,1,9b81f93091aaeaf9
165175,131901,18,4,2,0,76561198799340122," degster",0,0,9b81f93091aaeaf9
177079,141469,19,3,3,1,76561198966340160,Techno4K,1,0,9b81f93091aaeaf9
188240,150154,20,4,3,0,76561198920720017,Senzu,0,2,9b81f93091aaeaf9
203965,162796,21,4,3,0,76561198920720017,Senzu,0,0,9b81f93091aaeaf9
