frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7625,6389,1,4,3,0,76561198074762801,m0NESY,1,0,ec6d6c73b46d11c0
14476,11946,2,2,2,0,76561198068422762,frozen,0,0,ec6d6c73b46d11c0
21162,17285,3,3,2,0,76561198068422762,frozen,0,2,ec6d6c73b46d11c0
21431,17526,3,1,3,1,76561198041683378,NiKo,1,1,ec6d6c73b46d11c0
32417,26532,4,5,2,0,76561198201620490,broky,0,0,ec6d6c73b46d11c0
44321,36214,5,2,2,0,76561197991272318,ropz,0,0,ec6d6c73b46d11c0
69192,56204,7,3,2,0,76561198201620490,broky,0,0,ec6d6c73b46d11c0
78953,64035,8,4,3,0,76561198074762801,m0NESY,0,1,ec6d6c73b46d11c0
86628,70148,9,5,3,0,76561198074762801,m0NESY,0,0,ec6d6c73b46d11c0
93628,75558,10,4,2,0,76561198201620490,broky,0,1,ec6d6c73b46d11c0
100563,81113,11,2,2,0,76561198068422762,frozen,0,0,ec6d6c73b46d11c0
108437,87381,12,5,2,0,76561197991272318,ropz,0,0,ec6d6c73b46d11c0
118545,95932,13,2,3,0,76561197991272318,ropz,0,0,ec6d6c73b46d11c0
132827,107972,14,5,3,0,76561198068422762,frozen,0,0,ec6d6c73b46d11c0
140207,113652,15,3,3,0,76561197991272318,ropz,1,0,ec6d6c73b46d11c0
158012,128202,16,2,3,0,76561197997351207,rain,0,1,ec6d6c73b46d11c0
158148,128323,16,1,2,1,76561198074762801,m0NESY,1,1,ec6d6c73b46d11c0
170498,138225,17,3,3,0,76561198201620490,broky,0,1,ec6d6c73b46d11c0
