frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
5556,4553,1,4,2,0,76561198168198200,Ex3rcice,0,0,acf6b139f56e98ab
16112,13339,2,2,2,0,76561198045739761,Maka,0,0,acf6b139f56e98ab
22145,18160,3,4,2,0,76561198045739761,Maka,0,1,acf6b139f56e98ab
33122,27038,4,4,2,0,76561198179538505,Graviti,0,0,acf6b139f56e98ab
42069,34356,5,3,3,0,76561198377335846,snow,1,0,acf6b139f56e98ab
60240,49502,6,3,2,1,76561198031890115,Lucky,1,3,acf6b139f56e98ab
60626,49849,6,1,3,0,76561198385657675,kauez,0,0,acf6b139f56e98ab
67099,55255,7,4,3,0,76561198385657675,kauez,1,0,acf6b139f56e98ab
79326,65352,8,2,3,1,76561198377335846,snow,1,2,acf6b139f56e98ab
79419,65434,8,1,2,0,76561198168198200,Ex3rcice,0,0,acf6b139f56e98ab
102118,84410,10,4,3,0,76561198377335846,snow,0,0,acf6b139f56e98ab
108196,89307,11,3,2,0,76561198168198200,Ex3rcice,0,0,acf6b139f56e98ab
115637,95220,12,3,2,0,76561198045739761,Maka,0,2,acf6b139f56e98ab
118046,97350,12,1,3,1,76561198350342505,nqz,1,1,acf6b139f56e98ab
130507,108111,13,4,2,0,76561198015308884,biguzera,0,0,acf6b139f56e98ab
139303,115347,14,2,2,0,76561198074017668," lux",0,0,acf6b139f56e98ab
149943,124039,15,2,2,0,76561198074017668," lux",0,1,acf6b139f56e98ab
149968,124063,15,1,3,1,76561198168198200,Ex3rcice,1,1,acf6b139f56e98ab
163590,135096,16,4,2,0,76561198015308884,biguzera,0,0,acf6b139f56e98ab
201460,166030,19,4,2,0,76561198350342505,nqz,0,0,acf6b139f56e98ab
213062,175388,20,3,2,0,76561198377335846,snow,0,0,acf6b139f56e98ab
227304,187036,21,2,3,1,76561198168198200,Ex3rcice,1,2,acf6b139f56e98ab
229204,188693,21,1,2,0,76561198385657675,kauez,0,0,acf6b139f56e98ab
235500,193708,22,4,3,0,76561198031890115,Lucky,0,0,acf6b139f56e98ab
242604,199494,23,2,3,0,76561198168198200,Ex3rcice,0,0,acf6b139f56e98ab
254856,209487,24,2,3,1,76561198031890115,Lucky,1,2,acf6b139f56e98ab
255612,210164,24,1,2,0,76561198074017668," lux",0,0,acf6b139f56e98ab
