,root,url,url_event,tournament,nspc_tournament,match_id,match_format,match_date,team_1,team_1_result,team_2,team_2_result,winner,event_id,map,map_n,url_request,direct_url_demo,file_name,output_data_path,checksum,demo_path,demo_filename
30,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380067/g2-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95187,Bo3,2025-03-10 14:30:00,G2,0,Natus Vincere,2,Natus Vincere,8292,ancient,m2,https://www.hltv.org/download/demo/95187,https://r2-demos.hltv.org/demos/112983/esl-pro-league-season-21-g2-vs-natus-vincere-bo3-ynBZu_r4fNTcnFeLJePeyt.rar,E8292_M95187_esl-pro-league-season-21-g2-vs-natus-vincere-bo3-ynBZu_r4fNTcnFeLJePeyt.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
31,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380065/mouz-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95176,Bo3,2025-03-10 12:00:00,MOUZ,2,Liquid,0,MOUZ,8292,ancient,m1,https://www.hltv.org/download/demo/95176,https://r2-demos.hltv.org/demos/112965/esl-pro-league-season-21-mouz-vs-liquid-bo3-9v1WXdmzbeO2q7iD5Nu_mP.rar,E8292_M95176_esl-pro-league-season-21-mouz-vs-liquid-bo3-9v1WXdmzbeO2q7iD5Nu_mP.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
32,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380065/mouz-vs-liquid-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95176,Bo3,2025-03-10 12:00:00,MOUZ,2,Liquid,0,MOUZ,8292,nuke,m2,https://www.hltv.org/download/demo/95176,https://r2-demos.hltv.org/demos/112965/esl-pro-league-season-21-mouz-vs-liquid-bo3-9v1WXdmzbeO2q7iD5Nu_mP.rar,E8292_M95176_esl-pro-league-season-21-mouz-vs-liquid-bo3-9v1WXdmzbeO2q7iD5Nu_mP.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
33,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,train,m1,https://www.hltv.org/download/demo/95174,https://r2-demos.hltv.org/demos/112963/esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,E8292_M95174_esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
34,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,inferno,m2,https://www.hltv.org/download/demo/95174,https://r2-demos.hltv.org/demos/112963/esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,E8292_M95174_esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
35,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380064/saw-vs-gamerlegion-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95174,Bo3,2025-03-10 09:30:00,SAW,1,GamerLegion,2,GamerLegion,8292,ancient,m3,https://www.hltv.org/download/demo/95174,https://r2-demos.hltv.org/demos/112963/esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,E8292_M95174_esl-pro-league-season-21-saw-vs-gamerlegion-bo3-i3GKnlERTADUjBFGAUMY9r.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
36,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,anubis,m1,https://www.hltv.org/download/demo/95145,https://r2-demos.hltv.org/demos/112933/esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,E8292_M95145_esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
37,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,mirage,m2,https://www.hltv.org/download/demo/95145,https://r2-demos.hltv.org/demos/112933/esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,E8292_M95145_esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
38,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380061/furia-vs-mibr-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95145,Bo3,2025-03-09 14:00:00,FURIA,2,MIBR,1,FURIA,8292,inferno,m3,https://www.hltv.org/download/demo/95145,https://r2-demos.hltv.org/demos/112933/esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,E8292_M95145_esl-pro-league-season-21-furia-vs-mibr-bo3-1x0PnkwTNyxoKAJfPwIvNd.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
39,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380063/the-mongolz-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95169,Bo3,2025-03-10 09:30:00,The MongolZ,2,3DMAX,0,The MongolZ,8292,dust2,m1,https://www.hltv.org/download/demo/95169,https://r2-demos.hltv.org/demos/112959/esl-pro-league-season-21-the-mongolz-vs-3dmax-bo3-WYBJIFvDVvw0b9K6U7EeKz.rar,E8292_M95169_esl-pro-league-season-21-the-mongolz-vs-3dmax-bo3-WYBJIFvDVvw0b9K6U7EeKz.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
40,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380063/the-mongolz-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95169,Bo3,2025-03-10 09:30:00,The MongolZ,2,3DMAX,0,The MongolZ,8292,ancient,m2,https://www.hltv.org/download/demo/95169,https://r2-demos.hltv.org/demos/112959/esl-pro-league-season-21-the-mongolz-vs-3dmax-bo3-WYBJIFvDVvw0b9K6U7EeKz.rar,E8292_M95169_esl-pro-league-season-21-the-mongolz-vs-3dmax-bo3-WYBJIFvDVvw0b9K6U7EeKz.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
41,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380062/liquid-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95139,Bo3,2025-03-09 14:05:00,Liquid,2,Eternal Fire,0,Liquid,8292,inferno,m1,https://www.hltv.org/download/demo/95139,https://r2-demos.hltv.org/demos/112925/esl-pro-league-season-21-liquid-vs-eternal-fire-bo3-CNOyWRu1TC6SAE5CfCGIW3.rar,E8292_M95139_esl-pro-league-season-21-liquid-vs-eternal-fire-bo3-CNOyWRu1TC6SAE5CfCGIW3.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
42,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380062/liquid-vs-eternal-fire-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95139,Bo3,2025-03-09 14:05:00,Liquid,2,Eternal Fire,0,Liquid,8292,train,m2,https://www.hltv.org/download/demo/95139,https://r2-demos.hltv.org/demos/112925/esl-pro-league-season-21-liquid-vs-eternal-fire-bo3-CNOyWRu1TC6SAE5CfCGIW3.rar,E8292_M95139_esl-pro-league-season-21-liquid-vs-eternal-fire-bo3-CNOyWRu1TC6SAE5CfCGIW3.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
43,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380059/vitality-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95128,Bo3,2025-03-09 12:15:00,Vitality,2,MOUZ,0,Vitality,8292,inferno,m1,https://www.hltv.org/download/demo/95128,https://r2-demos.hltv.org/demos/112914/esl-pro-league-season-21-vitality-vs-mouz-bo3-Ko5VJMvyF1OsCx2TbVU9pb.rar,E8292_M95128_esl-pro-league-season-21-vitality-vs-mouz-bo3-Ko5VJMvyF1OsCx2TbVU9pb.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
44,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380059/vitality-vs-mouz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95128,Bo3,2025-03-09 12:15:00,Vitality,2,MOUZ,0,Vitality,8292,dust2,m2,https://www.hltv.org/download/demo/95128,https://r2-demos.hltv.org/demos/112914/esl-pro-league-season-21-vitality-vs-mouz-bo3-Ko5VJMvyF1OsCx2TbVU9pb.rar,E8292_M95128_esl-pro-league-season-21-vitality-vs-mouz-bo3-Ko5VJMvyF1OsCx2TbVU9pb.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
45,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380060/pain-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95126,Bo3,2025-03-09 11:30:00,paiN,0,Natus Vincere,2,Natus Vincere,8292,train,m1,https://www.hltv.org/download/demo/95126,https://r2-demos.hltv.org/demos/112912/esl-pro-league-season-21-pain-vs-natus-vincere-bo3-Wng9QucRUagRRALDQATcaH.rar,E8292_M95126_esl-pro-league-season-21-pain-vs-natus-vincere-bo3-Wng9QucRUagRRALDQATcaH.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
46,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380060/pain-vs-natus-vincere-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95126,Bo3,2025-03-09 11:30:00,paiN,0,Natus Vincere,2,Natus Vincere,8292,mirage,m2,https://www.hltv.org/download/demo/95126,https://r2-demos.hltv.org/demos/112912/esl-pro-league-season-21-pain-vs-natus-vincere-bo3-Wng9QucRUagRRALDQATcaH.rar,E8292_M95126_esl-pro-league-season-21-pain-vs-natus-vincere-bo3-Wng9QucRUagRRALDQATcaH.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
47,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380058/g2-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95118,Bo3,2025-03-09 09:30:00,G2,2,SAW,0,G2,8292,nuke,m1,https://www.hltv.org/download/demo/95118,https://r2-demos.hltv.org/demos/112905/esl-pro-league-season-21-g2-vs-saw-bo3-mYM9DvqwBzOYzUiWtsWnmT.rar,E8292_M95118_esl-pro-league-season-21-g2-vs-saw-bo3-mYM9DvqwBzOYzUiWtsWnmT.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
48,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380058/g2-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95118,Bo3,2025-03-09 09:30:00,G2,2,SAW,0,G2,8292,dust2,m2,https://www.hltv.org/download/demo/95118,https://r2-demos.hltv.org/demos/112905/esl-pro-league-season-21-g2-vs-saw-bo3-mYM9DvqwBzOYzUiWtsWnmT.rar,E8292_M95118_esl-pro-league-season-21-g2-vs-saw-bo3-mYM9DvqwBzOYzUiWtsWnmT.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
49,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,ancient,m1,https://www.hltv.org/download/demo/95116,https://r2-demos.hltv.org/demos/112900/esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7.rar,E8292_M95116_esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
50,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380055/gamerlegion-vs-tyloo-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95116,Bo3,2025-03-09 06:30:00,GamerLegion,2,TYLOO,0,GamerLegion,8292,inferno,m2,https://www.hltv.org/download/demo/95116,https://r2-demos.hltv.org/demos/112900/esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7.rar,E8292_M95116_esl-pro-league-season-21-gamerlegion-vs-tyloo-bo3-0g9mXt3FIxC8XzjXNUjRL7.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
51,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380057/spirit-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95122,Bo3,2025-03-09 10:05:00,Spirit,2,The MongolZ,0,Spirit,8292,anubis,m1,https://www.hltv.org/download/demo/95122,https://r2-demos.hltv.org/demos/112907/esl-pro-league-season-21-spirit-vs-the-mongolz-bo3-Fq34aEGuZ8rgDkuw_nCcE0.rar,E8292_M95122_esl-pro-league-season-21-spirit-vs-the-mongolz-bo3-Fq34aEGuZ8rgDkuw_nCcE0.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
52,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380057/spirit-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95122,Bo3,2025-03-09 10:05:00,Spirit,2,The MongolZ,0,Spirit,8292,dust2,m2,https://www.hltv.org/download/demo/95122,https://r2-demos.hltv.org/demos/112907/esl-pro-league-season-21-spirit-vs-the-mongolz-bo3-Fq34aEGuZ8rgDkuw_nCcE0.rar,E8292_M95122_esl-pro-league-season-21-spirit-vs-the-mongolz-bo3-Fq34aEGuZ8rgDkuw_nCcE0.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
53,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,inferno,m1,https://www.hltv.org/download/demo/95111,https://r2-demos.hltv.org/demos/112898/esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,E8292_M95111_esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
54,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,ancient,m2,https://www.hltv.org/download/demo/95111,https://r2-demos.hltv.org/demos/112898/esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,E8292_M95111_esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
55,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380056/falcons-vs-3dmax-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95111,Bo3,2025-03-09 06:30:00,Falcons,1,3DMAX,2,3DMAX,8292,dust2,m3,https://www.hltv.org/download/demo/95111,https://r2-demos.hltv.org/demos/112898/esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,E8292_M95111_esl-pro-league-season-21-falcons-vs-3dmax-bo3-XHM3Ovc8L9TfLFTYQFrGdT.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
56,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380054/liquid-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95068,Bo3,2025-03-08 14:20:00,Liquid,2,FURIA,0,Liquid,8292,dust2,m1,https://www.hltv.org/download/demo/95068,https://r2-demos.hltv.org/demos/112855/esl-pro-league-season-21-liquid-vs-furia-bo3-A6x37QRcgJuTWNtQ7nobC4.rar,E8292_M95068_esl-pro-league-season-21-liquid-vs-furia-bo3-A6x37QRcgJuTWNtQ7nobC4.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
57,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380054/liquid-vs-furia-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95068,Bo3,2025-03-08 14:20:00,Liquid,2,FURIA,0,Liquid,8292,anubis,m2,https://www.hltv.org/download/demo/95068,https://r2-demos.hltv.org/demos/112855/esl-pro-league-season-21-liquid-vs-furia-bo3-A6x37QRcgJuTWNtQ7nobC4.rar,E8292_M95068_esl-pro-league-season-21-liquid-vs-furia-bo3-A6x37QRcgJuTWNtQ7nobC4.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
58,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380053/spirit-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95069,Bo3,2025-03-08 14:50:00,Spirit,2,SAW,0,Spirit,8292,dust2,m1,https://www.hltv.org/download/demo/95069,https://r2-demos.hltv.org/demos/112856/esl-pro-league-season-21-spirit-vs-saw-bo3-_1uD70D_aUzOV8qHt5kBr9.rar,E8292_M95069_esl-pro-league-season-21-spirit-vs-saw-bo3-_1uD70D_aUzOV8qHt5kBr9.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
59,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380053/spirit-vs-saw-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95069,Bo3,2025-03-08 14:50:00,Spirit,2,SAW,0,Spirit,8292,train,m2,https://www.hltv.org/download/demo/95069,https://r2-demos.hltv.org/demos/112856/esl-pro-league-season-21-spirit-vs-saw-bo3-_1uD70D_aUzOV8qHt5kBr9.rar,E8292_M95069_esl-pro-league-season-21-spirit-vs-saw-bo3-_1uD70D_aUzOV8qHt5kBr9.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
60,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380052/mouz-vs-falcons-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95056,Bo3,2025-03-08 12:15:00,MOUZ,2,Falcons,0,MOUZ,8292,train,m1,https://www.hltv.org/download/demo/95056,https://r2-demos.hltv.org/demos/112841/esl-pro-league-season-21-mouz-vs-falcons-bo3-yayytstbo8IxTFlUpfbUPR.rar,E8292_M95056_esl-pro-league-season-21-mouz-vs-falcons-bo3-yayytstbo8IxTFlUpfbUPR.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
61,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380052/mouz-vs-falcons-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95056,Bo3,2025-03-08 12:15:00,MOUZ,2,Falcons,0,MOUZ,8292,nuke,m2,https://www.hltv.org/download/demo/95056,https://r2-demos.hltv.org/demos/112841/esl-pro-league-season-21-mouz-vs-falcons-bo3-yayytstbo8IxTFlUpfbUPR.rar,E8292_M95056_esl-pro-league-season-21-mouz-vs-falcons-bo3-yayytstbo8IxTFlUpfbUPR.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
62,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,nuke,m1,https://www.hltv.org/download/demo/95268,https://r2-demos.hltv.org/demos/113071/esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,E8292_M95268_esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
63,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,anubis,m2,https://www.hltv.org/download/demo/95268,https://r2-demos.hltv.org/demos/113071/esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,E8292_M95268_esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
64,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380075/eternal-fire-vs-spirit-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95268,Bo3,2025-03-13 11:45:00,Eternal Fire,1,Spirit,2,Spirit,8292,mirage,m3,https://www.hltv.org/download/demo/95268,https://r2-demos.hltv.org/demos/113071/esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,E8292_M95268_esl-pro-league-season-21-eternal-fire-vs-spirit-bo3--UuyIAeKfzvPQul8FORRZR.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
65,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,ancient,m1,https://www.hltv.org/download/demo/95049,https://r2-demos.hltv.org/demos/112833/esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,E8292_M95049_esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
66,c:\Projects\cs2-match-and-player-scraper\ExtractAllData,https://www.hltv.org/matches/2380049/g2-vs-the-mongolz-esl-pro-league-season-21,https://www.hltv.org/results?event=8292,ESL Pro League Season 21,esl-pro-league-season-21,95049,Bo3,2025-03-08 09:30:00,G2,1,The MongolZ,2,The MongolZ,8292,dust2,m2,https://www.hltv.org/download/demo/95049,https://r2-demos.hltv.org/demos/112833/esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,E8292_M95049_esl-pro-league-season-21-g2-vs-the-mongolz-bo3-7apyzm7ukDG33qr0B-ny2V.rar,c:\Projects\cs2-match-and-player-scraper\ExtractAllData\downloads\extracted_data\ESL Pro League Season 21,,,
