frame,tick,round,opponents,player_side,won,steamid,name,survived,kill_count,checksum
145599,117962,13,2,3,0,76561198083485506,woxic,0,0,59e5b2c76e05bce0
150185,121559,14,4,3,0,76561198410750263,jottAAA,0,0,59e5b2c76e05bce0
161121,130485,15,2,3,1,76561198083485506,woxic,1,1,59e5b2c76e05bce0
161434,130757,15,1,2,0,76561199063238565,magixx,1,0,59e5b2c76e05bce0
179015,144862,17,3,2,0,76561199063238565,magixx,1,0,59e5b2c76e05bce0
187419,151828,18,4,2,0,76561198995880877,zont1x,0,0,59e5b2c76e05bce0
195167,158098,19,3,2,0,76561198081484775,sh1ro,0,0,59e5b2c76e05bce0
201383,162811,20,4,2,0,76561198995880877,zont1x,0,1,59e5b2c76e05bce0
211963,171176,21,2,2,0,76561199063238565,magixx,0,0,59e5b2c76e05bce0
223063,179825,22,4,2,0,76561198386265483,donk,0,0,59e5b2c76e05bce0
232488,187121,23,2,3,1,76561198083485506,woxic,1,2,59e5b2c76e05bce0
232657,187272,23,1,2,0,76561198386265483,donk,0,0,59e5b2c76e05bce0
241437,194248,24,3,2,0,76561198081484775,sh1ro,0,1,59e5b2c76e05bce0
255413,205609,25,3,2,0,76561199063238565,magixx,0,0,59e5b2c76e05bce0
266583,214578,26,4,3,0,76561198044118796,XANTARES,1,0,59e5b2c76e05bce0
276482,222518,27,2,3,0,76561197967432889,MAJ3R,0,0,59e5b2c76e05bce0
287069,230931,28,4,3,0,76561198081484775,sh1ro,1,1,59e5b2c76e05bce0
298722,240199,29,3,3,0,76561199063238565,magixx,0,0,59e5b2c76e05bce0
312491,251030,30,5,3,0,76561198081484775,sh1ro,0,3,59e5b2c76e05bce0
5427,4565,1,5,2,0,76561198045898864,chopper,0,0,2a4c3f36d8d46afa
13838,11566,2,5,2,0,76561199063238565,magixx,0,0,2a4c3f36d8d46afa
23933,19555,3,3,3,0,76561198044118796,XANTARES,0,1,2a4c3f36d8d46afa
32130,26267,4,5,3,0,76561198044118796,XANTARES,1,0,2a4c3f36d8d46afa
55602,45618,6,2,3,0,76561197967432889,MAJ3R,0,0,2a4c3f36d8d46afa
65126,53237,7,4,3,0,76561198083485506,woxic,0,1,2a4c3f36d8d46afa
74262,60688,8,2,3,0,76561197967432889,MAJ3R,0,0,2a4c3f36d8d46afa
87760,71925,9,5,3,0,76561198812513923,Wicadia,0,2,2a4c3f36d8d46afa
100489,82397,10,3,3,0,76561198410750263,jottAAA,1,0,2a4c3f36d8d46afa
111988,91476,11,4,3,0,76561197967432889,MAJ3R,0,1,2a4c3f36d8d46afa
119371,97368,12,3,3,0,76561198812513923,Wicadia,0,0,2a4c3f36d8d46afa
140564,114822,13,4,3,0,76561199063238565,magixx,0,1,2a4c3f36d8d46afa
146081,119139,14,5,3,0,76561198386265483,donk,0,0,2a4c3f36d8d46afa
157864,129014,15,2,2,1,76561197967432889,MAJ3R,0,1,2a4c3f36d8d46afa
158104,129229,15,1,3,0,76561198386265483,donk,0,1,2a4c3f36d8d46afa
172056,140521,16,2,2,0,76561198044118796,XANTARES,0,1,2a4c3f36d8d46afa
172465,140888,16,1,3,1,76561198995880877,zont1x,1,1,2a4c3f36d8d46afa
181067,147770,17,2,2,1,76561198083485506,woxic,0,0,2a4c3f36d8d46afa
190269,155258,18,3,2,0,76561197967432889,MAJ3R,0,2,2a4c3f36d8d46afa
191359,156212,18,1,3,1,76561198045898864,chopper,1,1,2a4c3f36d8d46afa
200495,163555,19,4,2,0,76561198410750263,jottAAA,0,0,2a4c3f36d8d46afa
5262,4320,1,4,2,0,76561197967432889,MAJ3R,0,0,d8b7e0bddd1b3eb3
14230,11781,2,4,2,0,76561198044118796,XANTARES,0,0,d8b7e0bddd1b3eb3
23841,19632,3,3,2,0,76561197967432889,MAJ3R,0,1,d8b7e0bddd1b3eb3
31938,26250,4,4,2,0,76561198044118796,XANTARES,0,0,d8b7e0bddd1b3eb3
40549,33153,5,2,2,0,76561198044118796,XANTARES,0,0,d8b7e0bddd1b3eb3
53830,43805,6,3,2,0,76561198410750263,jottAAA,0,1,d8b7e0bddd1b3eb3
64456,52357,7,2,2,0,76561197967432889,MAJ3R,0,0,d8b7e0bddd1b3eb3
71199,57664,8,2,2,0,76561198083485506,woxic,0,1,d8b7e0bddd1b3eb3
71270,57729,8,1,3,1,76561198995880877,zont1x,1,1,d8b7e0bddd1b3eb3
85813,69276,9,2,2,0,76561198083485506,woxic,0,0,d8b7e0bddd1b3eb3
97701,78856,10,2,3,0,76561199063238565,magixx,0,0,d8b7e0bddd1b3eb3
110278,88975,11,3,2,0,76561198410750263,jottAAA,0,0,d8b7e0bddd1b3eb3
115856,93242,12,5,2,0,76561198044118796,XANTARES,0,1,d8b7e0bddd1b3eb3
138495,112006,13,2,2,0,76561198081484775,sh1ro,0,0,d8b7e0bddd1b3eb3
145439,117675,14,5,2,0,76561198081484775,sh1ro,0,0,d8b7e0bddd1b3eb3
169261,137009,16,4,3,0,76561198410750263,jottAAA,0,0,d8b7e0bddd1b3eb3
8776,7444,1,3,3,0,76561198083485506,woxic,0,1,9cb48de6a17ebe1
18198,15180,2,4,3,0,76561198410750263,jottAAA,0,0,9cb48de6a17ebe1
25583,21200,3,3,3,0,76561197967432889,MAJ3R,0,0,9cb48de6a17ebe1
35391,29102,4,4,2,0,76561199063238565,magixx,1,2,9cb48de6a17ebe1
42758,35152,5,4,2,0,76561198081484775,sh1ro,1,0,9cb48de6a17ebe1
58850,48412,6,4,2,0,76561198081484775,sh1ro,0,0,9cb48de6a17ebe1
68061,55725,7,2,2,1,76561198995880877,zont1x,0,1,9cb48de6a17ebe1
69234,56744,7,1,3,0,76561198410750263,jottAAA,0,0,9cb48de6a17ebe1
79976,65579,8,2,2,0,76561198995880877,zont1x,0,1,9cb48de6a17ebe1
80480,66024,8,1,3,1,76561198083485506,woxic,1,1,9cb48de6a17ebe1
93572,76593,9,3,3,0,76561198044118796,XANTARES,0,1,9cb48de6a17ebe1
100657,82324,10,5,3,0,76561197967432889,MAJ3R,0,1,9cb48de6a17ebe1
107006,87344,11,5,3,0,76561198044118796,XANTARES,0,0,9cb48de6a17ebe1
117150,95558,12,3,2,1,76561198081484775,sh1ro,1,3,9cb48de6a17ebe1
117297,95683,12,1,3,0,76561198083485506,woxic,0,0,9cb48de6a17ebe1
137334,112384,13,4,2,0,76561198044118796,XANTARES,0,0,9cb48de6a17ebe1
142877,116779,14,5,2,0,76561198410750263,jottAAA,0,0,9cb48de6a17ebe1
151235,123475,15,4,2,0,76561198083485506,woxic,1,2,9cb48de6a17ebe1
166860,136333,16,2,2,0,76561198410750263,jottAAA,1,1,9cb48de6a17ebe1
167370,136782,16,1,3,1,76561198045898864,chopper,1,0,9cb48de6a17ebe1
173280,141484,17,3,3,0,76561198995880877,zont1x,0,0,9cb48de6a17ebe1
183049,149758,18,2,3,0,76561198081484775,sh1ro,1,0,9cb48de6a17ebe1
194782,159668,19,2,3,0,76561198081484775,sh1ro,0,0,9cb48de6a17ebe1
205371,168229,20,5,3,0,76561198081484775,sh1ro,0,2,9cb48de6a17ebe1
218656,178957,21,4,2,0,76561198083485506,woxic,0,2,9cb48de6a17ebe1
