steamid,name,player_side,equipment_value,type,round,match_checksum,tournament
76561199063068840,w0nderful,Counter Terrorist,3750,semi,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5100,full,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,2650,semi,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,3450,semi,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,1650,semi,6,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,5100,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,6100,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,5150,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5400,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5800,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5000,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5450,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5100,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,7350,full,7,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,7650,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,5150,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,4800,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5500,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5600,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,7050,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5000,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,3900,force-buy,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5800,full,8,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,4850,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5600,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,2800,force-buy,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,2000,force-buy,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5800,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,7650,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,2150,force-buy,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5200,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,6350,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5000,full,9,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,200,eco,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,7950,full,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,700,eco,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5400,full,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,200,eco,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,200,eco,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5800,full,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,5700,full,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5600,full,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,600,eco,10,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,5100,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5100,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5200,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5900,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5000,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,6300,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,7950,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,5900,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,5000,full,11,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5900,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5100,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,5400,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,6300,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,8150,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,6600,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5000,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5900,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,5300,full,12,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,1000,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,1000,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,900,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,1050,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,850,pistol,13,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,3850,semi,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,4050,semi,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,700,eco,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,4600,full,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,3750,semi,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4700,full,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,400,eco,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,700,eco,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,300,eco,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,1350,semi,14,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5000,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,4800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,4300,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,4800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,4800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,5400,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,4150,semi,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5800,full,15,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,4300,semi,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,200,eco,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5100,full,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,5000,full,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,700,eco,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,200,eco,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,200,eco,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,16,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4550,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5100,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,5000,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5100,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,6800,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,4250,force-buy,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,4750,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,4850,full,17,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,7650,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5100,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,6750,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,4400,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5250,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,5400,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4800,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,18,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,4400,semi,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4100,semi,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5200,full,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,200,eco,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,200,eco,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5000,full,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7150,full,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,200,eco,19,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5100,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,6600,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,5400,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5100,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7450,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5000,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,4750,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,4050,force-buy,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5800,full,20,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5000,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,5450,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,4050,semi,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5800,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,4550,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5000,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7050,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5700,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,21,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,6600,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,2350,force-buy,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5800,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5000,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,2800,force-buy,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,4750,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7350,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5000,full,22,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,3450,semi,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,4800,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,4900,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,3750,semi,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,2600,force-buy,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,4600,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4700,full,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,3200,force-buy,23,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,4400,force-buy,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,5000,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5800,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5100,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,1250,force-buy,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5500,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,3400,force-buy,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,2700,force-buy,24,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,5400,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5000,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7350,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,7300,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5450,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5100,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5900,full,25,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5100,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7350,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5450,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,7300,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5000,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5100,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5100,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,5400,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5800,full,26,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Terrorist,7350,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Terrorist,5300,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Counter Terrorist,7750,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Counter Terrorist,5600,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Counter Terrorist,5800,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Counter Terrorist,5700,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Terrorist,5800,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Counter Terrorist,5600,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Terrorist,5000,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Terrorist,5400,full,27,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5500,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5800,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,7050,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,5100,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,7300,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,5150,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5000,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5100,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5800,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5000,full,28,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5600,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198350342505,nqz,Terrorist,7050,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198015308884,biguzera,Terrorist,5100,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,8150,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,5900,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198120491311,davideuS,Terrorist,5000,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198377335846,snow,Terrorist,5100,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,5900,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,6600,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198385657675,Kauez,Terrorist,5100,full,29,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,1150,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198013243326,Aleksib,Counter Terrorist,1000,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561199063238565,magixx,Terrorist,850,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198995880877,zont1x,Terrorist,200,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198045898864,chopper,Terrorist,1100,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,200,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561199063068840,w0nderful,Counter Terrorist,850,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198386265483,donk,Terrorist,850,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198246607476,b1t,Counter Terrorist,1250,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198081484775,sh1ro,Terrorist,950,pistol,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198176878303,jL,Counter Terrorist,3450,semi,2,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
76561198050250233,iM,Counter Terrorist,5100,full,2,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
