root,url,url_event,tournament,nspc_tournament,match_id,url_request,direct_url_demo,file_name,demo_path,output_data_path
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379335/big-vs-flyquest-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94299,https://www.hltv.org/download/demo/94299,https://r2-demos.hltv.org/demos/112026/pgl-cluj-napoca-2025-big-vs-flyquest-bo3-C-3yvsgJ8zkTjN6aL6n7L9.rar,pgl-cluj-napoca-2025-big-vs-flyquest-bo3-C-3yvsgJ8zkTjN6aL6n7L9.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379334/mouz-vs-3dmax-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94298,https://www.hltv.org/download/demo/94298,https://r2-demos.hltv.org/demos/112025/pgl-cluj-napoca-2025-mouz-vs-3dmax-bo3--dgpcC5gFSYXjL5Fb3qgER.rar,pgl-cluj-napoca-2025-mouz-vs-3dmax-bo3--dgpcC5gFSYXjL5Fb3qgER.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379333/eternal-fire-vs-imperial-valkyries-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94281,https://www.hltv.org/download/demo/94281,https://r2-demos.hltv.org/demos/112008/pgl-cluj-napoca-2025-eternal-fire-vs-imperial-valkyries-bo3-etjiNKOSOT0Qg0Oa8SwKQd.rar,pgl-cluj-napoca-2025-eternal-fire-vs-imperial-valkyries-bo3-etjiNKOSOT0Qg0Oa8SwKQd.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379332/pain-vs-astralis-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94278,https://www.hltv.org/download/demo/94278,https://r2-demos.hltv.org/demos/112006/pgl-cluj-napoca-2025-pain-vs-astralis-bo3-3z-97MndEg0aOHKWqx5Qb4.rar,pgl-cluj-napoca-2025-pain-vs-astralis-bo3-3z-97MndEg0aOHKWqx5Qb4.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379331/mibr-vs-wildcard-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94277,https://www.hltv.org/download/demo/94277,https://r2-demos.hltv.org/demos/112004/pgl-cluj-napoca-2025-mibr-vs-wildcard-bo3-DVqxWp7dEFlNhJJNU93kN7.rar,pgl-cluj-napoca-2025-mibr-vs-wildcard-bo3-DVqxWp7dEFlNhJJNU93kN7.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379329/falcons-vs-flyquest-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94275,https://www.hltv.org/download/demo/94275,https://r2-demos.hltv.org/demos/112002/pgl-cluj-napoca-2025-falcons-vs-flyquest-bo3-5kT8JCc60wr4bqeHxPf95U.rar,pgl-cluj-napoca-2025-falcons-vs-flyquest-bo3-5kT8JCc60wr4bqeHxPf95U.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379330/the-mongolz-vs-complexity-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94274,https://www.hltv.org/download/demo/94274,https://r2-demos.hltv.org/demos/112001/pgl-cluj-napoca-2025-the-mongolz-vs-complexity-bo3-Jf4L_KPEyXgT6oXMcSJu8A.rar,pgl-cluj-napoca-2025-the-mongolz-vs-complexity-bo3-Jf4L_KPEyXgT6oXMcSJu8A.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379328/faze-vs-saw-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94271,https://www.hltv.org/download/demo/94271,https://r2-demos.hltv.org/demos/111999/pgl-cluj-napoca-2025-faze-vs-saw-bo3-djlDM4VhVk8MkK7b0amgMt.rar,pgl-cluj-napoca-2025-faze-vs-saw-bo3-djlDM4VhVk8MkK7b0amgMt.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379327/3dmax-vs-virtuspro-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94272,https://www.hltv.org/download/demo/94272,https://r2-demos.hltv.org/demos/111998/pgl-cluj-napoca-2025-3dmax-vs-virtuspro-bo3-hu13fUhso1EE7gCH_S4Lmo.rar,pgl-cluj-napoca-2025-3dmax-vs-virtuspro-bo3-hu13fUhso1EE7gCH_S4Lmo.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2379326/mouz-vs-big-pgl-cluj-napoca-2025,https://www.hltv.org/results?event=8043,PGL Cluj-Napoca 2025,pgl-cluj-napoca-2025,94268,https://www.hltv.org/download/demo/94268,https://r2-demos.hltv.org/demos/111995/pgl-cluj-napoca-2025-mouz-vs-big-bo3-u8NciXJHxhXbUzUGtSQIk1.rar,pgl-cluj-napoca-2025-mouz-vs-big-bo3-u8NciXJHxhXbUzUGtSQIk1.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\PGL Cluj-Napoca 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\PGL Cluj-Napoca 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378917/vitality-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,94114,https://www.hltv.org/download/demo/94114,https://r2-demos.hltv.org/demos/111840/iem-katowice-2025-vitality-vs-spirit-bo5-saQSPNjYA2SiXC0NdMiKQm.rar,iem-katowice-2025-vitality-vs-spirit-bo5-saQSPNjYA2SiXC0NdMiKQm.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378916/natus-vincere-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,94070,https://www.hltv.org/download/demo/94070,https://r2-demos.hltv.org/demos/111792/iem-katowice-2025-natus-vincere-vs-spirit-bo3-N5C7u8auLvjeMQROftEf4R.rar,iem-katowice-2025-natus-vincere-vs-spirit-bo3-N5C7u8auLvjeMQROftEf4R.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378915/vitality-vs-the-mongolz-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,94053,https://www.hltv.org/download/demo/94053,https://r2-demos.hltv.org/demos/111773/iem-katowice-2025-vitality-vs-the-mongolz-bo3-Q31Sy2oKwM4Iq9BjKCoVVE.rar,iem-katowice-2025-vitality-vs-the-mongolz-bo3-Q31Sy2oKwM4Iq9BjKCoVVE.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378914/virtuspro-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,94017,https://www.hltv.org/download/demo/94017,https://r2-demos.hltv.org/demos/111735/iem-katowice-2025-virtuspro-vs-spirit-bo3-KJqZR5yNeHXaNsc7MGaDWB.rar,iem-katowice-2025-virtuspro-vs-spirit-bo3-KJqZR5yNeHXaNsc7MGaDWB.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378913/the-mongolz-vs-eternal-fire-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,94013,https://www.hltv.org/download/demo/94013,https://r2-demos.hltv.org/demos/111732/iem-katowice-2025-the-mongolz-vs-eternal-fire-bo3-k0Z8sNHmHAzcbGSwNRxjO_.rar,iem-katowice-2025-the-mongolz-vs-eternal-fire-bo3-k0Z8sNHmHAzcbGSwNRxjO_.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378911/gamerlegion-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93922,https://www.hltv.org/download/demo/93922,https://r2-demos.hltv.org/demos/111631/iem-katowice-2025-gamerlegion-vs-spirit-bo3-ESLvnw50PHYrSHIxMRtBZq.rar,iem-katowice-2025-gamerlegion-vs-spirit-bo3-ESLvnw50PHYrSHIxMRtBZq.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378912/the-mongolz-vs-natus-vincere-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93921,https://www.hltv.org/download/demo/93921,https://r2-demos.hltv.org/demos/111630/iem-katowice-2025-the-mongolz-vs-natus-vincere-bo3-C0GZxMhpGHBr28LeyjgICZ.rar,iem-katowice-2025-the-mongolz-vs-natus-vincere-bo3-C0GZxMhpGHBr28LeyjgICZ.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378909/eternal-fire-vs-faze-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93918,https://www.hltv.org/download/demo/93918,https://r2-demos.hltv.org/demos/111627/iem-katowice-2025-eternal-fire-vs-faze-bo3-TbjF5ZZC7zQwgeKVT3itH1.rar,iem-katowice-2025-eternal-fire-vs-faze-bo3-TbjF5ZZC7zQwgeKVT3itH1.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378910/virtuspro-vs-vitality-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93916,https://www.hltv.org/download/demo/93916,https://r2-demos.hltv.org/demos/111625/iem-katowice-2025-virtuspro-vs-vitality-bo3-otzA7F2ZOblq1AmiDEPvx3.rar,iem-katowice-2025-virtuspro-vs-vitality-bo3-otzA7F2ZOblq1AmiDEPvx3.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378908/liquid-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93912,https://www.hltv.org/download/demo/93912,https://r2-demos.hltv.org/demos/111622/iem-katowice-2025-liquid-vs-spirit-bo3-0c9tFW1uHJF3fQ7pCDHlcm.rar,iem-katowice-2025-liquid-vs-spirit-bo3-0c9tFW1uHJF3fQ7pCDHlcm.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378907/gamerlegion-vs-astralis-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93911,https://www.hltv.org/download/demo/93911,https://r2-demos.hltv.org/demos/111620/iem-katowice-2025-gamerlegion-vs-astralis-bo3--eC07fm6UTgMG7XVXTQMZZ.rar,iem-katowice-2025-gamerlegion-vs-astralis-bo3--eC07fm6UTgMG7XVXTQMZZ.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378905/g2-vs-faze-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93904,https://www.hltv.org/download/demo/93904,https://r2-demos.hltv.org/demos/111613/iem-katowice-2025-g2-vs-faze-bo3-tckL_w27Ma3f-VUBkdQuwr.rar,iem-katowice-2025-g2-vs-faze-bo3-tckL_w27Ma3f-VUBkdQuwr.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378906/eternal-fire-vs-3dmax-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93903,https://www.hltv.org/download/demo/93903,https://r2-demos.hltv.org/demos/111612/iem-katowice-2025-eternal-fire-vs-3dmax-bo3-9bst8b5OYJdh8ShVuzpY3i.rar,iem-katowice-2025-eternal-fire-vs-3dmax-bo3-9bst8b5OYJdh8ShVuzpY3i.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378903/natus-vincere-vs-spirit-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93899,https://www.hltv.org/download/demo/93899,https://r2-demos.hltv.org/demos/111602/iem-katowice-2025-natus-vincere-vs-spirit-bo3-YtA5gkUdrceGTAe_xkPfG-.rar,iem-katowice-2025-natus-vincere-vs-spirit-bo3-YtA5gkUdrceGTAe_xkPfG-.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378901/furia-vs-astralis-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93900,https://www.hltv.org/download/demo/93900,https://r2-demos.hltv.org/demos/111601/iem-katowice-2025-furia-vs-astralis-bo3-O6WQd6qrke0A2Xe2qvWrEG.rar,iem-katowice-2025-furia-vs-astralis-bo3-O6WQd6qrke0A2Xe2qvWrEG.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378902/mouz-vs-liquid-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93896,https://www.hltv.org/download/demo/93896,https://r2-demos.hltv.org/demos/111596/iem-katowice-2025-mouz-vs-liquid-bo3-MsFYNTXvmPGmJ5Vss24V2y.rar,iem-katowice-2025-mouz-vs-liquid-bo3-MsFYNTXvmPGmJ5Vss24V2y.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378904/gamerlegion-vs-the-mongolz-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93895,https://www.hltv.org/download/demo/93895,https://r2-demos.hltv.org/demos/111595/iem-katowice-2025-gamerlegion-vs-the-mongolz-bo3-zdjI5BKx0DIgDYoNAnfKpI.rar,iem-katowice-2025-gamerlegion-vs-the-mongolz-bo3-zdjI5BKx0DIgDYoNAnfKpI.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378899/vitality-vs-faze-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93888,https://www.hltv.org/download/demo/93888,https://r2-demos.hltv.org/demos/111588/iem-katowice-2025-vitality-vs-faze-bo3-hDX5yjYYbla4cw8aPwAYi3.rar,iem-katowice-2025-vitality-vs-faze-bo3-hDX5yjYYbla4cw8aPwAYi3.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378900/3dmax-vs-big-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93887,https://www.hltv.org/download/demo/93887,https://r2-demos.hltv.org/demos/111587/iem-katowice-2025-3dmax-vs-big-bo3-X6gD68EaamqABozCIIiv3w.rar,iem-katowice-2025-3dmax-vs-big-bo3-X6gD68EaamqABozCIIiv3w.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378897/eternal-fire-vs-virtuspro-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93884,https://www.hltv.org/download/demo/93884,https://r2-demos.hltv.org/demos/111584/iem-katowice-2025-eternal-fire-vs-virtuspro-bo3-jYUdq56sJucWWyA-Kytwv3.rar,iem-katowice-2025-eternal-fire-vs-virtuspro-bo3-jYUdq56sJucWWyA-Kytwv3.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378898/falcons-vs-g2-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93880,https://www.hltv.org/download/demo/93880,https://r2-demos.hltv.org/demos/111580/iem-katowice-2025-falcons-vs-g2-bo3-Xf_UKx9fB2btv0Vy_VBVUC.rar,iem-katowice-2025-falcons-vs-g2-bo3-Xf_UKx9fB2btv0Vy_VBVUC.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378787/the-mongolz-vs-liquid-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93877,https://www.hltv.org/download/demo/93877,https://r2-demos.hltv.org/demos/111576/iem-katowice-2025-the-mongolz-vs-liquid-bo3-UjOaBoFqK7Ml8ozfldNUe_.rar,iem-katowice-2025-the-mongolz-vs-liquid-bo3-UjOaBoFqK7Ml8ozfldNUe_.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378784/spirit-vs-astralis-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93875,https://www.hltv.org/download/demo/93875,https://r2-demos.hltv.org/demos/111574/iem-katowice-2025-spirit-vs-astralis-bo3-GZVTrKsE-zdG9dH6juITei.rar,iem-katowice-2025-spirit-vs-astralis-bo3-GZVTrKsE-zdG9dH6juITei.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378785/natus-vincere-vs-furia-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93860,https://www.hltv.org/download/demo/93860,https://r2-demos.hltv.org/demos/111560/iem-katowice-2025-natus-vincere-vs-furia-bo3-MehFaXB498NdFypYOHaY81.rar,iem-katowice-2025-natus-vincere-vs-furia-bo3-MehFaXB498NdFypYOHaY81.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378786/mouz-vs-gamerlegion-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93859,https://www.hltv.org/download/demo/93859,https://r2-demos.hltv.org/demos/111559/iem-katowice-2025-mouz-vs-gamerlegion-bo3-OoC3jp926mkZiFauaUcBEE.rar,iem-katowice-2025-mouz-vs-gamerlegion-bo3-OoC3jp926mkZiFauaUcBEE.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378783/faze-vs-big-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93858,https://www.hltv.org/download/demo/93858,https://r2-demos.hltv.org/demos/111558/iem-katowice-2025-faze-vs-big-bo3-rAWwx2P2uajoyduk47puJv.rar,iem-katowice-2025-faze-vs-big-bo3-rAWwx2P2uajoyduk47puJv.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378780/g2-vs-virtuspro-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93857,https://www.hltv.org/download/demo/93857,https://r2-demos.hltv.org/demos/111557/iem-katowice-2025-g2-vs-virtuspro-bo3-9AfzkLg2YQb0ev7FUpiz5P.rar,iem-katowice-2025-g2-vs-virtuspro-bo3-9AfzkLg2YQb0ev7FUpiz5P.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378782/vitality-vs-3dmax-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93853,https://www.hltv.org/download/demo/93853,https://r2-demos.hltv.org/demos/111553/iem-katowice-2025-vitality-vs-3dmax-bo3-KNzbDELEQ75v8nvhNNs8tI.rar,iem-katowice-2025-vitality-vs-3dmax-bo3-KNzbDELEQ75v8nvhNNs8tI.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
c:\cs2-match-and-player-scraper\ExtractMatchData,https://www.hltv.org/matches/2378781/falcons-vs-eternal-fire-iem-katowice-2025,https://www.hltv.org/results?event=8034,IEM Katowice 2025,iem-katowice-2025,93850,https://www.hltv.org/download/demo/93850,https://r2-demos.hltv.org/demos/111551/iem-katowice-2025-falcons-vs-eternal-fire-bo3-cTdFkciHJ4VveHxtvsSXyk.rar,iem-katowice-2025-falcons-vs-eternal-fire-bo3-cTdFkciHJ4VveHxtvsSXyk.rar,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\unpacked_demos\IEM Katowice 2025,c:\cs2-match-and-player-scraper\ExtractMatchData\downloads\extracted_data\IEM Katowice 2025
