frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
20096,16494,1,4,2,0,76561198176878303,jL,0,0,61978a585e80788f
25967,21020,2,5,2,0,76561198013243326,Aleksib,0,0,61978a585e80788f
36312,29416,3,3,3,0,76561197989430253,karrigan,0,1,61978a585e80788f
68144,54873,6,4,2,0,76561198176878303,jL,0,1,61978a585e80788f
74942,59956,7,2,3,0,76561197997351207,rain,0,0,61978a585e80788f
124423,99595,9,2,2,0,76561198246607476,b1t,0,1,61978a585e80788f
124924,100035,9,1,3,1,76561197991272318,ropz,1,1,61978a585e80788f
154759,124250,12,2,2,0,76561198013243326,Aleksib,1,0,61978a585e80788f
175774,141452,13,4,3,0,76561198176878303,jL,1,0,61978a585e80788f
188233,151865,14,2,3,0,76561198176878303,jL,1,0,61978a585e80788f
207650,166634,16,2,2,1,76561198201620490,broky,1,2,61978a585e80788f
208159,167086,16,1,3,0,76561198246607476,b1t,0,0,61978a585e80788f
213777,171082,17,5,3,0,76561198013243326,Aleksib,0,1,61978a585e80788f
222118,177706,18,4,3,0,76561198050250233,iM,0,0,61978a585e80788f
228500,182527,19,3,3,0,76561199063068840,w0nderful,0,0,61978a585e80788f
239162,191046,20,3,2,0,76561198068422762,frozen,1,0,61978a585e80788f
251528,200633,21,2,3,0,76561198176878303,jL,0,1,61978a585e80788f
252169,201198,21,1,2,1,76561198068422762,frozen,1,1,61978a585e80788f
