number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,532,717,7530,9342,9493,11681,9941,12358,MOUZ,Vitality,1,0,3,2,4000,4000,4300,4350,3500,3550,pistol,pistol,135140,8,MOUZ,3,0,feb54802b6a9c832
2,9941,12358,11221,14228,16047,19908,16495,20566,MOUZ,Vitality,2,0,3,2,18250,10250,21550,9650,17800,9450,semi,force-buy,93060,8,MOUZ,3,0,feb54802b6a9c832
3,16495,20566,17775,22493,20445,25640,20893,26271,MOUZ,Vitality,3,0,3,2,19400,12800,25200,3500,5600,3500,full,eco,62541,8,MOUZ,3,0,feb54802b6a9c832
4,20893,26271,22173,28175,26774,33884,27222,34571,MOUZ,Vitality,3,1,3,2,32150,24400,31450,24600,14150,23700,full,full,93836,1,Vitality,2,0,feb54802b6a9c832
5,27222,34571,28502,36532,36243,45940,36691,46629,MOUZ,Vitality,3,2,3,2,25000,19400,29850,27450,18850,4250,full,full,140132,9,Vitality,2,0,feb54802b6a9c832
6,36691,46629,37971,48406,42818,54070,43266,54717,MOUZ,Vitality,4,2,3,2,16250,33000,3900,27550,3300,13200,eco,full,91716,8,MOUZ,3,0,feb54802b6a9c832
7,43266,54717,44546,56642,52494,66098,52942,66684,MOUZ,Vitality,4,3,3,2,31100,30200,31750,26350,22300,25350,full,full,140280,1,Vitality,2,0,feb54802b6a9c832
8,55306,69824,56586,71659,60668,76581,61116,77262,MOUZ,Vitality,4,4,3,2,15900,23450,21000,27250,15700,8000,force-buy,full,83285,9,Vitality,2,0,feb54802b6a9c832
9,61116,77262,62396,79085,64747,81893,65195,82559,MOUZ,Vitality,4,5,3,2,9800,33000,1000,27650,0,7300,eco,full,57080,9,Vitality,2,0,feb54802b6a9c832
10,65195,82559,66475,84496,70931,90071,71379,90688,MOUZ,Vitality,4,6,3,2,22100,43450,23150,27750,21650,7200,full,full,92591,1,Vitality,2,0,feb54802b6a9c832
11,73674,93659,74954,95511,80682,102357,81130,103053,MOUZ,Vitality,4,7,3,2,15250,54650,16550,27850,4500,8900,semi,full,107210,9,Vitality,2,0,feb54802b6a9c832
12,81130,103053,82410,104890,86826,110352,87786,111526,MOUZ,Vitality,5,7,3,2,28350,63600,28350,28150,27550,13200,full,full,89966,8,MOUZ,3,0,feb54802b6a9c832
13,87786,111526,100917,128090,102222,129683,102670,130360,MOUZ,Vitality,5,8,2,3,4000,4000,4600,4250,3400,3250,pistol,pistol,223800,8,Vitality,3,0,feb54802b6a9c832
14,102670,130360,103950,132184,109316,138487,109764,139179,MOUZ,Vitality,5,9,2,3,10100,18500,1000,22000,0,17900,eco,semi,100172,8,Vitality,3,0,feb54802b6a9c832
15,109764,139179,111044,141138,117211,148536,117659,149237,MOUZ,Vitality,5,10,2,3,23000,19250,23600,25800,22600,16200,full,full,115332,8,Vitality,3,0,feb54802b6a9c832
16,117659,149237,118939,151250,124668,158055,125116,158730,MOUZ,Vitality,5,11,2,3,15800,20800,6950,25250,6950,15450,semi,full,108689,8,Vitality,3,0,feb54802b6a9c832
17,127148,161412,128428,163318,136090,172528,136538,173188,MOUZ,Vitality,6,11,2,3,26150,23100,26600,26200,25600,9650,full,full,137013,9,MOUZ,2,0,feb54802b6a9c832
18,136538,173188,137818,175038,140736,178631,141184,179358,MOUZ,Vitality,6,12,2,3,18400,21050,27350,22350,12850,20650,full,force-buy,67089,8,Vitality,3,0,feb54802b6a9c832
19,141184,179358,142464,181259,147310,187120,147310,187120,MOUZ,Vitality,6,13,2,3,17700,24100,21450,28800,20250,11200,full,full,95673,8,Vitality,3,0,feb54802b6a9c832
