frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
16842,13163,1,2,3,0,76561198386265483,donk,0,0,c53128b26fc9081c
28456,22504,2,2,3,0,76561198045898864,chopper,0,1,c53128b26fc9081c
28473,22520,2,1,2,1,76561198068422762,frozen,1,1,c53128b26fc9081c
36414,28751,3,3,2,0,76561197997351207,rain,0,0,c53128b26fc9081c
45190,35606,4,4,2,0,76561198201620490,broky,0,0,c53128b26fc9081c
57252,45182,5,5,2,0,76561197989430253,karrigan,0,0,c53128b26fc9081c
67576,53317,6,2,2,0,76561198201620490,broky,0,0,c53128b26fc9081c
76174,60035,7,3,3,0,76561199063238565,magixx,0,3,c53128b26fc9081c
78042,61680,7,1,2,1,76561198201620490,broky,0,0,c53128b26fc9081c
92880,73224,8,2,3,0,76561198081484775,sh1ro,0,0,c53128b26fc9081c
104370,82581,9,3,2,0,76561197989430253,karrigan,0,1,c53128b26fc9081c
128744,102196,11,4,3,0,76561198081484775,sh1ro,0,0,c53128b26fc9081c
136187,107911,12,4,3,0,76561198081484775,sh1ro,0,0,c53128b26fc9081c
157722,125153,13,5,3,0,76561197991272318,ropz,0,0,c53128b26fc9081c
163873,129863,14,4,3,0,76561198201620490,broky,0,0,c53128b26fc9081c
175524,139194,15,2,2,0,76561198081484775,sh1ro,0,0,c53128b26fc9081c
190229,150726,16,3,3,0,76561197991272318,ropz,0,1,c53128b26fc9081c
200530,159059,17,4,3,0,76561198068422762,frozen,0,1,c53128b26fc9081c
244299,194138,20,2,3,1,76561198201620490,broky,1,0,c53128b26fc9081c
266244,211424,22,3,2,0,76561199063238565,magixx,0,0,c53128b26fc9081c
278872,221418,23,2,3,0,76561198068422762,frozen,0,1,c53128b26fc9081c
278895,221440,23,1,2,1,76561198995880877,zont1x,1,1,c53128b26fc9081c
