frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
3881,3412,1,2,2,1,76561198283989223,ultimate,0,0,711139ec6e55fd91
42204,34742,3,3,2,0,76561198001151695,NAF-FLY,1,0,711139ec6e55fd91
52278,42803,4,2,2,0,76561198016255205,Twistzz,0,0,711139ec6e55fd91
59101,48147,5,2,2,1,76561198001151695,NAF-FLY,1,2,711139ec6e55fd91
59270,48296,5,1,3,0,76561197978835160,flameZ,0,0,711139ec6e55fd91
73613,59676,6,3,2,0,76561197977105184,jks,0,0,711139ec6e55fd91
81304,65818,7,4,2,0,76561198134401925,YEKINDAR,0,1,711139ec6e55fd91
89366,72239,8,4,2,0,76561198001151695,NAF-FLY,0,0,711139ec6e55fd91
102002,82745,9,3,2,0,76561197977105184,jks,0,1,711139ec6e55fd91
111750,90441,10,5,2,0,76561197977105184,jks,0,0,711139ec6e55fd91
121374,98066,11,4,2,0,76561198016255205,Twistzz,0,1,711139ec6e55fd91
128326,103475,12,5,3,0,76561197978835160,flameZ,0,0,711139ec6e55fd91
149861,121136,13,5,3,0,76561198001151695,NAF-FLY,1,1,711139ec6e55fd91
161885,131077,14,2,3,0,76561198001151695,NAF-FLY,0,2,711139ec6e55fd91
162757,131845,14,1,2,1,76561197978835160,flameZ,0,0,711139ec6e55fd91
172640,139942,15,5,2,0,76561198063336407,Spinx,1,0,711139ec6e55fd91
182275,147898,16,4,2,0,76561197978835160,flameZ,0,0,711139ec6e55fd91
193607,157386,17,3,2,1,76561198113666193,ZywOo,1,3,711139ec6e55fd91
194230,157939,17,1,3,0,76561197977105184,jks,0,0,711139ec6e55fd91
205192,166714,18,3,3,0,76561198001151695,NAF-FLY,0,0,711139ec6e55fd91
216307,175484,19,5,2,0,76561198063336407,Spinx,1,0,711139ec6e55fd91
224122,181858,20,2,2,0,76561198063336407,Spinx,0,0,711139ec6e55fd91
229521,186087,21,4,2,0,76561197972242917,JACKZ,0,0,711139ec6e55fd91
236328,191421,22,4,2,0,76561197989744167,apEX,0,0,711139ec6e55fd91
243618,197080,23,4,2,0,76561197989744167,apEX,0,0,711139ec6e55fd91
256830,207889,24,2,3,0,76561198283989223,ultimate,0,0,711139ec6e55fd91
