frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
9970,8303,1,3,3,0,76561198005107817,Staehr,0,1,6c692080c5f6abee
19075,15492,2,2,3,0,76561198120557348,jabbi,0,0,6c692080c5f6abee
23685,18984,3,5,3,0,76561197987713664,dev1ce,0,0,6c692080c5f6abee
31982,25479,4,3,2,1,76561198013243326,Aleksib,1,2,6c692080c5f6abee
32679,26084,4,1,3,0,76561197987713664,dev1ce,1,0,6c692080c5f6abee
42100,33765,5,4,2,0,76561198246607476,b1t,0,0,6c692080c5f6abee
48965,39154,6,2,2,0,76561198050250233,iM,0,1,6c692080c5f6abee
49172,39337,6,1,3,1,76561198004115516,cadiaN,1,1,6c692080c5f6abee
55325,44166,7,4,2,0,76561198246607476,b1t,0,0,6c692080c5f6abee
70146,56132,8,4,2,0,76561198246607476,b1t,0,0,6c692080c5f6abee
76855,61253,9,5,2,0,76561198013243326,Aleksib,0,0,6c692080c5f6abee
87200,69623,10,2,2,0,76561198246607476,b1t,0,0,6c692080c5f6abee
96218,76804,11,2,2,0,76561198050250233,iM,0,0,6c692080c5f6abee
105648,84328,12,2,3,0,76561198004115516,cadiaN,0,0,6c692080c5f6abee
126245,101379,13,5,3,0,76561198176878303,jL,0,1,6c692080c5f6abee
135727,109098,14,3,3,0,76561198176878303,jL,0,1,6c692080c5f6abee
141658,113752,15,2,3,0,76561198013243326,Aleksib,0,0,6c692080c5f6abee
151389,121765,16,2,3,0,76561199063068840,w0nderful,0,0,6c692080c5f6abee
164032,131471,17,3,3,0,76561198246607476,b1t,0,3,6c692080c5f6abee
165221,132508,17,1,2,1,76561197987713664,dev1ce,0,0,6c692080c5f6abee
172700,138351,18,3,2,0,76561198004115516,cadiaN,1,0,6c692080c5f6abee
187130,150230,19,5,3,0,76561198013243326,Aleksib,0,0,6c692080c5f6abee
