checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
5bb16082b6d7bf2b,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\BLAST Premier World Final 2024\g2-vs-vitality-m2-inferno.dem,g2-vs-vitality-m2-inferno,2024-11-02T07:49:06-03:00,esl,GOTV,,de_inferno,BLAST Premier 2024,SourceTV Demo,191312,64.000000,79.853128,2989.000000,14042,10203,0,0,casual,0,124,41,125,3711,Vitality,2,0,24,0
