frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
5059,4100,1,5,2,0,76561198063336407,Spinx,0,0,b3f709fcb800bb07
13233,10712,2,5,2,0,76561197989744167,apEX,0,0,b3f709fcb800bb07
42703,34349,5,4,3,0,76561198157388473,Lucaozy,0,1,b3f709fcb800bb07
58326,46566,6,5,3,0,76561197985565685," saffee",0,0,b3f709fcb800bb07
79440,63552,8,4,2,0,76561197978835160," flameZ",0,2,b3f709fcb800bb07
91473,73230,9,2,3,0,76561198388056582,drop,0,0,b3f709fcb800bb07
97538,77910,10,4,3,0,76561198388056582,drop,1,0,b3f709fcb800bb07
114941,92470,11,2,3,0,76561198010496342,exit,0,0,b3f709fcb800bb07
120588,96774,12,4,3,0,76561198388056582,drop,0,0,b3f709fcb800bb07
132241,106605,13,2,2,0,76561197985565685," saffee",0,1,b3f709fcb800bb07
134230,108404,13,1,3,1,76561197973140692,mezii,1,1,b3f709fcb800bb07
144047,116405,14,4,2,0,76561198061423730,insani,0,0,b3f709fcb800bb07
152630,123025,15,4,2,0,76561197985565685," saffee",0,0,b3f709fcb800bb07
160083,128660,16,4,2,0,76561198388056582,drop,0,0,b3f709fcb800bb07
