number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1017,1293,2712,3509,7411,8881,7859,9408,FaZe Clan,G2 Esports,0,1,3,2,4000,4000,4000,4300,3400,3500,pistol,pistol,96000,9,G2 Esports,2,0,f4214f7df48008c1
2,7859,9408,9139,11324,17585,21264,18033,21817,FaZe Clan,G2 Esports,0,2,3,2,11000,18550,10450,19950,10050,18000,force-buy,semi,149997,1,G2 Esports,2,0,f4214f7df48008c1
3,18033,21817,19313,23695,26204,31760,26652,32290,FaZe Clan,G2 Esports,0,3,3,2,12950,18650,9650,21650,2100,5000,semi,full,125794,9,G2 Esports,2,0,f4214f7df48008c1
4,26652,32290,27932,34246,36231,43923,36679,44463,FaZe Clan,G2 Esports,1,3,3,2,26850,31500,27600,24400,26400,16800,full,full,147175,7,FaZe Clan,3,0,f4214f7df48008c1
5,36679,44463,37959,46281,43643,53126,44091,53646,FaZe Clan,G2 Esports,1,4,3,2,19350,25900,30350,23450,16850,22750,full,full,109600,9,G2 Esports,2,0,f4214f7df48008c1
6,46307,56907,47587,58726,50055,61705,50503,62261,FaZe Clan,G2 Esports,1,5,3,2,15100,21200,6300,25650,6100,18900,semi,full,60702,9,G2 Esports,2,0,f4214f7df48008c1
7,50503,62261,51783,64210,55441,68709,55889,69241,FaZe Clan,G2 Esports,1,6,3,2,23500,19850,24600,26850,23100,3600,full,full,81577,9,G2 Esports,2,0,f4214f7df48008c1
8,55889,69241,57169,71206,61892,76835,62340,77365,FaZe Clan,G2 Esports,1,7,3,2,18300,34000,10550,27350,9950,16200,semi,full,96076,9,G2 Esports,2,0,f4214f7df48008c1
9,62340,77365,63620,79378,69720,86718,70168,87238,FaZe Clan,G2 Esports,2,7,3,2,26850,35450,27650,27850,26650,16800,full,full,118330,8,FaZe Clan,3,0,f4214f7df48008c1
10,70168,87238,71448,89180,78612,97703,79060,98246,FaZe Clan,G2 Esports,2,8,3,2,17550,26550,26950,24050,16150,23250,full,full,132398,9,G2 Esports,2,0,f4214f7df48008c1
11,81044,100870,82324,102700,88436,109832,88884,110386,FaZe Clan,G2 Esports,3,8,3,2,16600,20950,9650,25900,9050,15250,semi,full,113383,8,FaZe Clan,3,0,f4214f7df48008c1
12,88884,110386,90164,112371,93701,116820,97189,120735,FaZe Clan,G2 Esports,3,9,3,2,25900,12700,30500,12250,18850,12350,full,force-buy,81400,9,G2 Esports,2,0,f4214f7df48008c1
13,97189,120735,98885,123100,104773,129915,105221,130456,FaZe Clan,G2 Esports,3,10,2,3,4000,4000,4200,4350,3400,3550,pistol,pistol,116141,7,G2 Esports,3,0,f4214f7df48008c1
14,105221,130456,106501,132234,113246,140138,113694,140654,FaZe Clan,G2 Esports,3,11,2,3,14300,19750,13750,21200,13350,19450,force-buy,semi,122492,8,G2 Esports,3,0,f4214f7df48008c1
15,113694,140654,114974,142632,117863,146112,118311,146664,FaZe Clan,G2 Esports,3,12,2,3,14150,18650,5400,24500,5400,15300,semi,full,69052,8,G2 Esports,3,0,f4214f7df48008c1
16,118311,146664,119591,148457,128003,158226,128003,158226,FaZe Clan,G2 Esports,3,13,2,3,9800,23850,24200,28350,23000,11050,full,full,146277,7,G2 Esports,3,0,f4214f7df48008c1
