frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
6485,5380,1,3,3,0,76561197977105184,jks,0,1,e2c504ef47a8744b
12902,10529,2,5,3,0,76561198134401925,YEKINDAR,0,1,e2c504ef47a8744b
24582,20039,3,3,3,0,76561197977105184,jks,1,0,e2c504ef47a8744b
37186,30330,4,3,2,0,76561197985565685," saffee",0,0,e2c504ef47a8744b
73193,59785,7,2,2,0,76561198157388473,Lucaozy,0,1,e2c504ef47a8744b
73937,60446,7,1,3,1,76561197977105184,jks,1,1,e2c504ef47a8744b
81851,66869,8,4,2,0,76561198388056582,drop,0,0,e2c504ef47a8744b
89687,72944,9,2,2,1,76561197985565685," saffee",0,0,e2c504ef47a8744b
106026,85941,10,2,2,0,76561197985565685," saffee",1,0,e2c504ef47a8744b
114839,92963,11,3,2,0,76561198157388473,Lucaozy,0,0,e2c504ef47a8744b
123575,99719,12,4,2,0,76561198061423730,insani,0,0,e2c504ef47a8744b
154614,125497,15,3,3,0,76561198010496342,exit,0,1,e2c504ef47a8744b
165313,134142,16,2,2,0,76561197977105184,jks,1,0,e2c504ef47a8744b
175039,141503,17,4,3,0,76561198061423730,insani,0,1,e2c504ef47a8744b
183708,148300,18,5,3,0,76561198010496342,exit,0,0,e2c504ef47a8744b
