number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1017,1363,2712,3713,6238,7909,6686,8469,Team Spirit,Team Liquid,1,0,3,2,4000,4000,4150,4350,3550,3350,pistol,pistol,82373,7,Team Spirit,3,0,d62ae962a7eb3c3b
2,6686,8469,7966,10290,13961,17649,14409,18188,Team Spirit,Team Liquid,1,1,3,2,19750,14350,20100,14050,17600,13350,semi,force-buy,115519,9,Team Liquid,2,0,d62ae962a7eb3c3b
3,14409,18188,15689,20066,24602,30774,25050,31308,Team Spirit,Team Liquid,1,2,3,2,10650,19050,10350,21250,9950,16750,force-buy,full,158379,1,Team Liquid,2,0,d62ae962a7eb3c3b
4,25050,31308,39610,49657,48360,59972,48808,60503,Team Spirit,Team Liquid,1,3,3,2,10200,20400,8600,22350,600,6200,semi,full,360702,1,Team Liquid,2,0,d62ae962a7eb3c3b
5,48808,60503,50088,62278,57840,71650,58288,72175,Team Spirit,Team Liquid,2,3,3,2,21900,33200,23800,23900,21650,9200,full,full,140271,7,Team Spirit,3,0,d62ae962a7eb3c3b
6,61214,75868,62494,77635,69920,86487,70368,87001,Team Spirit,Team Liquid,2,4,3,2,19550,35500,24350,22950,17350,21950,full,full,133627,1,Team Liquid,2,0,d62ae962a7eb3c3b
7,70368,87001,71648,88780,78436,96853,78884,97381,Team Spirit,Team Liquid,3,4,3,2,12400,32550,7000,27350,1400,12800,semi,full,123975,8,Team Spirit,3,0,d62ae962a7eb3c3b
8,81772,101146,83052,102976,89396,110601,89844,111158,Team Spirit,Team Liquid,3,5,3,2,28750,27350,28800,23200,16250,22200,full,full,118979,1,Team Liquid,2,0,d62ae962a7eb3c3b
9,89844,111158,91124,112972,95390,118172,95838,118718,Team Spirit,Team Liquid,3,6,3,2,19800,24150,25750,21400,18050,12800,full,full,88262,1,Team Liquid,2,0,d62ae962a7eb3c3b
10,98102,121675,99382,123451,108577,134386,109025,134919,Team Spirit,Team Liquid,4,6,3,2,11550,30350,22550,25600,10750,7700,full,full,159952,7,Team Spirit,3,0,d62ae962a7eb3c3b
11,109025,134919,110305,136925,118856,147239,119304,147807,Team Spirit,Team Liquid,5,6,3,2,21300,34150,25250,27650,18300,26850,full,full,155032,7,Team Spirit,3,0,d62ae962a7eb3c3b
12,119304,147807,120584,149729,123813,153812,127301,157718,Team Spirit,Team Liquid,6,6,3,2,23200,20600,30500,20100,20950,19700,full,full,75565,8,Team Spirit,3,0,d62ae962a7eb3c3b
13,127301,157718,128997,159925,132730,164264,133178,164826,Team Spirit,Team Liquid,7,6,2,3,4000,4000,4250,4250,3450,3450,pistol,pistol,82373,9,Team Spirit,2,0,d62ae962a7eb3c3b
14,133178,164826,134458,166689,137331,170269,137779,170850,Team Spirit,Team Liquid,8,6,2,3,18600,10050,18700,1200,16000,200,semi,eco,68493,9,Team Spirit,2,0,d62ae962a7eb3c3b
15,137779,170850,139059,172592,141840,175964,142288,176529,Team Spirit,Team Liquid,9,6,2,3,20750,22150,21850,12650,8700,11350,full,semi,64353,9,Team Spirit,2,0,d62ae962a7eb3c3b
16,142288,176529,143568,178439,149991,186227,150439,186773,Team Spirit,Team Liquid,9,7,2,3,30400,25900,23700,26450,6800,25250,full,full,122037,8,Team Liquid,3,0,d62ae962a7eb3c3b
17,150439,186773,151719,188477,159321,197812,159769,198333,Team Spirit,Team Liquid,10,7,2,3,30900,18400,24800,28800,24000,10850,full,full,138912,1,Team Spirit,2,0,d62ae962a7eb3c3b
18,162054,201216,163334,203130,170183,211361,170631,211875,Team Spirit,Team Liquid,11,7,2,3,25000,19550,25400,29550,5800,10250,full,full,127662,1,Team Spirit,2,0,d62ae962a7eb3c3b
19,170631,211875,171911,213624,179473,222724,179921,223250,Team Spirit,Team Liquid,12,7,2,3,37600,24100,27750,29150,10850,11950,full,full,136521,1,Team Spirit,2,0,d62ae962a7eb3c3b
20,182146,226087,183426,227891,192081,238254,192529,238790,Team Spirit,Team Liquid,12,8,2,3,44750,29750,27750,32500,13100,20400,full,full,153107,7,Team Liquid,3,0,d62ae962a7eb3c3b
21,194878,241842,196158,243639,201686,250457,202134,251004,Team Spirit,Team Liquid,12,9,2,3,42550,28050,27250,32600,26550,15200,full,full,108409,8,Team Liquid,3,0,d62ae962a7eb3c3b
22,202134,251004,203414,252789,209350,260120,209350,260120,Team Spirit,Team Liquid,13,9,2,3,22700,28500,22450,30550,21450,14200,full,full,114713,9,Team Spirit,2,0,d62ae962a7eb3c3b
