frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
8957,7476,1,3,3,0,76561197977105184,jks,0,0,8855159dbc2f9b32
19665,16245,2,2,3,0,76561198016255205,Twistzz,0,0,8855159dbc2f9b32
31125,25769,3,4,3,0,76561198134401925,YEKINDAR,0,0,8855159dbc2f9b32
42259,34914,4,2,2,0,76561198081484775,sh1ro,0,0,8855159dbc2f9b32
62295,50981,6,3,2,0,76561198081484775,sh1ro,1,0,8855159dbc2f9b32
83000,67692,8,4,3,0,76561198001151695," NAF-FLY",0,0,8855159dbc2f9b32
106080,86720,10,4,2,0,76561198995880877,zont1x,1,1,8855159dbc2f9b32
120111,97898,11,3,2,0,76561199063238565,magixx,0,1,8855159dbc2f9b32
131683,107304,12,2,2,0,76561198045898864,chopper,0,1,8855159dbc2f9b32
131951,107542,12,1,3,1,76561197977105184,jks,1,1,8855159dbc2f9b32
144776,118446,13,2,2,1,76561198016255205,Twistzz,1,2,8855159dbc2f9b32
145200,118821,13,1,3,0,76561199063238565,magixx,0,0,8855159dbc2f9b32
156549,128015,14,4,2,0,76561198016255205,Twistzz,0,0,8855159dbc2f9b32
163765,133691,15,5,2,0,76561197977105184,jks,0,0,8855159dbc2f9b32
168689,137379,16,4,2,0,76561198134401925,YEKINDAR,0,0,8855159dbc2f9b32
180463,146951,17,3,2,0,76561198001151695," NAF-FLY",0,0,8855159dbc2f9b32
192879,156691,18,5,2,0,76561198001151695," NAF-FLY",0,1,8855159dbc2f9b32
208150,169116,19,3,2,1,76561198016255205,Twistzz,1,2,8855159dbc2f9b32
208464,169398,19,1,3,0,76561199063238565,magixx,1,0,8855159dbc2f9b32
227269,184124,21,3,3,0,76561198081484775,sh1ro,1,1,8855159dbc2f9b32
242147,196609,22,3,3,0,76561198081484775,sh1ro,0,0,8855159dbc2f9b32
251260,203894,23,2,2,1,76561198016255205,Twistzz,1,2,8855159dbc2f9b32
251317,203941,23,1,3,0,76561198081484775,sh1ro,0,0,8855159dbc2f9b32
261853,212424,24,5,2,0,76561198283989223,ultimate,0,0,8855159dbc2f9b32
