number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1018,1328,4937,6450,9576,11817,10024,12346,Team Spirit,MOUZ,0,1,3,2,4000,4000,4250,4350,3450,3350,pistol,pistol,130769,9,MOUZ,2,0,d538f36cb94c95e3
2,10024,12346,11304,14193,20255,24742,20703,25291,Team Spirit,MOUZ,0,2,3,2,11250,18700,11350,19350,10450,18350,force-buy,semi,154544,1,MOUZ,2,0,d538f36cb94c95e3
3,20703,25291,21983,27132,27906,34218,28354,34745,Team Spirit,MOUZ,0,3,3,2,12800,19650,3400,22150,1850,5650,eco,full,111295,1,MOUZ,2,0,d538f36cb94c95e3
4,28354,34745,29634,36585,36443,44715,36891,45260,Team Spirit,MOUZ,1,3,3,2,25750,32700,26400,24400,22150,11650,full,full,124298,8,Team Spirit,3,0,d538f36cb94c95e3
5,36891,45260,38171,47138,45531,55930,45979,56452,Team Spirit,MOUZ,2,3,3,2,20950,28950,27450,27150,16450,26450,full,full,133025,12,Team Spirit,3,0,d538f36cb94c95e3
6,45979,56452,47259,58224,51890,63985,52338,64517,Team Spirit,MOUZ,2,4,3,2,21950,10100,29250,12800,9800,9400,full,force-buy,93915,9,MOUZ,2,0,d538f36cb94c95e3
7,55246,68489,56526,70380,60733,75502,61181,76047,Team Spirit,MOUZ,2,5,3,2,22850,18250,24000,21700,22600,17000,full,full,87432,9,MOUZ,2,0,d538f36cb94c95e3
8,61181,76047,62461,77972,67886,84495,68334,85032,Team Spirit,MOUZ,3,5,3,2,12750,19000,3850,25600,3850,13950,eco,full,105323,7,Team Spirit,3,0,d538f36cb94c95e3
9,70615,88141,71895,89987,78564,98043,79012,98557,Team Spirit,MOUZ,4,5,3,2,28200,16050,30350,16600,20400,15700,full,force-buy,123450,7,Team Spirit,3,0,d538f36cb94c95e3
10,79012,98557,80292,100512,83950,105128,84398,105672,Team Spirit,MOUZ,5,5,3,2,27100,14350,28000,14400,21900,14000,full,force-buy,81922,7,Team Spirit,3,0,d538f36cb94c95e3
11,84398,105672,85678,107549,91347,114409,91795,114963,Team Spirit,MOUZ,6,5,3,2,24500,15950,29000,5850,10700,5850,full,semi,108926,8,Team Spirit,3,0,d538f36cb94c95e3
12,94315,118279,95595,119997,103524,129547,107012,133472,Team Spirit,MOUZ,6,6,3,2,31550,24900,31850,25400,17150,24600,full,full,140481,9,MOUZ,2,0,d538f36cb94c95e3
13,107012,133472,108708,135769,113669,141509,114117,142063,Team Spirit,MOUZ,7,6,2,3,4000,4000,4300,4650,3500,3550,pistol,pistol,100199,1,Team Spirit,2,0,d538f36cb94c95e3
14,114117,142063,115397,143909,119209,148580,119657,149135,Team Spirit,MOUZ,8,6,2,3,19500,10250,19350,11150,17850,9800,semi,force-buy,81249,9,Team Spirit,2,0,d538f36cb94c95e3
15,119657,149135,120937,150960,124142,154872,124590,155427,Team Spirit,MOUZ,9,6,2,3,20300,12750,20700,1600,7550,1000,full,eco,71524,9,Team Spirit,2,0,d538f36cb94c95e3
16,127141,158870,128421,160738,135782,169534,136230,170070,Team Spirit,MOUZ,10,6,2,3,30800,26550,21950,27150,7600,26150,full,full,132950,9,Team Spirit,2,0,d538f36cb94c95e3
17,136230,170070,137510,171979,143530,179068,143978,179646,Team Spirit,MOUZ,11,6,2,3,41550,18000,24050,8150,11450,7950,full,semi,112180,1,Team Spirit,2,0,d538f36cb94c95e3
18,146273,182807,147553,184852,150291,188344,150739,188917,Team Spirit,MOUZ,11,7,2,3,49100,27650,23950,28450,8300,26000,full,full,69031,8,MOUZ,3,0,d538f36cb94c95e3
19,150739,188917,152019,190895,160464,201050,160912,201576,Team Spirit,MOUZ,12,7,2,3,48400,19200,27250,30500,26250,13450,full,full,151265,1,Team Spirit,2,0,d538f36cb94c95e3
20,160912,201576,162192,203536,166765,209130,166765,209130,Team Spirit,MOUZ,13,7,2,3,45300,18200,27250,25200,13700,19750,full,full,94177,9,Team Spirit,2,0,d538f36cb94c95e3
