frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7018,5508,1,5,2,0,76561197989430253," karrigan",0,0,c41bd8610a8ab9b6
14206,10958,2,3,2,0,76561198068422762,frozen,0,1,c41bd8610a8ab9b6
28076,22499,3,2,2,1,76561197991272318,ropz,0,0,c41bd8610a8ab9b6
40612,32789,4,2,3,0,76561198855375325,Jimpphat,0,0,c41bd8610a8ab9b6
53730,43616,5,4,3,0,76561198355739212,torzsi,0,0,c41bd8610a8ab9b6
65006,51949,6,5,3,0,76561198193174134,xertioN,0,1,c41bd8610a8ab9b6
83449,66306,8,2,2,0,76561198201620490,broky,0,0,c41bd8610a8ab9b6
96284,76550,9,5,2,0,76561198201620490,broky,0,0,c41bd8610a8ab9b6
124670,98658,11,5,3,0,76561198138828475,Brollan,0,1,c41bd8610a8ab9b6
134908,106584,12,5,3,0,76561198193174134,xertioN,0,0,c41bd8610a8ab9b6
146855,116525,13,5,3,0,76561197991272318,ropz,1,0,c41bd8610a8ab9b6
157487,125009,14,2,3,0,76561197991272318,ropz,0,0,c41bd8610a8ab9b6
162382,128547,15,5,3,0,76561197997351207,rain,0,0,c41bd8610a8ab9b6
172599,136774,16,3,2,1,76561198355739212,torzsi,1,3,c41bd8610a8ab9b6
173408,137487,16,1,3,0,76561197997351207,rain,0,0,c41bd8610a8ab9b6
195692,155104,18,4,2,0,76561198855375325,Jimpphat,1,0,c41bd8610a8ab9b6
209229,166184,19,3,2,0,76561198193174134,xertioN,0,1,c41bd8610a8ab9b6
218971,173632,20,4,2,0,76561198193174134,xertioN,0,0,c41bd8610a8ab9b6
230109,182407,21,4,2,0,76561198138828475,Brollan,0,1,c41bd8610a8ab9b6
249093,197362,23,5,2,0,76561198855375325,Jimpphat,0,0,c41bd8610a8ab9b6
