frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
8309,6554,1,3,3,0,76561198013243326,Aleksib,0,0,614394a2c0c3e48
14094,10923,2,5,3,0,76561198246607476,b1t,0,0,614394a2c0c3e48
25249,19713,3,3,3,0,76561198013243326,Aleksib,0,0,614394a2c0c3e48
37258,29340,4,2,3,0,76561198176878303,jL,0,0,614394a2c0c3e48
50550,39636,5,2,3,0,76561198050250233,iM,0,0,614394a2c0c3e48
61621,48615,6,2,2,0,76561198081484775,sh1ro,0,0,614394a2c0c3e48
75042,59221,7,3,3,0,76561199063068840,w0nderful,0,0,614394a2c0c3e48
83388,65668,8,5,3,0,76561198013243326,Aleksib,1,2,614394a2c0c3e48
97726,77571,9,2,3,1,76561198176878303,jL,1,2,614394a2c0c3e48
97969,77802,9,1,2,0,76561198386265483,donk,0,0,614394a2c0c3e48
110268,87421,10,5,3,0,76561198013243326,Aleksib,0,2,614394a2c0c3e48
125343,99791,11,5,3,0,76561199063068840,w0nderful,0,0,614394a2c0c3e48
136227,108464,12,4,3,0,76561198050250233,iM,0,0,614394a2c0c3e48
146705,117093,13,3,2,0,76561198013243326,Aleksib,0,0,614394a2c0c3e48
153994,122685,14,4,2,0,76561199063068840,w0nderful,0,0,614394a2c0c3e48
163510,129827,15,5,2,0,76561199063068840,w0nderful,0,1,614394a2c0c3e48
