frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
4111,3344,1,3,3,0,76561198074017668,lux,0,2,ec084c64c577b027
4384,3589,1,1,2,1,76561198041416993,dycha,1,1,ec084c64c577b027
29299,24649,3,3,3,0,76561198385657675,kauez,0,0,ec084c64c577b027
36178,30191,4,4,2,0,76561198126171426,DemQQ,0,0,ec084c64c577b027
47069,39319,5,3,2,0,76561198050922008,hades,1,0,ec084c64c577b027
61323,51020,6,4,2,0,76561198041416993,dycha,0,0,ec084c64c577b027
66250,55038,7,5,2,0,76561198296417934,kRaSnaL,0,2,ec084c64c577b027
75423,62467,8,3,2,0,76561198296417934,kRaSnaL,0,0,ec084c64c577b027
84326,69622,9,5,2,0,76561198050922008,hades,0,0,ec084c64c577b027
93589,77100,10,3,2,0,76561198081687729,KEi,0,0,ec084c64c577b027
103293,85084,11,2,2,1,76561198050922008,hades,1,2,ec084c64c577b027
103565,85324,11,1,3,0,76561198350342505,nqz,0,0,ec084c64c577b027
112576,92561,12,3,2,0,76561198126171426,DemQQ,0,0,ec084c64c577b027
136446,112826,13,2,2,0,76561198074017668,lux,0,0,ec084c64c577b027
145624,120559,14,5,2,0,76561198074017668,lux,0,0,ec084c64c577b027
155581,128679,15,3,2,0,76561198385657675,kauez,0,1,ec084c64c577b027
165548,137011,16,5,3,0,76561198126171426,DemQQ,1,2,ec084c64c577b027
180431,148994,17,2,2,0,76561198015308884,biguzera,1,1,ec084c64c577b027
180879,149383,17,1,3,1,76561198081687729,KEi,1,0,ec084c64c577b027
187795,155067,18,2,3,1,76561198050922008,hades,1,2,ec084c64c577b027
187912,155170,18,1,2,0,76561198385657675,kauez,0,0,ec084c64c577b027
201606,166560,19,2,3,0,76561198050922008,hades,0,1,ec084c64c577b027
202098,166983,19,1,2,1,76561198350342505,nqz,1,1,ec084c64c577b027
214975,177615,20,3,3,0,76561198081687729,KEi,0,1,ec084c64c577b027
226600,187445,21,3,3,0,76561198126171426,DemQQ,1,0,ec084c64c577b027
232839,192469,22,2,3,0,76561198296417934,kRaSnaL,0,1,ec084c64c577b027
233270,192842,22,1,2,1,76561198350342505,nqz,1,1,ec084c64c577b027
