checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
ec084c64c577b027,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\ESL Challenger Katowice 2024\pain-vs-monte-vertigo.dem,pain-vs-monte-vertigo,2024-10-25T10:39:44-03:00,esl,GOTV,,de_vertigo,ESL Match Server #1,SourceTV Demo,195814,64.000000,77.337692,3059.000000,14041,10203,0,0,casual,0,153,61,153,3751,Team A,2,0,24,0
