number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1240,1755,7684,9150,8004,9534,Team A,Team B,0,1,3,2,4000,4000,4100,4350,3300,3350,pistol,pistol,114988,1,Team B,2,0,c4679dd1ddb9c0f6
2,8004,9534,9284,11493,14148,17360,14468,17739,Team A,Team B,1,1,3,2,10800,19650,11100,20200,10300,19100,force-buy,full,98360,8,Team A,3,0,c4679dd1ddb9c0f6
3,14468,17739,15748,19579,25020,30603,25340,30999,Team A,Team B,1,2,3,2,19450,8450,21900,7950,16250,7750,semi,force-buy,161680,1,Team B,2,0,c4679dd1ddb9c0f6
4,28293,34864,29573,36631,36933,45398,37253,45792,Team A,Team B,2,2,3,2,11100,19700,16150,22600,10650,13700,force-buy,full,132395,12,Team A,3,0,c4679dd1ddb9c0f6
5,37253,45792,38533,47644,45579,56157,45899,56574,Team A,Team B,2,3,3,2,18200,10200,24350,17350,7550,9750,full,force-buy,130271,9,Team B,2,0,c4679dd1ddb9c0f6
6,45899,56574,47179,58442,52015,64293,52335,64673,Team A,Team B,2,4,3,2,18550,18500,19400,23850,18400,15250,force-buy,full,97015,1,Team B,2,0,c4679dd1ddb9c0f6
7,54461,67467,55741,69239,61423,76017,61743,76409,Team A,Team B,2,5,3,2,10250,22550,9000,25300,200,16900,semi,full,107459,1,Team B,2,0,c4679dd1ddb9c0f6
8,61743,76409,63023,78316,69298,85834,69618,86224,Team A,Team B,3,5,3,2,22650,24350,24500,26150,16900,14650,full,full,118457,7,Team A,3,0,c4679dd1ddb9c0f6
9,69618,86224,70898,88223,79197,98243,79517,98643,Team A,Team B,3,6,3,2,24750,20800,27200,26250,21950,19000,full,full,151059,9,Team B,2,0,c4679dd1ddb9c0f6
10,79517,98643,80797,100585,87814,108798,88134,109182,Team A,Team B,3,7,3,2,12700,19650,4450,27250,3850,13000,eco,full,127632,1,Team B,2,0,c4679dd1ddb9c0f6
11,88134,109182,89414,111032,96774,119745,97094,120111,Team A,Team B,4,7,3,2,22350,25250,25100,26550,19950,19100,full,full,132760,12,Team A,3,0,c4679dd1ddb9c0f6
12,97094,120111,98374,121899,104446,129187,104990,129833,Team A,Team B,4,8,3,2,19250,11750,31550,16500,14150,11400,full,force-buy,114070,9,Team B,2,0,c4679dd1ddb9c0f6
13,104990,129833,117937,146039,121529,150247,121849,150630,Team A,Team B,5,8,2,3,4000,4000,4650,5000,3450,3400,pistol,pistol,256571,9,Team A,2,0,c4679dd1ddb9c0f6
14,121849,150630,123129,152545,130489,161375,130809,161789,Team A,Team B,5,9,2,3,18600,11000,18900,11000,18200,10600,semi,force-buy,135047,12,Team B,3,0,c4679dd1ddb9c0f6
15,130809,161789,132089,163718,137515,170403,137835,170838,Team A,Team B,5,10,2,3,6300,18150,9250,25300,5950,12150,force-buy,full,108264,8,Team B,3,0,c4679dd1ddb9c0f6
16,137835,170838,139115,172736,141700,175901,142020,176318,Team A,Team B,5,11,2,3,9850,23750,1500,25700,700,5500,eco,full,63633,8,Team B,3,0,c4679dd1ddb9c0f6
17,143969,178793,145249,180555,149706,186013,150026,186429,Team A,Team B,5,12,2,3,21150,36000,21400,26100,20400,3500,full,full,90743,8,Team B,3,0,c4679dd1ddb9c0f6
18,150026,186429,151306,188349,153925,191765,153925,191765,Team A,Team B,5,13,2,3,18600,53150,16450,28800,15450,14850,force-buy,full,67065,8,Team B,3,0,c4679dd1ddb9c0f6
