number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,1250,1737,3948,4849,4268,5238,Team A,Team B,0,1,3,2,4000,4000,4250,4500,3250,3300,pistol,pistol,60058,9,Team B,2,0,ea033a32584d3430
2,4268,5238,5548,7128,10011,12515,10331,12899,Team A,Team B,1,1,3,2,11150,18750,10750,19900,10050,17950,force-buy,semi,90150,7,Team A,3,0,ea033a32584d3430
3,10331,12899,11611,14629,18871,23489,19191,23903,Team A,Team B,2,1,3,2,20700,12600,24600,12750,19050,12250,full,force-buy,131192,7,Team A,3,0,ea033a32584d3430
4,19191,23903,20471,25694,22537,28271,22857,28691,Team A,Team B,3,1,3,2,21850,13450,28300,6600,10400,6200,full,semi,54112,8,Team A,3,0,ea033a32584d3430
5,22857,28691,24137,30517,29245,36746,29565,37185,Team A,Team B,4,1,3,2,29200,19250,28400,20150,4500,19150,full,full,99788,8,Team A,3,0,ea033a32584d3430
6,29565,37185,30845,39044,36405,45823,36725,46213,Team A,Team B,5,1,3,2,42450,14600,29000,8550,6400,8550,full,semi,107010,8,Team A,3,0,ea033a32584d3430
7,38699,48898,39979,50630,47465,59678,47785,60053,Team A,Team B,5,2,3,2,53800,23650,31150,24200,16650,23000,full,full,133546,1,Team B,2,0,ea033a32584d3430
8,47785,60053,49065,61888,54028,67873,54348,68286,Team A,Team B,5,3,3,2,44250,19350,29500,25200,18150,8700,full,full,96877,1,Team B,2,0,ea033a32584d3430
9,56471,71034,57751,72834,64563,81289,64883,81682,Team A,Team B,6,3,3,2,36200,29650,29500,25200,21650,12800,full,full,127042,7,Team A,3,0,ea033a32584d3430
10,64883,81682,66163,83521,74128,93002,74448,93400,Team A,Team B,7,3,3,2,33450,32750,29350,26450,15200,25450,full,full,140236,7,Team A,3,0,ea033a32584d3430
11,76709,96434,77989,98263,82787,104076,83107,104475,Team A,Team B,8,3,3,2,37350,26000,30250,25650,17700,24150,full,full,94671,7,Team A,3,0,ea033a32584d3430
12,83107,104475,84387,106347,85738,108168,86282,108856,Team A,Team B,9,3,3,2,38950,22750,32250,22800,22650,21600,full,full,45750,8,Team A,3,0,ea033a32584d3430
13,86282,108856,99235,124807,102944,129134,103264,129513,Team A,Team B,9,4,2,3,4000,4000,4350,4700,3450,3400,pistol,pistol,251211,8,Team B,3,0,ea033a32584d3430
14,103264,129513,104544,131340,106683,134082,107003,134482,Team A,Team B,9,5,2,3,10650,18350,10450,19700,10250,17950,force-buy,semi,56602,8,Team B,3,0,ea033a32584d3430
15,107003,134482,108283,136351,113428,142529,113748,142923,Team A,Team B,9,6,2,3,12700,18150,3000,24300,2600,8550,eco,full,99689,8,Team B,3,0,ea033a32584d3430
16,113748,142923,115028,144843,119950,150837,120270,151219,Team A,Team B,9,7,2,3,24900,27650,25400,27700,24100,10250,full,full,98041,8,Team B,3,0,ea033a32584d3430
17,122697,154549,123977,156423,128085,161487,128405,161872,Team A,Team B,9,8,2,3,18700,35250,9100,28000,9100,19100,semi,full,85950,8,Team B,3,0,ea033a32584d3430
18,128405,161872,129685,163705,139055,174949,139375,175331,Team A,Team B,10,8,2,3,26900,33900,26400,30600,25700,10600,full,full,162002,1,Team A,2,0,ea033a32584d3430
19,139375,175331,140655,177176,144497,181983,144817,182376,Team A,Team B,10,9,2,3,19700,30700,24200,30400,15800,18550,full,full,82407,8,Team B,3,0,ea033a32584d3430
20,144817,182376,146097,184162,150855,189989,151175,190375,Team A,Team B,10,10,2,3,18400,29900,19100,30450,18000,5450,force-buy,full,94312,8,Team B,3,0,ea033a32584d3430
21,154069,194213,155349,195928,158092,199425,158412,199815,Team A,Team B,10,11,2,3,17700,42200,9600,30850,9200,10700,semi,full,64568,8,Team B,3,0,ea033a32584d3430
22,158412,199815,159692,201669,167246,210668,167566,211051,Team A,Team B,11,11,2,3,26100,49250,26500,31450,25200,14900,full,full,134450,9,Team A,2,0,ea033a32584d3430
23,170275,214729,171555,216517,175374,221284,175694,221698,Team A,Team B,12,11,2,3,18750,42550,22250,30550,16850,30050,full,full,81205,9,Team A,2,0,ea033a32584d3430
24,175694,221698,176974,223622,180078,227562,180078,227562,Team A,Team B,13,11,2,3,23200,12500,28450,23000,14800,22000,full,full,72645,9,Team A,2,0,ea033a32584d3430
