name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
headtr1ck,76561198359519930,43,Team B,13,4,12,4,30,1.083333,77.272728,64.227272,0.590909,0.545455,1.318182,3,-1,0,0,0,3,0,0,1413,130,29,7,5,10,6,5,3,1,1,0,0,4,4,9,6,5,1,1,2,4,0,1,6,2,1,0,0,1.069251,0.997286,CSGO-r9Bfj-r2Sxh-7XkvR-sCpBb-OnMHA,1,0,191fd7f9b8ec76a6
alex666,76561198304115519,43,Team B,16,8,15,7,43,1.066667,72.727272,84.636360,0.727273,0.681818,2.863636,1,-1,0,0,0,0,0,0,1862,285,63,7,5,10,6,5,3,1,1,0,0,4,4,9,6,5,3,3,7,5,0,0,9,2,1,0,0,1.164688,0.999692,CSGO-ZsHQM-DfKAp-DZTFR-V3aAJ-pBtdA,2,0,191fd7f9b8ec76a6
npl,76561198305036904,38,Team B,12,4,14,6,50,0.857143,72.727272,58.500000,0.545455,0.636364,2.045455,3,-1,0,0,0,2,1,0,1287,233,45,8,6,11,7,6,5,3,3,2,2,3,3,8,5,4,2,3,3,3,0,1,6,3,0,0,0,0.930008,0.832226,CSGO-9n8F3-OtAC3-E6R5t-Me7Ws-Ed7iL,3,0,191fd7f9b8ec76a6
MAJ3R,76561197967432889,31,Team A,12,2,10,8,66,1.200000,81.818184,52.772728,0.545455,0.454545,3.136364,1,-1,0,0,0,1,0,0,1161,217,69,7,5,10,6,5,4,2,2,1,1,3,3,8,5,4,1,1,2,4,0,0,6,3,0,0,0,1.065879,0.980926,CSGO-dB2kZ-vRqYD-jr9OB-hqiVw-HvD7K,4,0,191fd7f9b8ec76a6
Wicadia,76561198812513923,23,Team A,9,3,13,7,77,0.692308,72.727272,56.409092,0.409091,0.590909,3.272727,2,-1,0,0,0,0,0,0,1241,150,72,5,3,8,4,3,3,1,1,0,0,2,2,7,4,3,2,4,2,3,0,0,5,2,0,0,0,0.825148,0.729103,CSGO-CzowW-TedEH-NEGcw-8rBFi-kaywQ,1,0,191fd7f9b8ec76a6
esenthial,76561199149812353,28,Team B,9,4,16,5,55,0.562500,72.727272,49.227272,0.409091,0.727273,3.863636,2,-1,0,0,0,1,1,0,1083,230,85,6,4,9,5,4,3,1,1,0,0,3,3,8,5,4,2,2,1,6,0,0,7,1,0,0,0,0.734026,0.591211,CSGO-DzrXb-QXuir-mvA6s-6bAtd-OnMHA,0,0,191fd7f9b8ec76a6
cptkurtka023,76561198136488014,51,Team B,18,5,13,9,50,1.384615,77.272728,81.590912,0.818182,0.590909,3.409091,4,-1,0,0,0,2,1,0,1795,303,75,9,7,12,8,7,5,3,3,2,2,4,4,9,6,5,2,3,6,3,0,1,4,5,0,1,0,1.301560,1.308195,CSGO-NHzbj-qcWOe-L7RQu-qGZcK-PLzMM,4,0,191fd7f9b8ec76a6
woxic,76561198083485506,41,Team A,16,6,15,4,25,1.066667,90.909096,87.681816,0.727273,0.681818,3.045455,1,-1,0,0,0,1,0,0,1929,156,67,10,8,13,9,8,3,1,1,0,0,7,7,12,9,8,5,1,4,3,0,0,12,2,0,0,0,1.298104,0.920592,CSGO-hVyt6-6w7hL-hQyc6-xReeD-3sNkO,0,0,191fd7f9b8ec76a6
XANTARES,76561198044118796,42,Team A,16,6,13,8,50,1.230769,81.818184,80.636360,0.727273,0.590909,9.318182,4,-1,0,0,0,0,2,0,1774,427,205,6,4,9,5,4,3,1,1,0,0,3,3,8,5,4,3,2,4,5,0,1,7,3,1,0,0,1.257640,1.100409,CSGO-xbpe2-E24RJ-YXNuO-pQvt8-ppNAK,3,0,191fd7f9b8ec76a6
Calyx,76561198052546265,46,Team A,17,3,17,11,64,1.000000,63.636364,74.863640,0.772727,0.772727,1.045455,1,-1,0,0,0,3,0,0,1647,374,23,8,6,11,7,6,3,1,1,0,0,5,5,10,7,6,1,2,6,3,0,1,7,3,0,1,0,1.035252,1.068785,CSGO-roNHs-zXRHO-uJUkC-9DUU8-euzQN,2,0,191fd7f9b8ec76a6
