number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1018,1359,2712,3572,5200,6491,5648,7044,Fnatic,Rare Atom,1,0,3,2,4000,4000,4100,4300,3300,3500,pistol,pistol,62517,8,Fnatic,3,0,14bf5c671e3f6811
2,5648,7044,6928,9046,11541,14636,11989,15176,Fnatic,Rare Atom,2,0,3,2,18450,10000,18350,9600,15500,9600,semi,force-buy,92485,7,Fnatic,3,0,14bf5c671e3f6811
3,11989,15176,13269,17135,18080,22743,18527,23275,Fnatic,Rare Atom,3,0,3,2,22550,16300,27350,7550,14900,7550,full,semi,92180,8,Fnatic,3,0,14bf5c671e3f6811
4,18527,23275,19807,25301,26258,33194,26706,33755,Fnatic,Rare Atom,4,0,3,2,25700,23550,30700,23900,9700,22900,full,full,120832,8,Fnatic,3,0,14bf5c671e3f6811
5,28690,36793,29970,38587,37058,47036,37506,47591,Fnatic,Rare Atom,5,0,3,2,33550,18250,29950,11300,15850,10800,full,semi,124779,7,Fnatic,3,0,14bf5c671e3f6811
6,37506,47591,38786,49537,44748,56701,45196,57268,Fnatic,Rare Atom,6,0,3,2,37000,28650,29750,24800,17900,23800,full,full,110977,8,Fnatic,3,0,14bf5c671e3f6811
7,47180,60236,48460,62335,53917,68919,54365,69458,Fnatic,Rare Atom,6,1,3,2,36850,21850,29550,22450,4200,20750,full,full,105775,1,Rare Atom,2,0,14bf5c671e3f6811
8,56649,72810,57929,74619,66186,84779,66634,85333,Fnatic,Rare Atom,6,2,3,2,39950,19800,28550,27450,18950,8750,full,full,145805,1,Rare Atom,2,0,14bf5c671e3f6811
9,66634,85333,67914,87285,72366,92836,72814,93401,Fnatic,Rare Atom,6,3,3,2,31100,29250,28400,27750,13750,13800,full,full,91401,9,Rare Atom,2,0,14bf5c671e3f6811
10,72814,93401,74094,95536,80986,103770,81434,104302,Fnatic,Rare Atom,6,4,3,2,29650,33300,27000,27750,26300,9000,full,full,126314,1,Rare Atom,2,0,14bf5c671e3f6811
11,81434,104302,82714,106295,87424,111965,87872,112510,Fnatic,Rare Atom,6,5,3,2,17950,43100,10400,27750,6250,9050,semi,full,93350,9,Rare Atom,2,0,14bf5c671e3f6811
12,90038,115818,91318,117905,99862,128220,103350,132138,Fnatic,Rare Atom,6,6,3,2,29300,52100,29050,28750,28750,20300,full,full,151080,9,Rare Atom,2,0,14bf5c671e3f6811
13,103350,132138,107225,137379,111748,142636,112196,143185,Fnatic,Rare Atom,7,6,2,3,4000,4000,4750,4450,3350,3450,pistol,pistol,127885,9,Fnatic,2,0,14bf5c671e3f6811
14,112196,143185,113476,145208,119959,153141,120407,153680,Fnatic,Rare Atom,8,6,2,3,18700,10350,19800,10550,17750,9950,semi,force-buy,121283,1,Fnatic,2,0,14bf5c671e3f6811
15,120407,153680,121687,155713,128757,164181,129205,164709,Fnatic,Rare Atom,9,6,2,3,20550,12700,20300,8100,8300,2550,full,semi,127922,9,Fnatic,2,0,14bf5c671e3f6811
16,129205,164709,130485,166820,137824,175800,138272,176350,Fnatic,Rare Atom,10,6,2,3,30600,25850,22450,26400,15600,25400,full,full,135109,1,Fnatic,2,0,14bf5c671e3f6811
17,140256,179341,141536,181169,147798,188802,148246,189344,Fnatic,Rare Atom,10,7,2,3,34000,17750,26300,24750,9150,15150,full,full,115253,8,Rare Atom,3,0,14bf5c671e3f6811
18,148246,189344,149526,191442,156886,200539,157334,201118,Fnatic,Rare Atom,10,8,2,3,32450,19950,27250,29450,26250,13300,full,full,136376,12,Rare Atom,3,0,14bf5c671e3f6811
19,159543,204450,160823,206345,166590,213469,167038,214023,Fnatic,Rare Atom,10,9,2,3,13800,24100,11650,30350,5500,9450,semi,full,109868,8,Rare Atom,3,0,14bf5c671e3f6811
20,167038,214023,168318,216018,176020,225309,176468,225866,Fnatic,Rare Atom,10,10,2,3,20600,32000,21000,30650,20200,10500,full,full,137485,7,Rare Atom,3,0,14bf5c671e3f6811
21,176468,225866,177748,227889,183056,234443,183504,235008,Fnatic,Rare Atom,10,11,2,3,19100,40600,10600,31250,10600,20600,semi,full,104484,7,Rare Atom,3,0,14bf5c671e3f6811
22,183504,235008,184784,237075,187828,240915,188276,241462,Fnatic,Rare Atom,10,12,2,3,29100,39300,25300,34200,24300,12950,full,full,71958,8,Rare Atom,3,0,14bf5c671e3f6811
23,188276,241462,189556,243509,193105,247896,193105,247896,Fnatic,Rare Atom,10,13,2,3,18500,42450,22500,33100,21500,18600,full,full,78378,8,Rare Atom,3,0,14bf5c671e3f6811
