name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
stanislaw,76561197981849043,42,Wildcard,14,8,21,9,64,0.666667,66.666672,55.866665,0.466667,0.700000,6.866667,4,-1,0,0,0,2,0,0,1676,370,206,9,10,14,10,5,5,0,0,1,0,4,10,14,9,5,1,4,2,5,0,0,8,3,0,0,0,0.783781,0.693260,CSGO-TyYEU-37jU2-CqjwY-LjfEp-kqpJN,2,0,39ae6e5bb5733a72
JBa,76561198184153575,64,Wildcard,26,8,20,12,46,1.300000,83.333328,82.366669,0.866667,0.666667,7.766667,5,-1,0,0,0,2,0,0,2471,359,233,10,11,15,11,6,5,0,0,1,0,5,11,15,10,6,3,2,4,7,0,1,8,6,2,0,0,1.353745,1.228739,CSGO-qSzCs-BRruj-UEKYE-zTwVW-NoRBD,0,0,39ae6e5bb5733a72
phzy,76561198408199043,46,Wildcard,18,6,20,2,11,0.900000,76.666664,79.199997,0.600000,0.666667,3.433333,2,-1,0,0,0,1,1,0,2376,217,103,10,11,15,11,6,7,2,2,3,2,3,9,13,8,4,4,3,5,3,0,1,10,4,0,0,0,1.057814,0.851257,CSGO-CyT9P-DOn6w-zJBQh-o8SLm-3kYbD,4,0,39ae6e5bb5733a72
KSCERATO,76561198058500492,55,FURIA,21,9,21,13,61,1.000000,66.666672,89.333336,0.700000,0.700000,7.666667,3,-1,0,0,0,0,0,0,2680,461,230,13,14,18,14,9,6,1,1,2,1,7,13,17,12,8,2,0,7,3,0,0,6,6,1,0,0,1.095874,1.004222,CSGO-mQsZA-VEcoV-hPF7Z-RoNkE-8P6ZJ,0,0,39ae6e5bb5733a72
skullz,76561198118646644,65,FURIA,25,5,20,15,60,1.250000,80.000000,76.699997,0.833333,0.666667,1.766667,4,-1,0,0,0,2,1,0,2301,427,53,7,8,12,8,3,6,1,1,2,1,1,7,11,6,2,6,3,4,4,0,1,8,7,1,0,0,1.272505,1.162219,CSGO-ufZUO-V27Te-WQRmC-LhG9C-6AU8N,4,0,39ae6e5bb5733a72
chelo,76561198067763828,52,FURIA,18,11,23,9,50,0.782609,86.666664,76.366669,0.600000,0.766667,4.100000,2,-1,0,0,0,2,1,0,2291,515,123,7,8,12,8,3,5,0,0,1,0,2,8,12,7,3,3,3,4,11,0,1,11,2,1,0,0,1.085062,0.788807,CSGO-u6bMR-DB7Qo-Aa4WY-hGUN7-RhoUE,1,0,39ae6e5bb5733a72
Sonic,76561197975129851,55,Wildcard,20,10,19,11,55,1.052632,83.333328,71.300003,0.666667,0.633333,3.866667,0,-1,0,0,0,1,0,0,2139,291,116,7,8,12,8,3,5,0,0,1,0,2,8,12,7,3,3,4,6,3,0,0,7,5,1,0,0,1.169870,1.011560,CSGO-Y2OsJ-wVWtb-wRud9-RGWsE-vurBE,1,0,39ae6e5bb5733a72
susp,76561198342718168,75,Wildcard,27,13,22,13,48,1.227273,80.000000,96.766670,0.900000,0.733333,1.366667,3,-1,0,0,0,3,1,0,2903,344,41,11,12,16,12,7,6,1,1,2,1,5,11,15,10,6,2,4,2,3,0,2,11,3,2,1,0,1.385381,1.260072,CSGO-TCowU-o5HYS-yWUhF-Muhis-FZQ3A,3,0,39ae6e5bb5733a72
FalleN,76561197960690195,52,FURIA,16,3,19,9,56,0.842105,66.666672,52.433334,0.533333,0.633333,0.166667,2,-1,0,0,0,5,0,0,1573,244,5,9,10,14,10,5,6,1,1,2,1,3,9,13,8,4,4,3,5,3,0,0,8,4,0,0,0,0.849340,0.822819,CSGO-x9fLs-qNrwm-dUTGU-VudAL-FYkoE,2,0,39ae6e5bb5733a72
yuurih,76561198164970560,54,FURIA,22,9,22,8,36,1.000000,86.666664,86.199997,0.733333,0.733333,9.600000,5,-1,0,0,0,0,1,0,2586,462,288,10,11,15,11,6,5,0,0,1,0,5,11,15,10,6,2,4,5,8,0,3,4,6,2,0,0,1.242895,1.062816,CSGO-HBz8G-fnZTD-H3L3s-etmrY-AO6FP,3,0,39ae6e5bb5733a72
