name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
Boombl4,76561198146207066,38,Cloud9,7,7,14,3,42,0.500000,70.000000,50.250000,0.350000,0.700000,3.250000,2,-1,0,0,0,2,2,0,1005,236,65,4,7,8,8,5,0,1,0,0,0,4,6,8,8,5,0,6,3,3,0,2,5,1,0,0,0,0.697604,0.566782,CSGO-uDrZf-EHWjE-ejyXa-5ie6O-udBAA,2,0,9f7b0ecf5393bfbb
YEKINDAR,76561198134401925,30,Team Liquid,10,3,12,4,40,0.833333,65.000000,41.650002,0.500000,0.600000,0.650000,1,-1,0,0,0,0,2,0,833,143,13,1,4,5,5,2,0,1,0,0,0,1,3,5,5,2,3,2,3,3,0,0,6,2,0,0,0,0.796600,0.802895,CSGO-ufZUO-V27Te-WQRmC-LhG9C-6AU8N,4,0,9f7b0ecf5393bfbb
Twistzz,76561198016255205,46,Team Liquid,18,3,12,12,66,1.500000,80.000000,99.050003,0.900000,0.600000,5.200000,4,-1,0,0,0,0,1,0,1981,382,104,1,4,5,5,2,0,1,0,0,0,1,3,5,5,2,3,3,1,2,0,1,4,4,2,0,0,1.435514,1.369119,CSGO-Wo2tX-759AF-n2oJm-yDDkQ-F99zP,1,0,9f7b0ecf5393bfbb
ultimate,76561198283989223,61,Team Liquid,20,3,10,8,40,2.000000,70.000000,96.849998,1.000000,0.500000,3.950000,6,-1,0,0,0,2,3,0,1937,180,79,6,9,10,10,7,1,2,1,1,1,5,7,9,9,6,5,0,3,1,0,0,4,5,2,0,0,1.495198,1.563457,CSGO-omus2-BZHdX-d2hB5-MEOKJ-edK5O,2,0,9f7b0ecf5393bfbb
HeavyGod,76561198068002993,51,Cloud9,19,5,12,12,63,1.583333,75.000000,94.900002,0.950000,0.600000,6.900000,4,-1,0,0,0,0,0,0,1898,428,138,1,4,5,5,2,0,1,0,0,0,1,3,5,5,2,2,1,4,2,0,0,4,6,1,0,0,1.438913,1.381891,CSGO-V6iKs-CpH4Y-VkNhe-Z4NkE-kMn2H,3,0,9f7b0ecf5393bfbb
" NAF-FLY",76561198001151695,26,Team Liquid,8,7,16,4,50,0.500000,85.000000,70.699997,0.400000,0.800000,9.250000,1,-1,0,0,0,1,0,0,1414,357,185,2,5,6,6,3,0,1,0,0,0,2,4,6,6,3,1,1,2,4,0,0,4,2,0,0,0,0.862471,0.555775,CSGO-J29Jc-WDCwx-VdLUG-szY5O-33LsE,0,0,9f7b0ecf5393bfbb
interz,76561198208074320,15,Cloud9,4,6,14,1,25,0.285714,65.000000,45.450001,0.200000,0.700000,1.900000,0,-1,0,0,0,1,0,0,909,113,38,5,8,9,9,6,0,1,0,0,0,5,7,9,9,6,1,4,0,3,0,0,4,0,0,0,0,0.511112,0.412455,CSGO-yC7AW-GYPuE-ffpBH-esFZq-HUJGG,4,0,9f7b0ecf5393bfbb
Ax1Le,76561198045433304,38,Cloud9,13,2,14,5,38,0.928571,70.000000,62.000000,0.650000,0.700000,0.100000,1,-1,0,0,0,1,0,0,1240,179,2,1,4,5,5,2,0,1,0,0,0,1,3,5,5,2,0,2,0,1,0,0,9,0,0,1,0,0.969599,0.962447,CSGO-VUruu-vsXq5-kNiQC-4cVwq-pLDhP,0,0,9f7b0ecf5393bfbb
ICY,76561198055109028,55,Cloud9,17,4,13,6,35,1.307692,80.000000,88.199997,0.850000,0.650000,5.000000,3,-1,0,0,0,3,0,0,1764,196,100,4,7,8,8,5,0,1,0,0,0,4,6,8,8,5,4,0,2,3,0,0,5,6,0,0,0,1.335913,1.170439,CSGO-BZMyT-X4bVz-dAB7R-oHm4o-aK6FP,1,0,9f7b0ecf5393bfbb
jks,76561197977105184,39,Team Liquid,10,3,11,3,30,0.909091,75.000000,64.449997,0.500000,0.550000,3.400000,1,-1,0,0,0,1,0,0,1289,300,68,2,5,6,6,3,0,1,0,0,0,2,4,6,6,3,1,1,2,2,0,0,9,1,0,0,0,0.969205,0.829286,CSGO-35MX9-meJQK-L92Hx-oEBN4-ObmbN,3,0,9f7b0ecf5393bfbb
