number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1018,1313,2712,3470,6816,8226,7264,8759,BIG,FURIA,1,0,3,2,4000,4000,4250,5800,3250,3700,pistol,pistol,87268,7,BIG,3,0,d4ba6a21ad57c602
2,7264,8759,8544,10691,13870,16978,14318,17498,BIG,FURIA,1,1,3,2,20050,14000,22550,15350,19750,12850,full,force-buy,103755,1,FURIA,2,0,d4ba6a21ad57c602
3,14318,17498,15598,19465,21424,26470,21872,27010,BIG,FURIA,2,1,3,2,7300,20150,18050,22200,6750,11000,force-buy,full,113261,8,BIG,3,0,d4ba6a21ad57c602
4,21872,27010,23152,28720,28234,34895,28682,35456,BIG,FURIA,3,1,3,2,18600,16750,28850,17550,14500,16750,full,force-buy,99538,7,BIG,3,0,d4ba6a21ad57c602
5,28682,35456,29962,37252,35476,43851,35924,44368,BIG,FURIA,3,2,3,2,23000,14000,29550,11600,16900,11700,full,semi,105977,1,FURIA,2,0,d4ba6a21ad57c602
6,35924,44368,37204,46255,41705,51710,42153,52257,BIG,FURIA,4,2,3,2,13700,21000,20000,26100,8950,15400,semi,full,92684,8,BIG,3,0,d4ba6a21ad57c602
7,44796,55577,46076,57428,51411,63877,51859,64421,BIG,FURIA,5,2,3,2,23100,13200,29850,12550,13900,12350,full,force-buy,104777,7,BIG,3,0,d4ba6a21ad57c602
8,51859,64421,53139,66212,56337,70108,56785,70666,BIG,FURIA,6,2,3,2,28500,13950,30550,2850,9300,2650,full,eco,71791,8,BIG,3,0,d4ba6a21ad57c602
9,56785,70666,58065,72592,64994,80769,65442,81296,BIG,FURIA,7,2,3,2,36950,23600,31450,24600,8800,23200,full,full,127538,8,BIG,3,0,d4ba6a21ad57c602
10,65442,81296,66722,83118,71590,88938,72038,89464,BIG,FURIA,8,2,3,2,45900,15800,30550,9500,18300,9500,full,semi,96471,8,BIG,3,0,d4ba6a21ad57c602
11,74022,92171,75302,94005,79362,98956,79810,99518,BIG,FURIA,8,3,3,2,44950,24200,31350,22450,19600,21450,full,full,85652,1,FURIA,2,0,d4ba6a21ad57c602
12,79810,99518,81090,101480,86521,108082,90009,111992,BIG,FURIA,9,3,3,2,32350,22150,31100,25600,26800,12250,full,full,108110,8,BIG,3,0,d4ba6a21ad57c602
13,90009,111992,91705,114248,92955,115767,93403,116295,BIG,FURIA,9,4,2,3,4000,4000,4350,4800,3350,3400,pistol,pistol,47655,8,FURIA,3,0,d4ba6a21ad57c602
14,93403,116295,94683,118119,102996,127764,103444,128288,BIG,FURIA,10,4,2,3,11050,18350,1500,20250,700,17400,eco,semi,144782,9,BIG,2,0,d4ba6a21ad57c602
15,103444,128288,104724,130133,112765,139694,113213,140292,BIG,FURIA,11,4,2,3,28700,9450,25400,9050,21500,9050,full,force-buy,143987,1,BIG,2,0,d4ba6a21ad57c602
16,113213,140292,114493,142113,120114,148808,120562,149359,BIG,FURIA,12,4,2,3,26200,10200,25900,2900,8400,200,full,eco,107504,9,BIG,2,0,d4ba6a21ad57c602
17,120562,149359,121842,151162,127573,157904,128021,158443,BIG,FURIA,12,5,2,3,35850,22300,25700,23350,8800,22150,full,full,107870,8,FURIA,3,0,d4ba6a21ad57c602
18,128021,158443,129301,160437,135006,167270,135006,167270,BIG,FURIA,13,5,2,3,26350,12700,27050,23400,26350,15300,full,full,111430,9,BIG,2,0,d4ba6a21ad57c602
