frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7453,6029,1,4,2,0,76561199009468655,ztr,0,0,c384144a3d13e973
16016,13005,2,2,2,1,76561199009468655,ztr,1,2,c384144a3d13e973
16045,13029,2,1,3,0,76561198800253526,jambo,0,0,c384144a3d13e973
29603,23858,3,4,3,0,76561198964042711,s-chilla,0,2,c384144a3d13e973
52264,42219,5,2,3,0,76561198446445284,jackasmo,1,2,c384144a3d13e973
52917,42798,5,1,2,1,76561198098071693,sl3nd,0,0,c384144a3d13e973
64780,52651,6,5,2,0,76561198155754447,volt,0,2,c384144a3d13e973
73767,60987,7,3,2,0,76561198014259134,FL4MUS,0,2,c384144a3d13e973
74167,61409,7,1,3,1,76561198132026180,fEAR,1,1,c384144a3d13e973
83712,69350,8,2,3,0,76561198446445284,jackasmo,0,0,c384144a3d13e973
92915,76886,9,3,3,0,76561198132026180,fEAR,0,1,c384144a3d13e973
98440,81189,10,5,3,0,76561198800253526,jambo,0,0,c384144a3d13e973
106330,87540,11,3,3,0,76561199121088563,zeRRoFIX,0,0,c384144a3d13e973
112687,92534,12,3,3,0,76561199121088563,zeRRoFIX,0,1,c384144a3d13e973
123002,101234,13,3,2,0,76561198132026180,fEAR,0,0,c384144a3d13e973
131494,108391,14,5,2,0,76561198446445284,jackasmo,0,0,c384144a3d13e973
143904,118434,15,2,3,0,76561198155754447,volt,0,1,c384144a3d13e973
144507,118960,15,1,2,1,76561198800253526,jambo,1,1,c384144a3d13e973
152794,125628,16,2,2,1,76561198964042711,s-chilla,1,2,c384144a3d13e973
153119,125916,16,1,3,0,76561198316706174,Tauson,0,0,c384144a3d13e973
174620,143997,18,2,3,0,76561198155754447,volt,0,0,c384144a3d13e973
185494,152382,19,4,2,0,76561198800253526,jambo,0,1,c384144a3d13e973
197553,161786,20,2,3,0,76561198155754447,volt,0,0,c384144a3d13e973
202649,165827,21,5,3,0,76561199009468655,ztr,0,0,c384144a3d13e973
213489,174189,22,4,2,0,76561198964042711,s-chilla,0,0,c384144a3d13e973
