number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1017,1326,2712,3529,7337,8932,7785,9455,MIBR,Rare Atom,0,1,3,2,4000,4000,4500,4500,3400,3500,pistol,pistol,94133,9,Rare Atom,2,0,8e443d7bafc2ddba
2,7785,9455,9065,11394,13349,16495,13797,17063,MIBR,Rare Atom,0,2,3,2,10700,18400,1200,19100,200,17950,eco,semi,87128,9,Rare Atom,2,0,8e443d7bafc2ddba
3,13797,17063,15077,18934,21307,26294,21755,26836,MIBR,Rare Atom,1,2,3,2,22900,19400,23950,21350,22650,11100,full,full,114244,8,MIBR,3,0,8e443d7bafc2ddba
4,21755,26836,23035,28782,30561,37734,31009,38312,MIBR,Rare Atom,2,2,3,2,18000,15600,27000,16100,11400,15100,full,force-buy,134875,7,MIBR,3,0,8e443d7bafc2ddba
5,31009,38312,32289,40304,33560,41917,34008,42487,MIBR,Rare Atom,3,2,3,2,25900,14200,27800,7550,14900,7350,full,semi,44616,8,MIBR,3,0,8e443d7bafc2ddba
6,34008,42487,35288,44382,37182,46789,37630,47370,MIBR,Rare Atom,4,2,3,2,28750,18850,28800,9950,3700,9950,full,semi,53242,8,MIBR,3,0,8e443d7bafc2ddba
7,37630,47370,38910,49388,43987,55551,44435,56074,MIBR,Rare Atom,5,2,3,2,42800,23700,28450,24300,7450,23300,full,full,101249,8,MIBR,3,0,8e443d7bafc2ddba
8,47019,59580,48299,61410,49789,63328,50237,63918,MIBR,Rare Atom,6,2,3,2,53100,18300,29400,12600,19300,12000,full,semi,46385,8,MIBR,3,0,8e443d7bafc2ddba
9,50237,63918,51517,65890,58045,73674,58493,74210,MIBR,Rare Atom,7,2,3,2,51550,23300,29500,23300,3900,22300,full,full,120741,7,MIBR,3,0,8e443d7bafc2ddba
10,58493,74210,59773,76187,68422,86512,68870,87036,MIBR,Rare Atom,8,2,3,2,65250,21900,29100,21450,19600,20750,full,full,152251,7,MIBR,3,0,8e443d7bafc2ddba
11,70854,89720,72134,91661,78545,99308,78993,99852,MIBR,Rare Atom,8,3,3,2,64950,22350,30450,22700,22300,22000,full,full,118662,1,Rare Atom,2,0,8e443d7bafc2ddba
12,78993,99852,80273,101885,86483,109469,89971,113390,MIBR,Rare Atom,8,4,3,2,49950,19350,31250,28450,26050,12500,full,full,119021,9,Rare Atom,2,0,8e443d7bafc2ddba
13,89971,113390,91667,115828,94691,119364,95139,119937,MIBR,Rare Atom,9,4,2,3,4000,4000,4250,4450,3450,3450,pistol,pistol,73935,9,MIBR,2,0,8e443d7bafc2ddba
14,95139,119937,96419,122007,102067,128650,102515,129218,MIBR,Rare Atom,10,4,2,3,18600,10050,20350,1000,18100,0,full,eco,107833,9,MIBR,2,0,8e443d7bafc2ddba
15,102515,129218,103795,131232,111137,139902,111585,140453,MIBR,Rare Atom,11,4,2,3,19450,22050,22050,22700,5300,21700,full,full,132226,9,MIBR,2,0,8e443d7bafc2ddba
16,113569,143127,114849,145151,119801,151117,120249,151691,MIBR,Rare Atom,12,4,2,3,32500,15450,26000,9100,12200,8700,full,semi,98885,9,MIBR,2,0,8e443d7bafc2ddba
17,120249,151691,121529,153800,126212,159555,126212,159555,MIBR,Rare Atom,13,4,2,3,50850,17500,26500,24650,4650,23650,full,full,97326,9,MIBR,2,0,8e443d7bafc2ddba
