name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
interz,76561198208074320,32,Cloud9,11,3,16,4,36,0.687500,61.904762,53.571430,0.523810,0.761905,4.714286,2,-1,0,0,0,2,0,0,1125,171,99,6,6,9,8,4,3,3,1,1,1,3,3,8,7,3,0,4,5,5,0,1,3,1,2,0,0,0.745742,0.825722,CSGO-VSTpj-thDXO-RfyKP-vkTMz-HpCxH,1,0,2b05f2b18f25ea2d
Grim,76561198191236195,34,Complexity Gaming,13,9,14,9,69,0.928571,80.952385,94.142860,0.619048,0.666667,1.333333,3,-1,0,0,0,0,0,0,1977,310,28,5,5,8,7,3,2,2,0,0,0,3,3,8,7,3,4,2,0,3,0,1,9,2,0,0,0,1.176152,0.845073,CSGO-V7iBd-x3qaZ-XOraj-BukqJ-xDFFN,0,0,2b05f2b18f25ea2d
EliGE,76561198066693739,49,Complexity Gaming,20,2,11,8,40,1.818182,85.714287,98.428574,0.952381,0.523810,0.000000,1,-1,0,0,0,1,1,0,2067,308,0,6,6,9,8,4,2,2,0,0,0,4,4,9,8,4,4,2,5,0,0,0,9,4,1,0,0,1.555661,1.378519,CSGO-uPmM3-jYBU7-Z7ts5-bQStD-knWPA,4,0,2b05f2b18f25ea2d
ICY,76561198055109028,36,Cloud9,13,6,11,5,38,1.181818,80.952385,75.333336,0.619048,0.523810,6.809524,2,-1,0,0,0,2,0,0,1582,177,143,10,10,13,12,8,3,3,1,1,1,7,7,12,11,7,1,0,2,1,0,0,6,2,1,0,0,1.177858,1.044776,CSGO-BZMyT-X4bVz-dAB7R-oHm4o-aK6FP,4,0,2b05f2b18f25ea2d
Boombl4,76561198146207066,34,Cloud9,14,2,16,7,50,0.875000,71.428574,70.523811,0.666667,0.761905,6.904762,0,-1,0,0,0,1,0,0,1481,258,145,6,6,9,8,4,2,2,0,0,0,4,4,9,8,4,3,4,2,4,0,2,10,2,0,0,0,0.988246,0.806968,CSGO-uDrZf-EHWjE-ejyXa-5ie6O-udBAA,2,0,2b05f2b18f25ea2d
HeavyGod,76561198068002993,31,Cloud9,10,5,14,4,40,0.714286,71.428574,57.238094,0.476190,0.666667,5.523809,3,-1,0,0,0,2,0,0,1202,245,116,5,5,8,7,3,2,2,0,0,0,3,3,8,7,3,2,3,1,0,0,0,6,2,0,0,0,0.846080,0.725717,CSGO-V6iKs-CpH4Y-VkNhe-Z4NkE-kMn2H,3,0,2b05f2b18f25ea2d
hallzerk,76561198060367310,54,Complexity Gaming,19,8,14,7,36,1.357143,80.952385,74.761902,0.904762,0.666667,2.380952,4,-1,0,0,0,4,0,0,1570,198,50,5,5,8,7,3,2,2,0,0,0,3,3,8,7,3,4,1,3,5,0,0,11,2,0,1,0,1.356342,1.249519,CSGO-fxPTs-cRb5s-afoHV-fPbSG-hH5mA,1,0,2b05f2b18f25ea2d
JT,76561198021715100,23,Complexity Gaming,8,2,12,6,75,0.666667,61.904762,43.571430,0.380952,0.571429,1.380952,1,-1,0,0,0,0,1,0,915,197,29,4,4,7,6,2,2,2,0,0,0,2,2,7,6,2,1,2,3,3,0,0,3,1,1,0,0,0.687026,0.779281,CSGO-BpdsP-jQUt4-zWnhN-KECGE-w88WB,2,0,2b05f2b18f25ea2d
floppy,76561198306519263,39,Complexity Gaming,14,5,9,7,50,1.555556,80.952385,84.285713,0.666667,0.428571,0.238095,4,-1,0,0,0,0,1,0,1770,255,5,9,9,12,11,7,4,4,2,2,2,5,5,10,9,5,1,0,1,1,0,0,3,4,1,0,0,1.293673,1.217696,CSGO-e3OD6-HvJdM-r57xw-64ycw-RVYwP,3,0,2b05f2b18f25ea2d
Ax1Le,76561198045433304,29,Cloud9,12,7,17,8,66,0.705882,66.666672,80.190475,0.571429,0.809524,7.190476,1,-1,0,0,0,0,0,0,1684,275,151,7,7,10,9,5,2,2,0,0,0,5,5,10,9,5,1,3,3,4,0,2,6,3,0,0,0,0.900443,0.716074,CSGO-VUruu-vsXq5-kNiQC-4cVwq-pLDhP,0,0,2b05f2b18f25ea2d
