frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7734,6262,1,4,2,0,76561199121088563,zeRRoFIX,0,0,4627feec32d8c77a
13907,11168,2,3,2,0,76561198800253526,jambo,0,1,4627feec32d8c77a
31992,25759,4,3,3,0,76561198388056582,drop,0,1,4627feec32d8c77a
45133,35952,6,5,2,0,76561198800253526,jambo,0,1,4627feec32d8c77a
57354,45803,7,4,2,0,76561198800253526,jambo,1,1,4627feec32d8c77a
67846,54338,8,4,2,0,76561198446445284,jackasmo,0,0,4627feec32d8c77a
78586,62647,9,2,2,1,76561198132026180,fEAR,1,0,4627feec32d8c77a
86843,69167,10,3,3,0,76561197985565685," saffee",0,1,4627feec32d8c77a
103305,82769,11,2,2,1,76561198446445284,jackasmo,1,2,4627feec32d8c77a
103313,82774,11,1,3,0,76561198061423730,insani,0,0,4627feec32d8c77a
111255,89073,12,3,2,1,76561198132026180,fEAR,0,2,4627feec32d8c77a
112895,90527,12,1,3,0,76561198010496342,exit,0,1,4627feec32d8c77a
123049,99009,13,4,2,0,76561198010496342,exit,0,0,4627feec32d8c77a
129304,103999,14,5,2,0,76561198157388473,Lucaozy,0,0,4627feec32d8c77a
139256,112101,15,2,2,0,76561197985565685," saffee",0,0,4627feec32d8c77a
147724,118841,16,2,3,1,76561198446445284,jackasmo,1,2,4627feec32d8c77a
147850,118955,16,1,2,0,76561197985565685," saffee",0,0,4627feec32d8c77a
156904,125567,17,4,2,0,76561198157388473,Lucaozy,0,0,4627feec32d8c77a
161790,129194,18,3,2,0,76561198010496342,exit,0,1,4627feec32d8c77a
