number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1018,1278,2712,3473,7262,8692,7710,9211,Imperial Esports,Complexity Gaming,0,1,3,2,4000,4000,4300,4750,3300,3350,pistol,pistol,94106,1,Complexity Gaming,2,0,6688d6cc3a21a172
2,7710,9211,8990,10994,13508,16298,13956,16827,Imperial Esports,Complexity Gaming,0,2,3,2,10500,19650,2150,20750,700,19050,eco,full,89955,9,Complexity Gaming,2,0,6688d6cc3a21a172
3,13956,16827,15236,18610,19158,23454,19606,24014,Imperial Esports,Complexity Gaming,0,3,3,2,22100,19550,23150,24400,21850,9000,full,full,84116,9,Complexity Gaming,2,0,6688d6cc3a21a172
4,19606,24014,20886,25761,27112,33162,27560,33699,Imperial Esports,Complexity Gaming,0,4,3,2,14750,28600,7600,25700,7700,5850,semi,full,116115,9,Complexity Gaming,2,0,6688d6cc3a21a172
5,29544,36329,30824,37972,36100,44297,36548,44827,Imperial Esports,Complexity Gaming,0,5,3,2,24350,40800,25600,25900,24100,8900,full,full,101137,1,Complexity Gaming,2,0,6688d6cc3a21a172
6,36548,44827,37828,46558,44036,53881,44484,54425,Imperial Esports,Complexity Gaming,1,5,3,2,18150,50900,15250,27450,10700,17600,semi,full,114922,8,Imperial Esports,3,0,6688d6cc3a21a172
7,44484,54425,45764,56246,52240,64039,52688,64552,Imperial Esports,Complexity Gaming,1,6,3,2,25800,40600,27700,27250,11350,26850,full,full,122030,1,Complexity Gaming,2,0,6688d6cc3a21a172
8,55293,67875,56573,69511,65442,79971,65890,80494,Imperial Esports,Complexity Gaming,1,7,3,2,29250,32450,29100,27450,20150,8800,full,full,153534,1,Complexity Gaming,2,0,6688d6cc3a21a172
9,65890,80494,67170,82272,73417,89736,73865,90254,Imperial Esports,Complexity Gaming,2,7,3,2,26800,42650,28400,27450,23800,17850,full,full,117308,7,Imperial Esports,3,0,6688d6cc3a21a172
10,75998,93112,77278,94852,79460,97568,79908,98106,Imperial Esports,Complexity Gaming,3,7,3,2,21900,36300,26650,25100,19500,24400,full,full,56560,8,Imperial Esports,3,0,6688d6cc3a21a172
11,82760,101889,84040,103531,88442,108845,88890,109374,Imperial Esports,Complexity Gaming,3,8,3,2,20150,21400,28800,21700,3900,20500,full,full,88292,9,Complexity Gaming,2,0,6688d6cc3a21a172
12,88890,109374,90170,111274,92486,114199,95974,118123,Imperial Esports,Complexity Gaming,4,8,3,2,28650,18950,28900,27950,27900,13900,full,full,61243,8,Imperial Esports,3,0,6688d6cc3a21a172
13,95974,118123,97670,120348,100784,123904,101232,124439,Imperial Esports,Complexity Gaming,5,8,2,3,4000,4000,4300,4200,3300,3400,pistol,pistol,73378,9,Imperial Esports,2,0,6688d6cc3a21a172
14,101232,124439,102512,126289,109486,134341,109934,134866,Imperial Esports,Complexity Gaming,5,9,2,3,18750,10700,19600,11000,18500,10100,semi,force-buy,125686,7,Complexity Gaming,3,0,6688d6cc3a21a172
15,109934,134866,111214,136687,113574,139650,114022,140174,Imperial Esports,Complexity Gaming,5,10,2,3,11750,21400,11700,24650,11400,20450,force-buy,full,60723,8,Complexity Gaming,3,0,6688d6cc3a21a172
16,114022,140174,115302,141897,117839,144985,118287,145518,Imperial Esports,Complexity Gaming,5,11,2,3,10450,18700,1900,28800,1300,10800,eco,full,61066,8,Complexity Gaming,3,0,6688d6cc3a21a172
17,118287,145518,119567,147339,123188,151767,123636,152290,Imperial Esports,Complexity Gaming,5,12,2,3,21450,25650,22200,29000,21200,9600,full,full,79318,8,Complexity Gaming,3,0,6688d6cc3a21a172
18,123636,152290,124916,154057,129449,159505,129449,159505,Imperial Esports,Complexity Gaming,5,13,2,3,13600,37350,15050,30950,14450,15750,force-buy,full,91580,7,Complexity Gaming,3,0,6688d6cc3a21a172
