number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1017,1264,2712,3398,8611,10117,9059,10655,paiN Gaming,Imperial Esports,0,1,3,2,4000,4000,4700,4200,3400,3400,pistol,pistol,113975,1,Imperial Esports,2,0,7ea47b398b9a223d
2,9059,10655,10339,12396,16650,19825,17098,20349,paiN Gaming,Imperial Esports,0,2,3,2,10400,19600,10300,21400,9250,19000,force-buy,full,118057,1,Imperial Esports,2,0,7ea47b398b9a223d
3,17098,20349,18378,22110,26562,31629,27010,32153,paiN Gaming,Imperial Esports,0,3,3,2,13450,19000,13050,24500,2250,9300,semi,full,145221,1,Imperial Esports,2,0,7ea47b398b9a223d
4,27010,32153,28290,33941,34252,41094,34700,41617,paiN Gaming,Imperial Esports,1,3,3,2,26300,28700,27700,27250,25550,13950,full,full,115108,8,paiN Gaming,3,0,7ea47b398b9a223d
5,34700,41617,35980,43489,44571,53662,45019,54194,paiN Gaming,Imperial Esports,1,4,3,2,18100,22150,31350,22150,13900,20750,full,full,155070,1,Imperial Esports,2,0,7ea47b398b9a223d
6,47894,57729,49174,59451,55426,66881,55874,67415,paiN Gaming,Imperial Esports,2,4,3,2,16600,20400,14650,27250,7100,12600,semi,full,117825,8,paiN Gaming,3,0,7ea47b398b9a223d
7,55874,67415,57154,69179,64150,77642,64598,78178,paiN Gaming,Imperial Esports,3,4,3,2,27350,14800,31150,14950,9400,14550,full,force-buy,131665,8,paiN Gaming,3,0,7ea47b398b9a223d
8,64598,78178,65878,79862,69147,83744,69595,84269,paiN Gaming,Imperial Esports,4,4,3,2,35300,10350,31900,1100,13800,300,full,eco,71658,8,paiN Gaming,3,0,7ea47b398b9a223d
9,72016,87381,75799,92077,82306,99851,82754,100396,paiN Gaming,Imperial Esports,5,4,3,2,39250,22650,31750,23400,13350,22400,full,full,160542,7,paiN Gaming,3,0,7ea47b398b9a223d
10,82754,100396,84034,102200,88497,107481,88945,108017,paiN Gaming,Imperial Esports,6,4,3,2,45200,19050,32300,19800,25350,18800,full,force-buy,91214,8,paiN Gaming,3,0,7ea47b398b9a223d
11,88945,108017,90225,109860,96283,117020,96731,117541,paiN Gaming,Imperial Esports,7,4,3,2,37400,17850,31700,11050,13700,10650,full,semi,115907,7,paiN Gaming,3,0,7ea47b398b9a223d
12,96731,117541,98011,119450,104947,127717,108435,131671,paiN Gaming,Imperial Esports,8,4,3,2,42400,28400,33700,26950,26950,26150,full,full,131008,8,paiN Gaming,3,0,7ea47b398b9a223d
13,108435,131671,110131,133895,116970,141643,117418,142163,paiN Gaming,Imperial Esports,9,4,2,3,4000,4000,4450,4200,3450,3400,pistol,pistol,128382,9,paiN Gaming,2,0,7ea47b398b9a223d
14,117418,142163,118698,143942,125101,151345,125549,151860,paiN Gaming,Imperial Esports,10,4,2,3,18600,11300,19750,1700,18450,900,semi,eco,118211,1,paiN Gaming,2,0,7ea47b398b9a223d
15,125549,151860,126829,153655,132397,160344,132845,160889,paiN Gaming,Imperial Esports,11,4,2,3,18850,23000,21750,24400,11000,18700,full,full,109225,9,paiN Gaming,2,0,7ea47b398b9a223d
16,135330,164217,136610,165945,141962,172163,142410,172692,paiN Gaming,Imperial Esports,11,5,2,3,27100,19500,27250,13950,16100,13350,full,semi,102298,8,Imperial Esports,3,0,7ea47b398b9a223d
17,144979,176082,146259,177665,150159,182369,150607,182891,paiN Gaming,Imperial Esports,12,5,2,3,18600,23900,6450,29150,5350,17300,semi,full,80940,9,paiN Gaming,2,0,7ea47b398b9a223d
18,150607,182891,151887,184732,157885,191720,157885,191720,paiN Gaming,Imperial Esports,13,5,2,3,25200,15650,27550,20150,23150,19350,full,force-buy,113666,9,paiN Gaming,2,0,7ea47b398b9a223d
