frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7739,6379,1,4,2,0,76561198031651584,KRiMZ,0,0,603e990725938bf7
17493,14165,2,3,2,0,76561198028458803,blameF,0,0,603e990725938bf7
24573,19560,3,4,2,0,76561198013295375,bodyy,0,0,603e990725938bf7
33219,26159,4,3,2,0,76561198031651584,KRiMZ,0,1,603e990725938bf7
41130,31794,5,4,2,0,76561198031651584,KRiMZ,0,1,603e990725938bf7
49860,38534,6,5,3,0,76561198013230247,Summer,0,0,603e990725938bf7
61429,47792,7,3,2,0,76561198153651861,nawwk,0,0,603e990725938bf7
76178,59344,8,4,3,0,76561199016206318,L1haNg,0,0,603e990725938bf7
90842,70898,9,3,3,0,76561198013230247,Summer,0,0,603e990725938bf7
98026,76614,10,4,3,0,76561198352656104,ChildKing,0,1,603e990725938bf7
108680,85147,11,4,2,0,76561198028458803,blameF,0,1,603e990725938bf7
121706,95084,12,3,2,0,76561198028458803,blameF,0,1,603e990725938bf7
133649,105267,13,5,3,0,76561199046478501,MATYS,0,1,603e990725938bf7
149147,117350,15,4,3,0,76561198153651861,nawwk,0,0,603e990725938bf7
171980,135311,17,3,3,0,76561198031651584,KRiMZ,0,1,603e990725938bf7
