frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
11440,9567,1,2,3,0,76561199009468655,ztr,0,0,7f46d31ac4f6cb56
17596,14545,2,4,2,0,76561198132026180,fEAR,0,0,7f46d31ac4f6cb56
26780,22027,3,5,2,0,76561198446445284,jackasmo,0,0,7f46d31ac4f6cb56
31091,25703,4,5,2,0,76561199121088563,zeRRoFIX,0,0,7f46d31ac4f6cb56
38006,31053,5,5,2,0,76561198132026180,fEAR,0,1,7f46d31ac4f6cb56
52834,43211,6,2,3,0,76561198098071693,sl3nd,0,1,7f46d31ac4f6cb56
52875,43248,6,1,2,1,76561198800253526,jambo,1,1,7f46d31ac4f6cb56
77538,63243,8,3,2,0,76561198446445284,jackasmo,0,0,7f46d31ac4f6cb56
89280,72858,9,2,2,0,76561199121088563,zeRRoFIX,0,1,7f46d31ac4f6cb56
89568,73112,9,1,3,1,76561198155754447,volt,1,1,7f46d31ac4f6cb56
99935,81386,10,3,2,0,76561198800253526,jambo,0,0,7f46d31ac4f6cb56
106094,86232,11,3,2,0,76561198132026180,fEAR,0,2,7f46d31ac4f6cb56
108095,88014,11,1,3,1,76561198014259134,FL4MUS,1,1,7f46d31ac4f6cb56
116990,95110,12,4,2,0,76561198446445284,jackasmo,0,0,7f46d31ac4f6cb56
128041,104475,13,4,2,0,76561199009468655,ztr,0,0,7f46d31ac4f6cb56
137733,112507,14,2,3,0,76561198132026180,fEAR,0,0,7f46d31ac4f6cb56
143169,116812,15,3,2,0,76561198316706174,Tauson,1,0,7f46d31ac4f6cb56
154504,126249,16,4,3,0,76561198964042711,s-chilla,0,0,7f46d31ac4f6cb56
167240,136755,17,3,2,0,76561198098071693,sl3nd,0,0,7f46d31ac4f6cb56
178414,145881,18,5,3,0,76561198800253526,jambo,0,1,7f46d31ac4f6cb56
185230,151272,19,5,3,0,76561199121088563,zeRRoFIX,0,1,7f46d31ac4f6cb56
