frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7836,6318,1,2,3,0,76561198170631091,Krimbo,0,0,7707aa820997dbaf
16159,13703,2,2,2,1,76561198052888143,Vexite,1,2,7707aa820997dbaf
16545,14083,2,1,3,0,76561198078771373,JDC,0,0,7707aa820997dbaf
36579,30638,4,2,2,1,76561198098346710,aliStair,0,0,7707aa820997dbaf
37022,31012,4,1,3,0,76561197980122997,syrsoN,1,0,7707aa820997dbaf
45635,38148,5,2,3,0,76561197980122997,syrsoN,1,0,7707aa820997dbaf
62782,52265,6,2,2,0,76561198098346710,aliStair,0,0,7707aa820997dbaf
72786,60480,7,3,3,0,76561198170631091,Krimbo,0,0,7707aa820997dbaf
102472,84938,9,2,2,1,76561198072321716,Liazz,0,0,7707aa820997dbaf
109190,90368,10,2,2,1,76561198052888143,Vexite,1,2,7707aa820997dbaf
109356,90511,10,1,3,0,76561198078771373,JDC,0,0,7707aa820997dbaf
115807,95733,11,3,2,0,76561198098346710,aliStair,0,0,7707aa820997dbaf
124651,102931,12,5,2,0,76561198061801241,dexter,0,0,7707aa820997dbaf
137940,114422,13,2,3,0,76561198061801241,dexter,0,0,7707aa820997dbaf
148110,122800,14,3,2,0,76561198172837021,rigoN,0,0,7707aa820997dbaf
154636,128084,15,5,2,0,76561197961491680,tabseN,0,0,7707aa820997dbaf
161539,133592,16,3,2,0,76561198170631091,Krimbo,0,0,7707aa820997dbaf
177147,146191,18,5,2,0,76561198170631091,Krimbo,0,0,7707aa820997dbaf
