frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
13795,11123,1,4,2,0,76561198283989223,ultimate,0,0,9f7b0ecf5393bfbb
21683,17502,2,3,2,0,76561198283989223,ultimate,0,0,9f7b0ecf5393bfbb
45073,36456,4,3,2,0,76561198283989223,ultimate,0,0,9f7b0ecf5393bfbb
66586,54104,5,2,2,0,76561197977105184,jks,0,0,9f7b0ecf5393bfbb
73590,59613,6,4,2,0,76561198001151695," NAF-FLY",0,0,9f7b0ecf5393bfbb
110867,89539,9,5,2,0,76561198283989223,ultimate,0,0,9f7b0ecf5393bfbb
120644,97909,10,5,2,0,76561198146207066,Boombl4,0,1,9f7b0ecf5393bfbb
130812,106301,11,4,2,0,76561198208074320,interz,0,1,9f7b0ecf5393bfbb
137148,111300,12,3,2,0,76561198146207066,Boombl4,0,1,9f7b0ecf5393bfbb
143674,116405,13,3,2,0,76561198146207066,Boombl4,0,1,9f7b0ecf5393bfbb
157096,127208,14,2,2,0,76561198208074320,interz,0,0,9f7b0ecf5393bfbb
173859,140656,15,4,2,0,76561198055109028,ICY,0,0,9f7b0ecf5393bfbb
182144,147170,16,4,2,0,76561198208074320,interz,0,0,9f7b0ecf5393bfbb
200910,162320,18,3,2,0,76561198208074320,interz,0,0,9f7b0ecf5393bfbb
210308,169850,19,2,2,0,76561198055109028,ICY,0,0,9f7b0ecf5393bfbb
217608,175593,20,2,3,1,76561198283989223,ultimate,1,2,9f7b0ecf5393bfbb
217971,175895,20,1,2,0,76561198055109028,ICY,0,0,9f7b0ecf5393bfbb
