frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
12063,9929,1,5,2,0,76561198350342505,nqz,0,0,20785e8de8eb6acc
22832,19121,2,3,2,0,76561198015308884,biguzera,0,1,20785e8de8eb6acc
34354,28579,3,2,3,1,76561198072321716,Liazz,1,2,20785e8de8eb6acc
34569,28773,3,1,2,0,76561198377335846,snow,0,0,20785e8de8eb6acc
47961,40152,4,5,3,0,76561198052888143,Vexite,0,0,20785e8de8eb6acc
59901,49986,5,2,2,1,76561198350342505,nqz,0,0,20785e8de8eb6acc
67616,56214,6,3,3,0,76561198098346710,aliStair,0,1,20785e8de8eb6acc
79083,65534,7,3,3,1,76561198052888143,Vexite,1,0,20785e8de8eb6acc
87756,72405,8,2,3,0,76561198052888143,Vexite,0,1,20785e8de8eb6acc
88231,72828,8,1,2,1,76561198350342505,nqz,1,1,20785e8de8eb6acc
94602,78046,9,5,3,0,76561198072321716,Liazz,0,0,20785e8de8eb6acc
103068,84798,10,2,2,0,76561198385657675,kauez,0,1,20785e8de8eb6acc
104453,86042,10,1,3,1,76561198072321716,Liazz,1,1,20785e8de8eb6acc
125029,102845,12,4,2,0,76561198350342505,nqz,0,0,20785e8de8eb6acc
134531,110871,13,4,2,0,76561198098346710,aliStair,0,0,20785e8de8eb6acc
144494,119335,14,2,2,0,76561198052888143,Vexite,0,0,20785e8de8eb6acc
152416,125865,15,2,2,1,76561198052888143,Vexite,1,2,20785e8de8eb6acc
154243,127513,15,1,3,0,76561198074017668," lux",0,0,20785e8de8eb6acc
165717,136831,16,2,2,0,76561198072321716,Liazz,0,0,20785e8de8eb6acc
179344,148248,17,4,2,0,76561198098346710,aliStair,0,0,20785e8de8eb6acc
186500,153953,18,4,3,0,76561198385657675,kauez,1,0,20785e8de8eb6acc
211318,174866,20,3,3,0,76561198350342505,nqz,1,0,20785e8de8eb6acc
235143,194921,22,3,2,0,76561197987212623,INS,0,0,20785e8de8eb6acc
261589,216655,24,2,2,1,76561197987212623,INS,0,2,20785e8de8eb6acc
262078,217088,24,1,3,0,76561198350342505,nqz,0,0,20785e8de8eb6acc
272458,225821,25,4,2,0,76561197987212623,INS,0,1,20785e8de8eb6acc
285907,237011,26,2,2,0,76561198072321716,Liazz,0,1,20785e8de8eb6acc
285969,237064,26,1,3,1,76561198015308884,biguzera,1,1,20785e8de8eb6acc
293856,243551,27,4,2,0,76561198098346710,aliStair,0,1,20785e8de8eb6acc
306668,254205,28,5,2,0,76561198385657675,kauez,0,0,20785e8de8eb6acc
314175,260056,29,3,2,0,76561198074017668," lux",0,1,20785e8de8eb6acc
325183,268948,30,4,3,0,76561198072321716,Liazz,0,0,20785e8de8eb6acc
