frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7081,5756,1,3,3,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
17696,14482,2,2,3,0,76561198184153575,JBa,0,1,9f9d1d033bdec9aa
18580,15265,2,1,2,1,76561198080114546,fame,1,1,9f9d1d033bdec9aa
36482,29603,4,2,3,0,76561198184153575,JBa,0,1,9f9d1d033bdec9aa
36504,29625,4,1,2,1,76561197995817501,FL1T,0,1,9f9d1d033bdec9aa
48013,38790,5,3,3,0,76561198408199043,phzy,1,0,9f9d1d033bdec9aa
58597,47437,6,2,2,0,76561198222442504,n0rb3r7,0,0,9f9d1d033bdec9aa
69134,56094,7,4,2,0,76561198222442504,n0rb3r7,1,1,9f9d1d033bdec9aa
75593,61293,8,4,2,0,76561198044045107,electroNic,0,0,9f9d1d033bdec9aa
84916,68970,9,3,3,0,76561198408199043,phzy,0,0,9f9d1d033bdec9aa
110054,89035,11,3,3,0,76561198342718168,susp,0,0,9f9d1d033bdec9aa
119324,96579,12,3,2,0,76561198080114546,fame,0,0,9f9d1d033bdec9aa
127549,103465,13,2,3,0,76561198044045107,electroNic,0,1,9f9d1d033bdec9aa
128110,103964,13,1,2,1,76561198408199043,phzy,1,1,9f9d1d033bdec9aa
134213,108915,14,5,3,0,76561198044045107,electroNic,0,0,9f9d1d033bdec9aa
143394,116381,15,3,2,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
170808,138800,17,4,2,0,76561198408199043,phzy,0,1,9f9d1d033bdec9aa
178818,145081,18,5,2,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
184502,149583,19,5,2,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
199096,161151,20,5,2,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
210272,170179,21,3,3,0,76561198080114546,fame,1,0,9f9d1d033bdec9aa
226663,183571,22,3,3,0,76561197995817501,FL1T,1,0,9f9d1d033bdec9aa
243619,197209,23,5,2,0,76561198184153575,JBa,0,0,9f9d1d033bdec9aa
