name,steamid,score,team name,kills,assists,deaths,headshots,hs %,k/d,kast,avg damages per round,avg kills per round,avg death per round,utility_damage_per_round,mvp,rank type,rank,old rank,win count,bomb planted,bomb defused,hostage rescued,health damage,armor damage,utility damage,1v1,1v2,1v3,1v4,1v5,1v1 won,1v2 won,1v3 won,1v4 won,1v5 won,1v1 lost,1v2 lost,1v3 lost,1v4 lost,1v5 lost,first kill,first death,trade kill,trade death,first trade kill,first trade death,1k,2k,3k,4k,5k,htlv 2,htlv,crosshair share code,color,inspect weapon count,match checksum
fEAR,76561198132026180,46,Passion UA,21,7,22,6,28,0.954545,75.862068,75.793106,0.724138,0.758621,6.758621,2,-1,0,0,0,0,0,0,2198,365,196,8,12,12,12,11,2,3,1,1,1,6,9,11,11,10,2,3,3,8,0,2,8,5,1,0,0,1.103456,0.962444,CSGO-iWRa3-DqFUz-bGwRx-mKUA2-hif4D,0,0,b1c8f82f8bf15fe6
Sonic,76561197975129851,43,Wildcard,15,5,18,8,53,0.833333,72.413788,58.448277,0.517241,0.620690,4.241379,1,-1,0,0,0,2,1,0,1695,346,123,6,10,10,10,9,1,2,0,0,0,5,8,10,10,9,2,1,6,2,0,0,13,1,0,0,0,0.910585,0.762375,CSGO-Y2OsJ-wVWtb-wRud9-RGWsE-vurBE,1,0,b1c8f82f8bf15fe6
jambo,76561198800253526,53,Passion UA,23,6,22,8,34,1.045455,72.413788,80.034485,0.793103,0.758621,2.793103,4,-1,0,0,0,0,0,0,2321,352,81,8,12,12,12,11,1,2,0,0,0,7,10,12,12,11,5,2,4,1,0,0,9,2,2,1,0,1.148030,1.140078,CSGO-mPkbZ-H8PHa-VHUk2-6xsDU-ZaywQ,2,0,b1c8f82f8bf15fe6
stanislaw,76561197981849043,69,Wildcard,27,8,19,18,66,1.421053,79.310349,97.379311,0.931035,0.655172,8.620689,6,-1,0,0,0,1,1,0,2824,533,250,5,9,9,9,8,2,3,1,1,1,3,6,8,8,7,5,1,5,7,0,0,9,2,3,0,1,1.435095,1.479939,CSGO-TyYEU-37jU2-CqjwY-LjfEp-kqpJN,2,0,b1c8f82f8bf15fe6
phzy,76561198408199043,49,Wildcard,17,5,15,2,11,1.133333,72.413788,65.413795,0.586207,0.517241,1.655172,3,-1,0,0,0,3,0,0,1897,120,48,7,11,11,11,10,1,2,0,0,0,6,9,11,11,10,2,0,4,3,0,0,7,1,3,0,0,1.047611,1.094622,CSGO-CyT9P-DOn6w-zJBQh-o8SLm-3kYbD,4,0,b1c8f82f8bf15fe6
susp,76561198342718168,66,Wildcard,27,10,19,16,59,1.421053,82.758621,92.482758,0.931035,0.655172,5.517241,3,-1,0,0,0,1,0,0,2682,404,160,6,10,10,10,9,1,2,0,0,0,5,8,10,10,9,7,4,5,6,0,0,10,7,1,0,0,1.451469,1.259916,CSGO-HHxNW-T7XcL-coLsp-k59RW-zqLDR,3,0,b1c8f82f8bf15fe6
zeRRoFIX,76561199121088563,26,Passion UA,10,5,20,3,30,0.500000,65.517242,49.758621,0.344828,0.689655,3.758621,0,-1,0,0,0,0,0,0,1443,270,109,5,9,9,9,8,1,2,0,0,0,4,7,9,9,8,0,7,4,6,0,4,8,1,0,0,0,0.646658,0.561921,CSGO-b5xO3-bkf6w-zJBQh-o8SLm-3kYbD,3,0,b1c8f82f8bf15fe6
s-chilla,76561198964042711,51,Passion UA,16,8,19,9,56,0.842105,72.413788,66.448273,0.551724,0.655172,2.206897,2,-1,0,0,0,4,0,0,1927,306,64,4,8,8,8,7,1,2,0,0,0,3,6,8,8,7,1,1,4,8,0,1,5,4,1,0,0,0.957919,0.882997,CSGO-hXLYa-XB6Vh-opJXV-DpvZr-u2hWA,4,0,b1c8f82f8bf15fe6
JBa,76561198184153575,39,Wildcard,15,7,21,10,66,0.714286,72.413788,54.689655,0.517241,0.724138,2.448276,3,-1,0,0,0,1,0,0,1586,339,71,4,8,8,8,7,1,2,0,0,0,3,6,8,8,7,3,4,3,8,0,2,6,3,1,0,0,0.850300,0.777781,CSGO-qSzCs-BRruj-UEKYE-zTwVW-NoRBD,0,0,b1c8f82f8bf15fe6
jackasmo,76561198446445284,63,Passion UA,21,8,19,11,52,1.105263,62.068962,84.241379,0.724138,0.655172,12.137931,5,-1,0,0,0,3,1,0,2443,498,352,7,11,11,11,10,2,3,1,1,1,5,8,10,10,9,2,6,6,3,0,2,7,1,4,0,0,1.088363,1.147061,CSGO-sbG9Z-oGqXz-s8bCA-QEYkY-UCbtH,1,0,b1c8f82f8bf15fe6
