frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
11079,9323,1,2,3,1,76561198060367310,hallzerk,1,2,e8ba6d4dbaab24af
11123,9363,1,1,2,0,76561198365118288,try,0,0,e8ba6d4dbaab24af
22923,19248,2,3,2,0,76561198307171910,decenty,0,2,e8ba6d4dbaab24af
23554,19804,2,1,3,1,76561198191236195,Grim,1,1,e8ba6d4dbaab24af
31835,26419,3,5,2,0,76561198307171910,decenty,0,1,e8ba6d4dbaab24af
38443,31607,4,3,2,0,76561198365118288,try,1,0,e8ba6d4dbaab24af
49808,40989,5,5,3,0,76561198306519263,floppy,1,0,e8ba6d4dbaab24af
64455,53039,6,4,2,0,76561197983031494," felps",1,0,e8ba6d4dbaab24af
78661,64474,7,2,2,0,76561198307171910,decenty,0,0,e8ba6d4dbaab24af
84626,69063,8,5,3,0,76561198191236195,Grim,0,0,e8ba6d4dbaab24af
92094,74954,9,2,2,0,76561197996370184,VINI,0,0,e8ba6d4dbaab24af
102465,83870,10,5,2,0,76561198365118288,try,0,0,e8ba6d4dbaab24af
134448,109737,12,2,2,0,76561197983031494," felps",0,0,e8ba6d4dbaab24af
146821,120241,13,5,2,0,76561198021715100,JT,0,0,e8ba6d4dbaab24af
157410,128835,14,2,3,0,76561197996370184,VINI,0,1,e8ba6d4dbaab24af
158170,129518,14,1,2,1,76561198021715100,JT,1,1,e8ba6d4dbaab24af
166552,136379,15,3,2,1,76561198306519263,floppy,1,3,e8ba6d4dbaab24af
167024,136805,15,1,3,0,76561198307171910,decenty,0,0,e8ba6d4dbaab24af
179684,147007,16,4,3,0,76561198307171910,decenty,0,2,e8ba6d4dbaab24af
197889,161951,17,3,3,0,76561198365118288,try,0,0,e8ba6d4dbaab24af
