checksum,game,demo path,demo name,date,source,type,share code,map,server name,client name,tick count,tickrate,framerate,game type,game mode,game mode str,is ranked,duration,network protocol,build number,kill count,assist count,death count,shot count,winner name,winner side,overtime count,max rounds,has vac live ban
d4ba6a21ad57c602,CS2,c:\cs2-hltv-event-scrapper\downloads\unpacked_demos\Perfect World Shanghai Major 2024 Opening Stage\big-vs-furia-m1-nuke.dem,big-vs-furia-m1-nuke,2024-12-02T06:38:58-03:00,esl,GOTV,,de_nuke,[MAJOR] BIG vs FURIA BO3-1,SourceTV Demo,136530,64.000000,79.215190,2133.000000,14054,10231,0,0,casual,0,119,42,120,2729,BIG,2,0,24,0
