frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
5647,4333,1,4,2,0,76561198153651861,nawwk,0,2,1de6309d4f5b3794
14985,11773,2,4,2,0,76561199046478501,MATYS,0,1,1de6309d4f5b3794
28055,22154,3,3,2,0,76561198028458803,blameF,1,0,1de6309d4f5b3794
35913,28098,4,3,2,0,76561198028458803,blameF,0,1,1de6309d4f5b3794
48099,37366,5,3,2,0,76561198153651861,nawwk,0,1,1de6309d4f5b3794
58065,44465,6,5,2,0,76561198031651584,KRiMZ,0,1,1de6309d4f5b3794
77593,59050,7,2,3,1,76561198352656104,ChildKing,1,2,1de6309d4f5b3794
78511,59848,7,1,2,0,76561198153651861,nawwk,0,0,1de6309d4f5b3794
85940,65439,8,4,3,0,76561197976393269,kaze,0,0,1de6309d4f5b3794
96910,74277,9,2,2,0,76561198028458803,blameF,0,0,1de6309d4f5b3794
105981,80816,10,4,3,0,76561199016206318,L1haNg,0,1,1de6309d4f5b3794
114358,87330,11,3,3,0,76561197976393269,kaze,1,0,1de6309d4f5b3794
133047,102092,12,2,3,0,76561198013230247,Summer,0,0,1de6309d4f5b3794
141141,108694,13,5,2,0,76561197976393269,kaze,0,0,1de6309d4f5b3794
145993,112447,14,3,2,0,76561197976393269,kaze,0,0,1de6309d4f5b3794
152973,117750,15,4,2,0,76561197976393269,kaze,0,0,1de6309d4f5b3794
165688,127498,16,2,2,1,76561199016206318,L1haNg,1,2,1de6309d4f5b3794
167038,128673,16,1,3,0,76561198028458803,blameF,0,0,1de6309d4f5b3794
176868,136515,17,4,2,0,76561198013230247,Summer,0,0,1de6309d4f5b3794
184048,142225,18,2,3,0,76561198028458803,blameF,1,1,1de6309d4f5b3794
185769,143730,18,1,2,1,76561198352656104,ChildKing,1,0,1de6309d4f5b3794
197427,153333,19,2,2,0,76561197976393269,kaze,0,1,1de6309d4f5b3794
197476,153379,19,1,3,1,76561198153651861,nawwk,1,1,1de6309d4f5b3794
209805,162958,20,3,2,0,76561198013230247,Summer,0,0,1de6309d4f5b3794
217795,169281,21,2,2,0,76561198045397601,SOMEBODY,0,0,1de6309d4f5b3794
226002,175513,22,3,2,0,76561197976393269,kaze,0,1,1de6309d4f5b3794
231200,179294,23,5,2,0,76561197976393269,kaze,0,0,1de6309d4f5b3794
