frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
6428,5149,1,3,2,0,76561198342718168,susp,0,0,39ae6e5bb5733a72
15288,12306,2,3,3,0,76561198058500492,KSCERATO,0,0,39ae6e5bb5733a72
27272,22353,3,2,2,0,76561198342718168,susp,0,0,39ae6e5bb5733a72
37896,30938,4,4,3,0,76561197960690195,FalleN,0,0,39ae6e5bb5733a72
55262,45393,5,3,3,0,76561198058500492,KSCERATO,0,2,39ae6e5bb5733a72
55630,45719,5,1,2,1,76561198408199043,phzy,1,1,39ae6e5bb5733a72
62895,51626,6,5,3,0,76561198164970560,yuurih,0,0,39ae6e5bb5733a72
73882,60633,7,3,2,0,76561198408199043,phzy,0,1,39ae6e5bb5733a72
92269,75394,9,2,2,0,76561198408199043,phzy,0,1,39ae6e5bb5733a72
92388,75496,9,1,3,1,76561198118646644,skullz,1,1,39ae6e5bb5733a72
99406,81148,10,3,3,0,76561198058500492,KSCERATO,0,2,39ae6e5bb5733a72
99783,81464,10,1,2,1,76561198408199043,phzy,1,1,39ae6e5bb5733a72
111436,91126,11,4,2,0,76561197981849043,stanislaw,0,0,39ae6e5bb5733a72
123051,100680,12,4,2,0,76561197975129851,Sonic,0,2,39ae6e5bb5733a72
133140,109255,13,3,2,0,76561198164970560,yuurih,0,0,39ae6e5bb5733a72
138291,113342,14,4,2,0,76561198058500492,KSCERATO,0,0,39ae6e5bb5733a72
154478,126286,16,4,2,0,76561198058500492,KSCERATO,0,0,39ae6e5bb5733a72
160342,130707,17,4,2,0,76561198058500492,KSCERATO,0,0,39ae6e5bb5733a72
168034,136518,18,4,3,1,76561198342718168,susp,1,4,39ae6e5bb5733a72
172287,140288,18,1,2,0,76561197960690195,FalleN,0,0,39ae6e5bb5733a72
185341,150767,19,3,2,0,76561198164970560,yuurih,0,1,39ae6e5bb5733a72
195124,158722,20,2,3,0,76561197981849043,stanislaw,0,1,39ae6e5bb5733a72
196851,160263,20,1,2,1,76561197960690195,FalleN,1,1,39ae6e5bb5733a72
211109,171595,21,2,3,0,76561198184153575,JBa,0,1,39ae6e5bb5733a72
212475,172816,21,1,2,1,76561198058500492,KSCERATO,1,1,39ae6e5bb5733a72
220518,178924,22,5,3,0,76561197981849043,stanislaw,0,1,39ae6e5bb5733a72
238562,193227,24,2,3,0,76561198184153575,JBa,0,0,39ae6e5bb5733a72
259853,210812,25,3,3,0,76561198184153575,JBa,1,0,39ae6e5bb5733a72
267893,217192,26,3,2,0,76561198164970560,yuurih,0,0,39ae6e5bb5733a72
275392,222981,27,2,3,0,76561198342718168,susp,0,0,39ae6e5bb5733a72
289418,234688,28,3,2,0,76561198184153575,JBa,0,0,39ae6e5bb5733a72
296481,240093,29,3,3,0,76561198067763828,PINGUIM,0,1,39ae6e5bb5733a72
307185,248865,30,2,2,0,76561198342718168,susp,0,0,39ae6e5bb5733a72
