frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
7986,6480,1,3,3,0,76561198044045107,electroNic,1,0,71cb8ba5f4565b30
18058,14788,2,5,3,0,76561198036125584,Jame,0,1,71cb8ba5f4565b30
26753,21774,3,3,3,0,76561197995817501,FL1T,0,1,71cb8ba5f4565b30
49267,40200,5,4,2,0,76561198408199043,phzy,1,1,71cb8ba5f4565b30
72942,59392,7,2,3,0,76561198044045107,electroNic,0,0,71cb8ba5f4565b30
82517,66872,8,5,2,0,76561198184153575,JBa,0,1,71cb8ba5f4565b30
92685,74747,9,3,2,0,76561197975129851,Sonic,0,1,71cb8ba5f4565b30
106305,85894,10,4,2,0,76561198184153575,JBa,0,0,71cb8ba5f4565b30
116395,93929,11,3,3,0,76561198222442504,n0rb3r7,1,0,71cb8ba5f4565b30
127766,103168,12,3,3,0,76561198222442504,n0rb3r7,0,0,71cb8ba5f4565b30
140288,113841,13,4,2,0,76561197995817501,FL1T,0,0,71cb8ba5f4565b30
152182,123590,14,3,2,0,76561198044045107,electroNic,0,0,71cb8ba5f4565b30
159748,129650,15,3,2,0,76561198222442504,n0rb3r7,0,2,71cb8ba5f4565b30
161166,130899,15,1,3,1,76561197981849043,stanislaw,1,1,71cb8ba5f4565b30
173815,141257,16,4,2,0,76561198036125584,Jame,0,0,71cb8ba5f4565b30
180160,146226,17,2,3,0,76561198408199043,phzy,0,0,71cb8ba5f4565b30
195673,158689,19,4,3,0,76561197981849043,stanislaw,0,1,71cb8ba5f4565b30
208597,168814,20,5,3,0,76561198184153575,JBa,0,2,71cb8ba5f4565b30
224416,181947,21,2,2,0,76561198222442504,n0rb3r7,0,0,71cb8ba5f4565b30
