number,start tick,start frame,freezetime end tick,freezetime end frame,end tick,end frame,end officially tick,end officially frame,team a name,team b name,score team a,score team b,team a side,team b side,team a start money,team b start money,team a equipment value,team b equipment value,team a money spent,team b money spent,team a economy type,team b economy type,duration,end reason,winner name,winner side,overtime number,match checksum
1,1,1,4070,5413,9236,11408,9684,11947,Team A,Team B,1,0,3,2,4000,4000,4500,5100,3400,3400,pistol,pistol,142263,8,Team A,3,0,f101e58241ef725a
2,9684,11947,10964,13831,20499,25014,20947,25556,Team A,Team B,1,1,3,2,18350,11900,20400,8100,17600,4600,semi,semi,162965,1,Team B,2,0,f101e58241ef725a
3,20947,25556,22227,27558,27747,34248,28195,34773,Team A,Team B,1,2,3,2,8050,26000,14800,24550,7850,16100,force-buy,full,108402,1,Team B,2,0,f101e58241ef725a
4,28195,34773,29475,36645,38043,46783,38491,47320,Team A,Team B,1,3,3,2,10000,28900,5250,26100,800,8600,semi,full,149783,1,Team B,2,0,f101e58241ef725a
5,38491,47320,39771,49219,48746,59594,49194,60142,Team A,Team B,1,4,3,2,21800,39300,22150,26200,21150,13000,force-buy,full,153075,1,Team B,2,0,f101e58241ef725a
6,49194,60142,50474,62150,56844,69858,57292,70377,Team A,Team B,1,5,3,2,16650,45300,12650,27350,8300,26350,semi,full,121173,9,Team B,2,0,f101e58241ef725a
7,59662,73655,60942,75326,69091,85003,69539,85532,Team A,Team B,1,6,3,2,26850,36800,26700,27350,25700,16700,full,full,141527,9,Team B,2,0,f101e58241ef725a
8,69539,85532,70819,87451,77882,95871,78330,96399,Team A,Team B,1,7,3,2,19050,37950,11500,27350,10900,18950,semi,full,128943,9,Team B,2,0,f101e58241ef725a
9,78330,96399,79610,98374,85555,105573,86003,106114,Team A,Team B,2,7,3,2,26050,36850,25400,25100,24400,16400,full,full,114414,7,Team A,3,0,f101e58241ef725a
10,86003,106114,87283,108135,92754,114707,93202,115234,Team A,Team B,2,8,3,2,20950,31650,26700,27350,16750,26350,full,full,107168,9,Team B,2,0,f101e58241ef725a
11,95452,118361,96732,120211,100672,125080,101120,125607,Team A,Team B,2,9,3,2,19300,22950,20450,25700,18950,11150,force-buy,full,83796,9,Team B,2,0,f101e58241ef725a
12,101120,125607,102400,127558,105555,131539,106099,132181,Team A,Team B,2,10,3,2,17950,29250,19150,28350,17850,14400,force-buy,full,73981,9,Team B,2,0,f101e58241ef725a
13,106099,132181,119432,149846,122832,153821,123280,154353,Team A,Team B,2,11,2,3,4000,4000,4700,4250,3300,3450,pistol,pistol,269884,7,Team B,3,0,f101e58241ef725a
14,123280,154353,124560,156239,131105,164014,131553,164535,Team A,Team B,2,12,2,3,14100,19850,14100,21400,13500,19350,force-buy,semi,120487,8,Team B,3,0,f101e58241ef725a
15,133586,167511,134866,169350,138702,174050,138702,174050,Team A,Team B,2,13,2,3,15300,19900,14400,26700,13300,17000,force-buy,full,81551,8,Team B,3,0,f101e58241ef725a
