checksum,date,map,tournament
afd99b702c5aafc4,2024-11-02,de_dust2,BLAST Premier World Final 2024
5bb16082b6d7bf2b,2024-11-02,de_inferno,BLAST Premier World Final 2024
8daa396e113e118c,2024-11-02,de_mirage,BLAST Premier World Final 2024
6cd242073d19497b,2024-10-31,de_anubis,BLAST Premier World Final 2024
c37ee9184f0fccf3,2024-10-31,de_dust2,BLAST Premier World Final 2024
711139ec6e55fd91,2024-10-31,de_nuke,BLAST Premier World Final 2024
b293a59fe730997a,2024-10-30,de_inferno,BLAST Premier World Final 2024
b783523242dc5cd9,2024-10-30,de_nuke,BLAST Premier World Final 2024
feb54802b6a9c832,2024-11-01,de_dust2,BLAST Premier World Final 2024
fe36626287e46b88,2024-11-01,de_mirage,BLAST Premier World Final 2024
396cb5177b9dae02,2024-10-30,de_nuke,BLAST Premier World Final 2024
6c692080c5f6abee,2024-10-30,de_mirage,BLAST Premier World Final 2024
abd480a89674e421,2024-10-31,de_inferno,BLAST Premier World Final 2024
61978a585e80788f,2024-10-31,de_mirage,BLAST Premier World Final 2024
af4da788cca3cf47,2024-10-31,de_ancient,BLAST Premier World Final 2024
dbff32cc281390d2,2024-10-30,de_anubis,BLAST Premier World Final 2024
6fc423a29305d61b,2024-10-30,de_mirage,BLAST Premier World Final 2024
191fd7f9b8ec76a6,2024-10-26,de_mirage,ESL Challenger Katowice 2024
5725f5bf4a9406,2024-10-26,de_anubis,ESL Challenger Katowice 2024
55dc01bc0ffe531,2024-10-25,de_inferno,ESL Challenger Katowice 2024
8be6ee39a646d052,2024-10-25,de_inferno,ESL Challenger Katowice 2024
59bf5364fd4cd21,2024-10-25,de_dust2,ESL Challenger Katowice 2024
1e7dbaa16b583e8a,2024-10-26,de_dust2,ESL Challenger Katowice 2024
aff1be81e0d222e2,2024-10-26,de_inferno,ESL Challenger Katowice 2024
ea033a32584d3430,2024-10-25,de_ancient,ESL Challenger Katowice 2024
7b4a123f5b30e4ee,2024-10-26,de_anubis,ESL Challenger Katowice 2024
6e4986c5e55c72c2,2024-10-26,de_mirage,ESL Challenger Katowice 2024
9df59068c7fce089,2024-10-26,de_ancient,ESL Challenger Katowice 2024
cd2645f85a9d982a,2024-10-25,de_ancient,ESL Challenger Katowice 2024
3d3dca900fb008d8,2024-10-25,de_mirage,ESL Challenger Katowice 2024
b849a0efe34ed8e5,2024-10-25,de_anubis,ESL Challenger Katowice 2024
d9beb80f8ec7964b,2024-10-27,de_ancient,ESL Challenger Katowice 2024
9ccb5651c9037897,2024-10-27,de_nuke,ESL Challenger Katowice 2024
d98db98f2d8cae08,2024-10-27,de_dust2,ESL Challenger Katowice 2024
105e3d346cf2883f,2024-10-27,de_nuke,ESL Challenger Katowice 2024
10196e75e41a9814,2024-10-27,de_mirage,ESL Challenger Katowice 2024
25fa92a7bad8712,2024-10-25,de_nuke,ESL Challenger Katowice 2024
ec084c64c577b027,2024-10-25,de_vertigo,ESL Challenger Katowice 2024
b122b20cb1e25e7e,2024-10-27,de_ancient,ESL Challenger Katowice 2024
c4679dd1ddb9c0f6,2024-10-27,de_nuke,ESL Challenger Katowice 2024
3a5be6e4d45a306e,2025-02-02,de_ancient,IEM Katowice 2025
bf5f494d030fe791,2025-02-02,de_inferno,IEM Katowice 2025
7a873ef2dfe2748b,2025-02-03,de_inferno,IEM Katowice 2025
6c679391a6dbcf2f,2025-02-03,de_anubis,IEM Katowice 2025
59915953161c3f2c,2025-02-03,de_dust2,IEM Katowice 2025
2560f7943b930418,2025-02-04,de_anubis,IEM Katowice 2025
60fb075c6ceb579d,2025-02-04,de_nuke,IEM Katowice 2025
24caf48b107978c8,2025-02-02,de_anubis,IEM Katowice 2025
f724d4d6b20a12bb,2025-02-02,de_dust2,IEM Katowice 2025
81aee11eb055c1ff,2025-02-02,de_dust2,IEM Katowice 2025
d3c2cd2f022a60c2,2025-02-02,de_train,IEM Katowice 2025
cbf08c5a4ea5b688,2025-02-01,de_inferno,IEM Katowice 2025
fbcad246a8dde6be,2025-02-01,de_train,IEM Katowice 2025
e537f0fbeee87b04,2025-02-02,de_ancient,IEM Katowice 2025
689e7c4b453a1b22,2025-02-02,de_dust2,IEM Katowice 2025
559ac651f961dcd4,2025-02-02,de_mirage,IEM Katowice 2025
28433542262f6ce8,2025-02-01,de_ancient,IEM Katowice 2025
19d23a463472ab70,2025-02-01,de_ancient,IEM Katowice 2025
d9bcb36f06fcf029,2025-02-01,de_mirage,IEM Katowice 2025
d6d0f7100c7b886a,2025-02-01,de_nuke,IEM Katowice 2025
37b4c80e049802e4,2025-02-03,de_inferno,IEM Katowice 2025
693fb6f5fe54ada3,2025-02-03,de_inferno,IEM Katowice 2025
a841aa475f35b827,2025-02-03,de_dust2,IEM Katowice 2025
b1546cb16ce4f919,2025-02-03,de_nuke,IEM Katowice 2025
7e2a3723b325ac32,2025-02-03,de_nuke,IEM Katowice 2025
1d90a7887b738639,2025-02-03,de_ancient,IEM Katowice 2025
45e1ab827f1078e8,2025-02-03,de_ancient,IEM Katowice 2025
2a9902e81ae40834,2025-02-03,de_inferno,IEM Katowice 2025
751f3a46428921f2,2025-02-03,de_inferno,IEM Katowice 2025
55f900d795622dae,2025-02-03,de_nuke,IEM Katowice 2025
3374c692d0b7534,2025-02-01,de_inferno,IEM Katowice 2025
c56449524c6b814a,2025-02-01,de_mirage,IEM Katowice 2025
1cd7c5206b017384,2025-02-04,de_nuke,IEM Katowice 2025
1cb455e4100595e,2025-02-04,de_nuke,IEM Katowice 2025
24aae0a026f21989,2025-02-04,de_mirage,IEM Katowice 2025
f0512b9774f1d4e0,2025-02-04,de_anubis,IEM Katowice 2025
466fcbf188bb4eeb,2025-02-04,de_anubis,IEM Katowice 2025
6db171ff15dfdd09,2025-02-04,de_ancient,IEM Katowice 2025
d474cdcdbcd4e391,2025-02-04,de_ancient,IEM Katowice 2025
c051cd28c3fef2fb,2025-02-04,de_nuke,IEM Katowice 2025
52f410db2e464ddf,2025-02-03,de_nuke,IEM Katowice 2025
68f960e49f620eb6,2025-02-03,de_mirage,IEM Katowice 2025
460cdd1cb28a18de,2025-02-04,de_nuke,IEM Katowice 2025
ba4d5563629a1e42,2025-02-04,de_nuke,IEM Katowice 2025
61cd6440284a9038,2025-02-04,de_dust2,IEM Katowice 2025
a0154a45e1d020a3,2025-02-01,de_inferno,IEM Katowice 2025
ac1380546b71e382,2025-02-01,de_mirage,IEM Katowice 2025
fd5f8a6034103d74,2025-02-03,de_nuke,IEM Katowice 2025
923d4f47b764dce7,2025-02-03,de_ancient,IEM Katowice 2025
ebcee65afcd51cc1,2025-02-01,de_dust2,IEM Katowice 2025
72cbe2c6ce383400,2025-02-01,de_mirage,IEM Katowice 2025
4a7f07789d54e3b7,2025-02-03,de_mirage,IEM Katowice 2025
9db7975699fd0241,2025-02-03,de_dust2,IEM Katowice 2025
8c8bbaa2641a47f5,2025-02-03,de_dust2,IEM Katowice 2025
e732cdb2060c513d,2025-02-03,de_dust2,IEM Katowice 2025
d283b059cd044a37,2025-02-08,de_dust2,IEM Katowice 2025
e5487aec09987be7,2025-02-03,de_nuke,IEM Katowice 2025
15ecd8037c10dd79,2025-02-02,de_nuke,IEM Katowice 2025
c4954bead7b0cea3,2025-02-02,de_dust2,IEM Katowice 2025
2582d0e2275df235,2025-02-02,de_dust2,IEM Katowice 2025
7c8d471088efabbd,2025-02-07,de_anubis,IEM Katowice 2025
4314a9bfc52002d9,2025-02-07,de_mirage,IEM Katowice 2025
cde638435845fd7f,2025-02-07,de_mirage,IEM Katowice 2025
12edef407a73615c,2025-02-07,de_mirage,IEM Katowice 2025
b4ed316595c9e3ee,2025-02-02,de_nuke,IEM Katowice 2025
9169550a6483bf72,2025-02-02,de_nuke,IEM Katowice 2025
551f82d6a90513c,2025-02-02,de_nuke,IEM Katowice 2025
9d28525a9109fae5,2025-02-02,de_mirage,IEM Katowice 2025
b3e630844838d64a,2025-02-02,de_ancient,IEM Katowice 2025
d1a36e7ffefcc2b,2025-02-04,de_mirage,IEM Katowice 2025
ff97bf15fec913cc,2025-02-04,de_ancient,IEM Katowice 2025
389c398779c40eb7,2025-02-07,de_train,IEM Katowice 2025
2d40aa7843420a75,2025-02-07,de_ancient,IEM Katowice 2025
fe4b8e62bc76e328,2025-02-04,de_anubis,IEM Katowice 2025
9762731cfede72e3,2025-02-04,de_inferno,IEM Katowice 2025
570f8248223e79f2,2025-02-01,de_inferno,IEM Katowice 2025
21962835eb0afc65,2025-02-01,de_nuke,IEM Katowice 2025
338bf45269a7603e,2025-02-01,de_nuke,IEM Katowice 2025
210aa16e681afeb,2025-02-01,de_nuke,IEM Katowice 2025
35700478db137ecd,2025-02-02,de_nuke,IEM Katowice 2025
383f3f966a667aac,2025-02-02,de_anubis,IEM Katowice 2025
da770bde2ceb32d,2025-02-02,de_dust2,IEM Katowice 2025
195047b6d1906fc4,2025-02-09,de_dust2,IEM Katowice 2025
da94e61682a859f4,2025-02-09,de_nuke,IEM Katowice 2025
9f4bfbc3b264416b,2025-02-09,de_mirage,IEM Katowice 2025
c7e4db4643f03b80,2025-02-08,de_mirage,IEM Katowice 2025
f500563a00bf8c99,2025-02-08,de_nuke,IEM Katowice 2025
bfc6f2825a0867f9,2025-01-29,de_train,IEM Katowice 2025 Play-in
b4c6188c4486cbd4,2025-01-29,de_inferno,IEM Katowice 2025 Play-in
8ba8780c2294ec78,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
69fe15c294772f47,2025-01-30,de_nuke,IEM Katowice 2025 Play-in
27ff2724d14966de,2025-01-29,de_mirage,IEM Katowice 2025 Play-in
c63cce56b8892279,2025-01-29,de_mirage,IEM Katowice 2025 Play-in
dd7f4fbf9530e544,2025-01-29,de_mirage,IEM Katowice 2025 Play-in
99a415d433476e78,2025-01-29,de_ancient,IEM Katowice 2025 Play-in
a6bf6fa832a47317,2025-01-31,de_nuke,IEM Katowice 2025 Play-in
b2c49860d94e5292,2025-01-31,de_ancient,IEM Katowice 2025 Play-in
118dfcc021267f70,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
adb0c2aafaa3fb20,2025-01-30,de_ancient,IEM Katowice 2025 Play-in
282f92f9b99085d8,2025-01-29,de_anubis,IEM Katowice 2025 Play-in
96e3bfd883fd165b,2025-01-29,de_anubis,IEM Katowice 2025 Play-in
69c385174318c430,2025-01-29,de_train,IEM Katowice 2025 Play-in
570bcf1cea3a6b34,2025-01-31,de_inferno,IEM Katowice 2025 Play-in
391305308d8bb198,2025-01-31,de_ancient,IEM Katowice 2025 Play-in
376b2624d4ca6f5b,2025-01-30,de_nuke,IEM Katowice 2025 Play-in
9266ec02c32bf917,2025-01-30,de_anubis,IEM Katowice 2025 Play-in
42946d021e655086,2025-01-30,de_train,IEM Katowice 2025 Play-in
7b1ba9b6e721b66e,2025-01-30,de_train,IEM Katowice 2025 Play-in
51bc12af9ae45411,2025-01-30,de_ancient,IEM Katowice 2025 Play-in
d185d613a8ea4fc9,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
c39d8c39a8021aa0,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
6a3336f2505564e3,2025-01-29,de_mirage,IEM Katowice 2025 Play-in
b5500bd51a9f996b,2025-01-29,de_dust2,IEM Katowice 2025 Play-in
27006799e54e274f,2025-01-29,de_anubis,IEM Katowice 2025 Play-in
6ef292ed1ac32c41,2025-01-29,de_nuke,IEM Katowice 2025 Play-in
2e87cbcb4590cc62,2025-01-29,de_dust2,IEM Katowice 2025 Play-in
2cdde6ece4c31865,2025-01-31,de_inferno,IEM Katowice 2025 Play-in
739a6277108d6f14,2025-01-31,de_anubis,IEM Katowice 2025 Play-in
b94a4b5a4eff365a,2025-01-31,de_inferno,IEM Katowice 2025 Play-in
2e4c30c44c381f4a,2025-01-31,de_dust2,IEM Katowice 2025 Play-in
56156d57e4f26bd4,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
793d2f5ca174881a,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
a9fedde9b99c606b,2025-01-30,de_mirage,IEM Katowice 2025 Play-in
795130c6663b9062,2025-01-29,de_nuke,IEM Katowice 2025 Play-in
974f707b47a12411,2025-01-29,de_nuke,IEM Katowice 2025 Play-in
dbddb4f7c8f66c15,2025-01-29,de_nuke,IEM Katowice 2025 Play-in
524c22e996af05d8,2025-01-29,de_nuke,IEM Katowice 2025 Play-in
21e8fb23cd6fbd3c,2025-01-29,de_inferno,IEM Katowice 2025 Play-in
5bf3360f6d134a54,2025-01-31,de_anubis,IEM Katowice 2025 Play-in
7daded92331b1937,2025-01-31,de_ancient,IEM Katowice 2025 Play-in
ef753259c87d4591,2025-01-29,de_mirage,IEM Katowice 2025 Play-in
2d16c1abd0c120e1,2025-01-29,de_dust2,IEM Katowice 2025 Play-in
4190a28a28d8d8a7,2025-01-30,de_dust2,IEM Katowice 2025 Play-in
615da7d45a1425e8,2025-01-30,de_inferno,IEM Katowice 2025 Play-in
eadba096300e07f7,2025-01-29,de_ancient,IEM Katowice 2025 Play-in
b0a70b5c0e07178d,2025-01-29,de_inferno,IEM Katowice 2025 Play-in
967336fe72e43148,2025-01-31,de_inferno,IEM Katowice 2025 Play-in
4df19d8300502981,2025-01-31,de_dust2,IEM Katowice 2025 Play-in
2691cc418a36940e,2025-01-31,de_nuke,IEM Katowice 2025 Play-in
28c465f3ee6bd47f,2024-12-05,de_vertigo,Perfect World Shanghai Major 2024
acf6b139f56e98ab,2024-12-05,de_dust2,Perfect World Shanghai Major 2024
ec6d6c73b46d11c0,2024-12-06,de_inferno,Perfect World Shanghai Major 2024
f4214f7df48008c1,2024-12-06,de_mirage,Perfect World Shanghai Major 2024
dbbf762636f7a70d,2024-12-06,de_vertigo,Perfect World Shanghai Major 2024
8863fb1ebba84df1,2024-12-06,de_dust2,Perfect World Shanghai Major 2024
4d8ded1a139bbd27,2024-12-06,de_mirage,Perfect World Shanghai Major 2024
681745a2b9b36b8b,2024-12-08,de_inferno,Perfect World Shanghai Major 2024
6a0a0abd5ac9d66e,2024-12-08,de_dust2,Perfect World Shanghai Major 2024
9d7f5d821f100013,2024-12-08,de_mirage,Perfect World Shanghai Major 2024
83e4fbd18cd20dca,2024-12-05,de_ancient,Perfect World Shanghai Major 2024
a9a03854402ccebc,2024-12-05,de_ancient,Perfect World Shanghai Major 2024
f10e0880161eacf8,2024-12-06,de_inferno,Perfect World Shanghai Major 2024
3fe31655cc583b78,2024-12-07,de_vertigo,Perfect World Shanghai Major 2024
668f0048bae3a840,2024-12-07,de_mirage,Perfect World Shanghai Major 2024
cac181c5b74593da,2024-12-07,de_inferno,Perfect World Shanghai Major 2024
5d82c197f1fb3742,2024-12-06,de_ancient,Perfect World Shanghai Major 2024
664f6d1460b54fe0,2024-12-05,de_mirage,Perfect World Shanghai Major 2024
e1cc574fa1fb85cf,2024-12-14,de_ancient,Perfect World Shanghai Major 2024
1c4087b5b67b4893,2024-12-14,de_nuke,Perfect World Shanghai Major 2024
a1b3c609bf8137ee,2024-12-13,de_ancient,Perfect World Shanghai Major 2024
78951c54d5b89f43,2024-12-13,de_nuke,Perfect World Shanghai Major 2024
741ea759430310d5,2024-12-13,de_mirage,Perfect World Shanghai Major 2024
be7592a0ed336b74,2024-12-05,de_inferno,Perfect World Shanghai Major 2024
ac8e5c6252db1914,2024-12-06,de_dust2,Perfect World Shanghai Major 2024
972dbb55aad22b11,2024-12-06,de_ancient,Perfect World Shanghai Major 2024
8f9b843b6ca827f0,2024-12-06,de_anubis,Perfect World Shanghai Major 2024
1eaf60db2b3ea175,2024-12-05,de_mirage,Perfect World Shanghai Major 2024
a607bf54206a996f,2024-12-08,de_mirage,Perfect World Shanghai Major 2024
d04c778ce7c7c19d,2024-12-08,de_nuke,Perfect World Shanghai Major 2024
de81313f67acf632,2024-12-08,de_ancient,Perfect World Shanghai Major 2024
35caae1cd19b2165,2024-12-05,de_inferno,Perfect World Shanghai Major 2024
a9726820737c06ab,2024-12-07,de_mirage,Perfect World Shanghai Major 2024
550b985a66c74143,2024-12-07,de_nuke,Perfect World Shanghai Major 2024
e2c504ef47a8744b,2024-12-07,de_anubis,Perfect World Shanghai Major 2024
784c2b49e66c4b7d,2024-12-08,de_mirage,Perfect World Shanghai Major 2024
d6eb00837fac017d,2024-12-08,de_nuke,Perfect World Shanghai Major 2024
9ce52500e7bd6ed8,2024-12-06,de_dust2,Perfect World Shanghai Major 2024
fb582ab0d92b58af,2024-12-07,de_nuke,Perfect World Shanghai Major 2024
c41bd8610a8ab9b6,2024-12-06,de_inferno,Perfect World Shanghai Major 2024
ee67dce02c26b312,2024-12-05,de_nuke,Perfect World Shanghai Major 2024
1ec3d3f6cf6f10be,2024-12-14,de_nuke,Perfect World Shanghai Major 2024
ab30e6c6bb29f880,2024-12-14,de_ancient,Perfect World Shanghai Major 2024
d538f36cb94c95e3,2024-12-14,de_mirage,Perfect World Shanghai Major 2024
d6edbce1ba18ad0a,2024-12-05,de_mirage,Perfect World Shanghai Major 2024
b2e2a4d89e1c7d63,2024-12-07,de_nuke,Perfect World Shanghai Major 2024
4f38eb5b1d370d88,2024-12-07,de_mirage,Perfect World Shanghai Major 2024
c15cf089fc3e505a,2024-12-05,de_nuke,Perfect World Shanghai Major 2024
993a3866aec86821,2024-12-05,de_inferno,Perfect World Shanghai Major 2024
614394a2c0c3e48,2024-12-06,de_mirage,Perfect World Shanghai Major 2024
25f8330ee031d4c5,2024-12-15,de_nuke,Perfect World Shanghai Major 2024
ae8acf53d96c9a40,2024-12-15,de_ancient,Perfect World Shanghai Major 2024
7ae9740a4a1599be,2024-12-15,de_dust2,Perfect World Shanghai Major 2024
95cf3723443424db,2024-12-05,de_dust2,Perfect World Shanghai Major 2024
823e1b1ec1f8acde,2024-12-07,de_ancient,Perfect World Shanghai Major 2024
7251ef81f4d63579,2024-12-07,de_mirage,Perfect World Shanghai Major 2024
cc72eab6abebddfb,2024-12-07,de_dust2,Perfect World Shanghai Major 2024
d62ae962a7eb3c3b,2024-12-12,de_anubis,Perfect World Shanghai Major 2024
8855159dbc2f9b32,2024-12-12,de_dust2,Perfect World Shanghai Major 2024
f807a7ad93891ce5,2024-12-05,de_ancient,Perfect World Shanghai Major 2024
9b81f93091aaeaf9,2024-12-06,de_mirage,Perfect World Shanghai Major 2024
6ae6208fb5c39fb0,2024-12-06,de_anubis,Perfect World Shanghai Major 2024
43c6e2fb9051e355,2024-12-06,de_ancient,Perfect World Shanghai Major 2024
540b5836270265df,2024-12-12,de_ancient,Perfect World Shanghai Major 2024
4267d9c850749520,2024-12-12,de_nuke,Perfect World Shanghai Major 2024
c243fc28328815c,2024-12-13,de_nuke,Perfect World Shanghai Major 2024
bc1d6ce5a6d3a4b7,2024-12-13,de_mirage,Perfect World Shanghai Major 2024
ef5428fc5dae1544,2024-12-13,de_anubis,Perfect World Shanghai Major 2024
78b35a05e1f27c73,2024-12-05,de_mirage,Perfect World Shanghai Major 2024
2740f54047c83411,2024-12-05,de_mirage,Perfect World Shanghai Major 2024
b3f709fcb800bb07,2024-12-06,de_mirage,Perfect World Shanghai Major 2024
294467d4121747c,2024-12-06,de_anubis,Perfect World Shanghai Major 2024
f122d60f045acaa6,2024-12-03,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
c619ff29c860e31b,2024-12-03,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
3ae1a53fc2cc6c1f,2024-12-03,de_dust2,Perfect World Shanghai Major 2024 Opening Stage
7707aa820997dbaf,2024-11-30,de_nuke,Perfect World Shanghai Major 2024 Opening Stage
d4ba6a21ad57c602,2024-12-02,de_nuke,Perfect World Shanghai Major 2024 Opening Stage
639d38876218f3c3,2024-12-02,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
be43b8bc38bb56c3,2024-12-02,de_dust2,Perfect World Shanghai Major 2024 Opening Stage
bda50bc0b7dcc8f7,2024-11-30,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
548077d94f4c5916,2024-11-30,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
a7dda075c982c63b,2024-12-02,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
2b05f2b18f25ea2d,2024-12-02,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
ba6c7364a837a7aa,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
e8ba6d4dbaab24af,2024-12-01,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
6688d6cc3a21a172,2024-12-01,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
4f279dfe7a5ab3a,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
20785e8de8eb6acc,2024-12-02,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
21b62d6fee23505f,2024-12-02,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
733d1136f80123d0,2024-11-30,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
af0dac9725fb4973,2024-11-30,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
19718a4a82de9cf8,2024-11-29,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
39ae6e5bb5733a72,2024-12-01,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
7f46d31ac4f6cb56,2024-12-02,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
5e76d02ef18639fd,2024-12-02,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
c384144a3d13e973,2024-12-02,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
2624ce5e4e994f2,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
3c13672a1a0bc6bf,2024-11-29,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
9f7b0ecf5393bfbb,2024-11-30,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
ec69a6d82d403375,2024-12-01,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
70edba2a4e5b79f8,2024-12-01,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
ac50fa2d86d7ec32,2024-12-01,de_nuke,Perfect World Shanghai Major 2024 Opening Stage
aa4ca1d27f10b983,2024-11-30,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
bd4dc46ac382a21a,2024-12-03,de_nuke,Perfect World Shanghai Major 2024 Opening Stage
bdbf28b424a76bf1,2024-12-03,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
4627feec32d8c77a,2024-11-30,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
372c0b3361757e06,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
43c16f43eb7377f8,2024-11-30,de_nuke,Perfect World Shanghai Major 2024 Opening Stage
7ea47b398b9a223d,2024-11-30,de_dust2,Perfect World Shanghai Major 2024 Opening Stage
1de6309d4f5b3794,2024-12-01,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
14bf5c671e3f6811,2024-12-01,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
603e990725938bf7,2024-12-01,de_vertigo,Perfect World Shanghai Major 2024 Opening Stage
5f4ac3a157dc68f4,2024-12-02,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
5979376f760e45ca,2024-12-02,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
8e443d7bafc2ddba,2024-12-02,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
1cd888f387b2c0cd,2024-12-01,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
aa2e8f504f857b4b,2024-12-01,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
88016797c9a0a2ad,2024-11-30,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
156ece59e8ac5550,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
69bbe1949cf38ab6,2024-11-29,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
a23f3bd65607a01d,2024-11-30,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
485f43b117c7ff35,2024-12-03,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
d2cdf8bb98f0b17d,2024-12-03,de_mirage,Perfect World Shanghai Major 2024 Opening Stage
b1c8f82f8bf15fe6,2024-12-03,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
9f9d1d033bdec9aa,2024-12-02,de_ancient,Perfect World Shanghai Major 2024 Opening Stage
af91fb9f7eb80cc4,2024-12-02,de_inferno,Perfect World Shanghai Major 2024 Opening Stage
71cb8ba5f4565b30,2024-12-02,de_anubis,Perfect World Shanghai Major 2024 Opening Stage
