name,steamid,team_name,kills,assists,deaths,headshots,hs_%,kd,kast,avg_damages_per_round,avg_kills_per_round,avg_death_per_round,utility_damage_per_round,health_damage,armor_damage,utility_damage,first_kill,first_death,trade_kill,trade_death,1k,2k,3k,4k,5k,match_checksum,tournament
iM,76561198050250233,Natus Vincere,20,6,17,11,55,1.176471,65.517242,78.965515,0.689655,0.586207,3.344828,2290,403,97,4,1,4,1,6,4,2,0,0,341d802e05c4673,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,13,4,16,9,69,0.8125,59.090908,66.590912,0.590909,0.727273,0.772727,1465,174,17,5,6,2,3,6,1,0,0,1,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,5,0,16,1,20,0.3125,45.454548,28.90909,0.227273,0.727273,2.136364,636,72,47,2,0,2,3,1,2,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,14,6,11,7,50,1.272727,90.909096,72.0,0.636364,0.5,6.318182,1584,239,139,1,2,2,2,5,3,1,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,15,5,14,10,66,1.071429,81.818184,74.63636,0.681818,0.636364,5.818182,1642,353,128,1,1,4,2,5,5,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,28,5,13,20,71,2.153846,81.818184,129.318176,1.272727,0.590909,0.363636,2845,257,8,3,1,6,2,10,4,2,1,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,12,5,16,7,58,0.75,77.272728,71.63636,0.545455,0.727273,0.863636,1576,364,19,2,1,2,4,8,2,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,13,3,14,7,53,0.928571,72.727272,65.272728,0.590909,0.636364,3.863636,1436,241,85,3,1,0,4,7,3,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,11,6,8,4,36,1.375,90.909096,54.727272,0.5,0.363636,4.409091,1204,69,97,1,4,3,2,9,1,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,13,4,13,4,30,1.0,63.636364,60.863636,0.590909,0.590909,3.409091,1339,152,75,1,3,1,2,5,4,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,9,4,12,3,33,0.75,72.727272,46.31818,0.409091,0.545455,4.045455,1019,192,89,3,3,0,1,3,3,0,0,0,79792497772f19cb,BLAST Bounty 2025 Season 1 Finals
jL,76561198176878303,Natus Vincere,24,11,28,13,54,0.857143,78.571426,62.166668,0.571429,0.666667,2.404762,2611,453,101,2,4,6,7,10,4,2,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
Aleksib,76561198013243326,Natus Vincere,27,13,28,8,29,0.964286,76.190475,69.880951,0.642857,0.666667,6.333333,2935,502,266,5,4,7,8,14,5,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,20,15,29,7,35,0.689655,71.428574,64.595238,0.47619,0.690476,12.404762,2713,539,521,2,3,5,7,9,4,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
w0nderful,76561199063068840,Natus Vincere,22,9,29,8,36,0.758621,66.666672,60.809525,0.52381,0.690476,3.285714,2554,297,138,2,2,3,5,16,3,0,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,21,10,28,14,66,0.75,69.047615,69.238098,0.5,0.666667,4.523809,2908,661,190,1,4,2,6,8,5,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,34,11,31,19,55,1.096774,85.714287,80.904762,0.809524,0.738095,3.547619,3398,521,149,9,11,9,13,17,7,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
b1t,76561198246607476,Natus Vincere,36,9,25,25,69,1.44,85.714287,88.64286,0.857143,0.595238,1.428571,3723,605,60,9,3,12,8,18,6,2,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,35,8,23,8,22,1.521739,78.571426,73.761902,0.833333,0.547619,5.928571,3098,356,249,2,1,10,2,12,10,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,29,9,24,16,55,1.208333,78.571426,70.690475,0.690476,0.571429,3.214286,2969,574,135,5,4,5,5,16,5,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
iM,76561198050250233,Natus Vincere,26,7,29,12,46,0.896552,73.809525,72.476189,0.619048,0.690476,3.452381,3044,457,145,5,6,6,10,13,5,1,0,0,cf562d2195118fe,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team Spirit,25,7,18,15,60,1.388889,75.0,112.666664,1.041667,0.75,4.666667,2704,385,112,5,0,7,6,6,8,1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team Spirit,15,4,15,7,46,1.0,75.0,71.208336,0.625,0.625,1.0,1709,341,24,1,2,4,2,6,3,1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team Spirit,17,6,10,8,47,1.7,83.333328,64.833336,0.708333,0.416667,3.041667,1556,328,73,4,1,4,3,10,2,1,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,HEROIC,17,5,18,4,23,0.944444,66.666672,62.041668,0.708333,0.75,2.25,1489,248,54,1,2,4,5,9,1,2,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,HEROIC,11,8,16,5,45,0.6875,62.5,72.125,0.458333,0.666667,5.583333,1731,398,134,0,3,4,2,9,1,0,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,HEROIC,11,6,17,4,36,0.647059,70.833328,73.958336,0.458333,0.708333,8.458333,1775,328,203,3,3,0,4,11,0,0,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,HEROIC,22,3,13,8,36,1.692308,83.333328,83.125,0.916667,0.541667,2.666667,1995,298,64,5,3,7,2,7,4,1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team Spirit,8,3,16,4,50,0.5,75.0,44.791668,0.333333,0.666667,2.958333,1075,238,71,1,6,1,6,4,2,0,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,HEROIC,12,4,21,7,58,0.571429,62.5,60.708332,0.5,0.875,1.333333,1457,262,32,1,3,1,5,4,4,0,0,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team Spirit,20,3,14,8,40,1.428571,87.5,85.25,0.833333,0.583333,7.125,2046,266,171,3,1,3,5,5,4,1,1,0,6ff36ec1a9149902,BLAST Bounty 2025 Season 1 Finals
LNZ,76561198104626893,Team A,9,1,14,4,44,0.642857,56.25,52.6875,0.5625,0.875,0.0,843,186,0,2,3,0,0,3,3,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
maden,76561198165452027,Team A,7,2,14,1,14,0.5,43.75,43.125,0.4375,0.875,4.0,690,109,64,2,2,0,1,2,1,1,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
xfl0ud,76561198178209109,Team A,8,3,14,5,62,0.571429,75.0,63.6875,0.5,0.875,0.125,1019,189,2,2,4,1,0,9,0,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
zont1x,76561198995880877,Team B,11,5,9,4,36,1.222222,81.25,78.25,0.6875,0.5625,2.75,1252,236,44,1,4,1,4,3,4,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
SunPayus,76561198309839541,Team A,13,2,12,3,23,1.083333,56.25,92.0625,0.8125,0.75,2.875,1473,146,46,1,0,1,1,6,0,1,1,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
yxngstxr,76561199137143905,Team A,5,2,14,3,60,0.357143,50.0,50.8125,0.3125,0.875,2.3125,813,167,37,0,0,1,1,5,0,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
sh1ro,76561198081484775,Team B,19,0,5,13,68,3.8,87.5,106.25,1.1875,0.3125,0.125,1700,105,2,2,0,4,1,3,8,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
chopper,76561198045898864,Team B,14,3,10,8,57,1.4,68.75,89.8125,0.875,0.625,3.0,1437,253,48,0,2,2,2,1,3,1,1,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
donk,76561198386265483,Team B,9,1,9,6,66,1.0,81.25,63.75,0.5625,0.5625,2.5625,1020,110,41,5,1,3,4,9,0,0,0,0,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
magixx,76561199063238565,Team B,14,3,10,11,78,1.4,87.5,92.4375,0.875,0.625,2.375,1479,131,38,1,0,3,4,7,1,0,0,1,74f1eea03072e6b4,BLAST Bounty 2025 Season 1 Finals
woxic,76561198083485506,Eternal Fire,12,6,10,4,33,1.2,81.818184,59.272728,0.545455,0.454545,0.272727,1304,81,6,3,2,3,2,8,1,1,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
ropz,76561197991272318,Vitality,10,4,12,5,50,0.833333,68.181816,66.681816,0.454545,0.545455,1.772727,1467,250,39,2,4,0,1,3,2,1,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
XANTARES,76561198044118796,Eternal Fire,29,7,10,22,75,2.9,90.909096,132.409088,1.318182,0.454545,0.5,2913,393,11,6,0,4,2,6,4,1,3,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
jottAAA,76561198410750263,Eternal Fire,11,3,10,5,45,1.1,86.36364,54.272728,0.5,0.454545,2.227273,1194,186,49,2,0,4,2,9,1,0,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
Wicadia,76561198812513923,Eternal Fire,7,5,17,2,28,0.411765,68.181816,45.454544,0.318182,0.772727,6.590909,1000,174,145,0,2,2,6,7,0,0,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
apEX,76561197989744167,Vitality,8,2,17,6,75,0.470588,54.545456,44.68182,0.363636,0.772727,3.772727,983,170,83,1,3,3,3,5,0,1,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
mezii,76561197973140692,Vitality,13,4,14,8,61,0.928571,54.545456,79.13636,0.590909,0.636364,2.909091,1741,216,64,2,2,5,1,2,3,2,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
flameZ,76561197978835160,Vitality,14,3,15,10,71,0.933333,68.181816,67.454544,0.636364,0.681818,3.090909,1484,243,68,3,4,2,6,7,2,1,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
MAJ3R,76561197967432889,Eternal Fire,12,5,12,8,66,1.0,68.181816,65.727272,0.545455,0.545455,4.045455,1446,131,89,3,4,2,4,3,3,1,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
ZywOo,76561198113666193,Vitality,12,2,15,2,16,0.8,77.272728,62.045456,0.545455,0.681818,6.727273,1365,217,148,0,1,3,2,8,2,0,0,0,299d651349cc6962,BLAST Bounty 2025 Season 1 Finals
flameZ,76561197978835160,Team B,18,3,14,8,44,1.285714,66.666672,80.833336,0.75,0.583333,6.25,1940,360,150,2,5,2,2,6,3,2,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
mezii,76561197973140692,Team B,19,6,18,14,73,1.055556,83.333328,87.583336,0.791667,0.75,6.791667,2102,324,163,4,2,5,4,10,1,1,1,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
ropz,76561197991272318,Team B,11,8,17,6,54,0.647059,75.0,51.875,0.458333,0.708333,0.0,1245,247,0,2,2,4,4,6,1,1,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
MAJ3R,76561197967432889,Team A,8,6,15,7,87,0.533333,70.833328,51.416668,0.333333,0.625,5.125,1234,155,123,1,3,1,3,4,2,0,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
woxic,76561198083485506,Team A,21,6,12,11,52,1.75,75.0,85.041664,0.875,0.5,2.916667,2041,192,70,3,1,6,2,9,3,2,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
ZywOo,76561198113666193,Team B,20,5,17,10,50,1.176471,87.5,78.416664,0.833333,0.708333,0.0,1882,158,0,4,2,2,7,6,7,0,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
jottAAA,76561198410750263,Team A,20,4,16,16,80,1.25,75.0,84.166664,0.833333,0.666667,1.166667,2020,287,28,3,4,2,5,7,5,1,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
XANTARES,76561198044118796,Team A,15,2,14,10,66,1.071429,62.5,68.708336,0.625,0.583333,3.333333,1649,347,80,3,3,4,3,6,3,1,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
apEX,76561197989744167,Team B,8,4,16,2,25,0.5,54.166668,43.166668,0.333333,0.666667,3.458333,1036,210,83,0,1,2,1,6,1,0,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
Wicadia,76561198812513923,Team A,18,6,19,11,61,0.947368,75.0,78.458336,0.75,0.791667,5.25,1883,259,126,2,1,3,6,8,5,0,0,0,ad2b34ad0667c962,BLAST Bounty 2025 Season 1 Finals
xertioN,76561198193174134,MOUZ,14,6,16,11,78,0.875,80.0,84.5,0.7,0.8,6.85,1690,357,137,1,3,5,4,12,1,0,0,0,3d26344f17f13837,BLAST Premier World Final 2024
dev1ce,76561197987713664,Astralis,22,5,7,6,27,3.142857,90.0,92.050003,1.1,0.35,4.05,1841,223,81,3,0,4,2,6,6,0,1,0,3d26344f17f13837,BLAST Premier World Final 2024
torzsi,76561198355739212,MOUZ,13,3,16,8,61,0.8125,65.0,73.800003,0.65,0.8,4.95,1476,256,99,1,1,4,2,4,3,1,0,0,3d26344f17f13837,BLAST Premier World Final 2024
Brollan,76561198138828475,MOUZ,7,5,14,7,100,0.5,65.0,45.049999,0.35,0.7,2.65,901,171,53,0,4,0,3,5,1,0,0,0,3d26344f17f13837,BLAST Premier World Final 2024
Jimpphat,76561198855375325,MOUZ,10,3,16,6,60,0.625,70.0,65.5,0.5,0.8,7.0,1310,363,140,0,4,4,6,6,0,0,1,0,3d26344f17f13837,BLAST Premier World Final 2024
jabbi,76561198120557348,Astralis,15,8,13,6,40,1.153846,85.0,73.949997,0.75,0.65,4.15,1479,147,83,4,1,4,5,7,4,0,0,0,3d26344f17f13837,BLAST Premier World Final 2024
stavn,76561198022365638,Astralis,14,8,12,8,57,1.166667,80.0,73.449997,0.7,0.6,3.25,1469,148,65,0,0,8,4,6,4,0,0,0,3d26344f17f13837,BLAST Premier World Final 2024
Staehr,76561198005107817,Astralis,17,9,12,12,70,1.416667,95.0,98.449997,0.85,0.6,5.9,1969,344,118,6,1,4,4,6,4,1,0,0,3d26344f17f13837,BLAST Premier World Final 2024
cadiaN,76561198004115516,Astralis,9,10,12,5,55,0.75,85.0,68.449997,0.45,0.6,13.4,1369,201,268,2,2,1,7,5,2,0,0,0,3d26344f17f13837,BLAST Premier World Final 2024
siuhy,76561198150673360,MOUZ,12,3,15,7,58,0.8,70.0,62.150002,0.6,0.75,2.15,1243,212,43,2,3,3,2,5,2,1,0,0,3d26344f17f13837,BLAST Premier World Final 2024
siuhy,76561198150673360,MOUZ,10,4,18,5,50,0.555556,59.090908,56.090908,0.454545,0.818182,1.0,1234,305,22,1,1,6,5,4,3,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
cadiaN,76561198004115516,Astralis,12,2,11,5,41,1.090909,81.818184,52.636364,0.545455,0.5,4.227273,1158,138,93,1,3,0,3,6,3,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
stavn,76561198022365638,Astralis,13,8,13,7,53,1.0,81.818184,62.772728,0.590909,0.590909,2.363636,1381,158,52,2,2,5,1,9,2,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
Jimpphat,76561198855375325,MOUZ,11,5,16,8,72,0.6875,77.272728,69.63636,0.5,0.727273,5.954545,1532,228,131,2,0,4,8,8,0,1,0,0,95b841ba110bc66,BLAST Premier World Final 2024
dev1ce,76561197987713664,Astralis,17,4,10,4,23,1.7,81.818184,84.681816,0.772727,0.454545,5.636364,1863,150,124,2,3,4,1,9,4,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
Staehr,76561198005107817,Astralis,20,4,14,9,45,1.428571,77.272728,100.727272,0.909091,0.636364,5.409091,2216,306,119,4,2,2,3,8,3,2,0,0,95b841ba110bc66,BLAST Premier World Final 2024
torzsi,76561198355739212,MOUZ,10,4,17,6,60,0.588235,72.727272,62.636364,0.454545,0.772727,0.909091,1378,153,20,1,1,4,1,8,1,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
jabbi,76561198120557348,Astralis,21,3,15,15,71,1.4,95.454544,88.909088,0.954545,0.681818,2.863636,1956,307,63,0,3,3,6,9,6,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
Brollan,76561198138828475,MOUZ,17,4,15,7,41,1.133333,72.727272,73.36364,0.772727,0.681818,3.954545,1614,260,87,2,2,6,4,10,2,1,0,0,95b841ba110bc66,BLAST Premier World Final 2024
xertioN,76561198193174134,MOUZ,15,4,17,11,73,0.882353,68.181816,67.5,0.681818,0.772727,0.0,1485,250,0,7,5,2,7,5,5,0,0,0,95b841ba110bc66,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,20,5,10,14,70,2.0,88.888893,109.222221,1.111111,0.555556,5.5,1966,279,99,1,2,4,2,6,4,2,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
stavn,76561198022365638,Astralis,13,2,14,7,53,0.928571,72.222221,76.666664,0.722222,0.777778,0.611111,1380,206,11,2,2,2,2,6,2,1,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,9,3,8,5,55,1.125,83.333328,56.722221,0.5,0.444444,2.611111,1021,200,47,0,2,1,4,6,0,1,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
dev1ce,76561197987713664,Astralis,7,1,13,3,42,0.538462,55.555557,59.055557,0.388889,0.722222,0.277778,1063,77,5,2,3,3,2,7,0,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
cadiaN,76561198004115516,Astralis,5,4,14,2,40,0.357143,61.111111,40.5,0.277778,0.777778,0.0,729,143,0,1,2,1,5,5,0,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
Staehr,76561198005107817,Astralis,9,5,15,4,44,0.6,72.222221,64.833336,0.5,0.833333,0.055556,1167,138,1,0,2,2,3,5,2,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
jabbi,76561198120557348,Astralis,10,2,16,4,40,0.625,61.111111,54.388889,0.555556,0.888889,5.222222,979,110,94,1,3,6,2,6,2,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
chopper,76561198045898864,Spirit,18,5,11,9,50,1.636364,77.777779,110.777779,1.0,0.611111,4.333333,1994,229,78,4,1,1,2,8,2,2,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,15,5,6,5,33,2.5,88.888893,92.444443,0.833333,0.333333,2.888889,1664,104,52,6,0,2,0,9,3,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,10,3,9,7,70,1.111111,77.777779,58.277779,0.555556,0.5,4.944445,1049,162,89,1,1,2,2,6,2,0,0,0,d6a5da1b4e77c240,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,9,1,13,6,66,0.692308,56.25,56.0625,0.5625,0.8125,3.0625,897,261,49,1,2,0,3,2,2,1,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,10,1,15,6,60,0.666667,43.75,74.75,0.625,0.9375,0.8125,1196,177,13,2,2,2,0,4,3,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
chopper,76561198045898864,Spirit,10,2,13,7,70,0.769231,75.0,66.25,0.625,0.8125,2.1875,1060,218,35,2,1,2,0,6,2,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
Staehr,76561198005107817,Astralis,8,4,12,4,50,0.666667,81.25,61.75,0.5,0.75,0.9375,988,135,15,2,4,0,6,4,2,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,5,5,16,2,40,0.3125,56.25,65.0,0.3125,1.0,7.125,1040,296,114,1,2,0,4,3,1,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
dev1ce,76561197987713664,Astralis,17,9,6,6,35,2.833333,81.25,101.875,1.0625,0.375,0.0625,1630,206,1,0,1,1,3,1,5,2,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
cadiaN,76561198004115516,Astralis,15,6,9,7,46,1.666667,68.75,94.1875,0.9375,0.5625,1.5625,1507,86,25,2,2,6,2,3,4,0,1,0,b52e1d9753015e28,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,7,1,13,2,28,0.538462,37.5,60.4375,0.4375,0.8125,1.8125,967,202,29,2,1,2,0,3,2,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
jabbi,76561198120557348,Astralis,8,5,7,5,62,1.142857,87.5,54.75,0.5,0.4375,8.9375,876,145,143,1,0,2,2,4,2,0,0,0,b52e1d9753015e28,BLAST Premier World Final 2024
stavn,76561198022365638,Astralis,22,5,7,12,54,3.142857,93.75,132.3125,1.375,0.4375,9.375,2117,338,150,3,1,7,4,6,3,2,1,0,b52e1d9753015e28,BLAST Premier World Final 2024
stavn,76561198022365638,Spirit,10,4,17,4,40,0.588235,55.555557,75.611115,0.555556,0.944444,2.111111,1361,205,38,2,2,4,4,3,2,1,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
magixx,76561199063238565,Astralis,12,8,11,9,75,1.090909,88.888893,107.0,0.666667,0.611111,7.388889,1926,351,133,5,2,1,4,6,3,0,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
jabbi,76561198120557348,Spirit,15,8,17,11,73,0.882353,88.888893,98.055557,0.833333,0.944444,0.0,1765,351,0,2,1,8,5,5,5,0,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
Staehr,76561198005107817,Spirit,13,6,14,7,53,0.928571,88.888893,81.277779,0.722222,0.777778,6.333333,1463,227,114,0,3,6,6,4,3,0,1,0,4c63395b4c2d2672,BLAST Premier World Final 2024
donk,76561198386265483,Astralis,19,4,14,9,47,1.357143,83.333328,102.555557,1.055556,0.777778,4.777778,1846,257,86,3,2,3,1,5,4,2,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
chopper,76561198045898864,Astralis,14,6,8,4,28,1.75,88.888893,96.833336,0.777778,0.444444,5.555555,1743,298,100,2,1,1,4,6,1,2,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
sh1ro,76561198081484775,Astralis,20,3,10,8,40,2.0,94.444443,106.777779,1.111111,0.555556,4.777778,1922,160,86,2,0,4,4,9,3,0,0,1,4c63395b4c2d2672,BLAST Premier World Final 2024
cadiaN,76561198004115516,Spirit,6,3,15,1,16,0.4,50.0,50.555557,0.333333,0.833333,5.444445,910,213,98,1,2,2,5,3,0,1,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
dev1ce,76561197987713664,Spirit,8,4,16,3,37,0.5,72.222221,52.388889,0.444444,0.888889,0.222222,943,106,4,1,4,3,5,4,2,0,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
zont1x,76561198995880877,Astralis,13,9,10,5,38,1.3,88.888893,68.722221,0.722222,0.555556,8.0,1237,180,144,0,1,5,3,6,2,1,0,0,4c63395b4c2d2672,BLAST Premier World Final 2024
ropz,76561197991272318,FaZe Clan,22,1,18,9,40,1.222222,73.91304,98.391304,0.956522,0.782609,0.0,2263,421,0,2,0,3,4,8,7,0,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
karrigan,76561197989430253,FaZe Clan,13,5,17,10,76,0.764706,60.869564,59.434784,0.565217,0.73913,0.0,1367,266,0,1,6,2,3,4,3,1,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,10,10,15,4,40,0.666667,78.260872,71.782608,0.434783,0.652174,8.0,1651,424,184,2,3,4,4,5,1,1,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,22,3,13,12,54,1.692308,78.260872,101.91304,0.956522,0.565217,4.521739,2344,174,104,2,0,3,2,11,4,1,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
broky,76561198201620490,FaZe Clan,14,6,15,5,35,0.933333,69.565216,79.739128,0.608696,0.652174,9.652174,1834,252,222,2,1,4,2,7,2,1,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
rain,76561197997351207,FaZe Clan,7,1,21,2,28,0.333333,47.826088,44.95652,0.304348,0.913043,1.695652,1034,174,39,2,6,2,4,7,0,0,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,19,3,11,10,52,1.727273,82.608696,78.304344,0.826087,0.478261,2.173913,1801,423,50,2,1,5,2,4,4,1,1,0,c53128b26fc9081c,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,24,3,17,15,62,1.411765,78.260872,101.695656,1.043478,0.73913,1.73913,2339,184,40,7,2,0,3,9,3,3,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
chopper,76561198045898864,Spirit,10,4,12,5,50,0.833333,69.565216,49.913044,0.434783,0.521739,3.217391,1148,126,74,1,3,0,2,3,2,1,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
frozen,76561198068422762,FaZe Clan,12,3,14,7,58,0.857143,69.565216,62.434784,0.521739,0.608696,4.217391,1436,293,97,2,1,2,1,4,4,0,0,0,c53128b26fc9081c,BLAST Premier World Final 2024
donk,76561198386265483,Spirit,24,9,26,13,54,0.923077,86.111107,79.333336,0.666667,0.722222,4.5,2856,450,162,4,2,8,8,16,1,2,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
karrigan,76561197989430253,FaZe Clan,21,12,27,15,71,0.777778,66.666672,82.055557,0.583333,0.75,3.638889,2954,477,131,6,5,6,6,11,5,0,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
rain,76561197997351207,FaZe Clan,27,9,25,14,51,1.08,77.777779,86.805557,0.75,0.694444,5.527778,3125,497,199,0,4,5,9,13,4,2,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
sh1ro,76561198081484775,Spirit,31,7,19,6,19,1.631579,86.111107,77.333336,0.861111,0.527778,2.305556,2784,145,83,2,1,9,4,14,7,1,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
magixx,76561199063238565,Spirit,17,6,21,9,52,0.809524,77.777779,49.944443,0.472222,0.583333,3.138889,1798,252,113,3,2,3,8,9,4,0,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
zont1x,76561198995880877,Spirit,29,9,25,9,31,1.16,75.0,97.583336,0.805556,0.694444,9.5,3513,650,342,4,3,5,6,8,6,3,0,0,6bff0803deb724c0,BLAST Premier World Final 2024
