frame,tick,round,opponents,side,won,steamid,name,survived,kill_count,match checksum
6345,5272,1,4,3,0,76561198872013168,tN1R,0,1,6ef292ed1ac32c41
19086,15836,2,4,3,0,76561198309839541,SunPayus,0,0,6ef292ed1ac32c41
23213,19023,3,4,3,0,76561198309839541,SunPayus,0,0,6ef292ed1ac32c41
30780,25049,4,3,2,0,76561198283989223,ultimate,0,0,6ef292ed1ac32c41
41723,33898,5,3,2,0,76561198016255205,Twistzz,0,0,6ef292ed1ac32c41
46573,37625,6,4,2,0,76561197977105184,jks,0,0,6ef292ed1ac32c41
59520,48248,7,2,2,0,76561198283989223,ultimate,1,0,6ef292ed1ac32c41
72491,58953,8,4,2,0,76561197977105184,jks,0,0,6ef292ed1ac32c41
80954,65778,9,2,2,1,76561197977105184,jks,0,1,6ef292ed1ac32c41
81005,65823,9,1,3,0,76561198104626893,LNZ,1,0,6ef292ed1ac32c41
93988,76257,10,4,2,0,76561197977105184,jks,0,0,6ef292ed1ac32c41
103283,83748,11,2,3,1,76561198178209109,xfl0ud,1,2,6ef292ed1ac32c41
103927,84318,11,1,2,0,76561198053126645,NertZ,0,0,6ef292ed1ac32c41
108666,88002,12,5,2,0,76561198001151695,NAF,0,1,6ef292ed1ac32c41
129823,105542,13,2,3,0,76561197977105184,jks,0,0,6ef292ed1ac32c41
139549,113629,14,2,2,0,76561198872013168,tN1R,0,1,6ef292ed1ac32c41
140483,114435,14,1,3,1,76561197977105184,jks,1,1,6ef292ed1ac32c41
150962,122764,15,2,3,0,76561198283989223,ultimate,1,1,6ef292ed1ac32c41
152502,124082,15,1,2,1,76561198104626893,LNZ,1,0,6ef292ed1ac32c41
162084,131938,16,3,2,0,76561199137143905,yxngstxr,0,1,6ef292ed1ac32c41
167566,136302,17,2,2,0,76561198178209109,xfl0ud,0,0,6ef292ed1ac32c41
178740,145323,18,4,2,0,76561198872013168,tN1R,0,0,6ef292ed1ac32c41
199520,162053,20,4,2,0,76561199137143905,yxngstxr,0,0,6ef292ed1ac32c41
207828,168627,21,4,2,0,76561198309839541,SunPayus,0,0,6ef292ed1ac32c41
225261,182695,23,3,2,0,76561198104626893,LNZ,0,1,6ef292ed1ac32c41
234034,189843,24,2,3,0,76561198283989223,ultimate,0,0,6ef292ed1ac32c41
